Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
65,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_65.txt,0.0,-77.0,0.0,-191.0,0.0,-76.0,0.0,-204.0,5.0,5.0,5.0,-119.0,5.0,5.0,5.0,-514.0,False,2187.0,14.0,6081988.0,571.0,175.0,4644540.0,506.0,135.0
66,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_66.txt,0.0,-35.0,0.0,-179.0,21.0,21.0,21.0,-57.0,0.0,-113.0,0.0,-286.0,21.0,21.0,21.0,-522.0,False,2187.0,14.0,5564440.0,552.0,168.0,4974200.0,546.0,110.0
67,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_67.txt,77.0,77.0,77.0,12.0,0.0,-83.0,0.0,-184.0,0.0,-8.0,0.0,-17.0,77.0,77.0,77.0,-189.0,False,2187.0,19.0,3207981.0,472.0,139.0,1441584.0,384.0,54.0
68,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_68.txt,0.0,-115.0,0.0,-278.0,0.0,-23.0,0.0,-91.0,10.0,10.0,10.0,-129.0,10.0,10.0,10.0,-498.0,False,2187.0,8.0,3719100.0,492.0,130.0,3719100.0,492.0,100.0
69,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_69.txt,0.0,-105.0,0.0,-253.0,19.0,19.0,19.0,-50.0,0.0,-54.0,0.0,-195.0,19.0,19.0,19.0,-498.0,False,2187.0,8.0,6327720.0,585.0,168.0,6327720.0,582.0,135.0
70,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_70.txt,0.0,-16.0,0.0,-61.0,0.0,-71.0,0.0,-224.0,0.0,-14.0,0.0,-66.0,0.0,-14.0,0.0,-351.0,True,2187.0,7.0,6293430.0,589.0,164.0,5469750.0,532.0,150.0
71,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_71.txt,0.0,-133.0,0.0,-298.0,0.0,-48.0,0.0,-207.0,28.0,28.0,28.0,23.0,28.0,28.0,28.0,-482.0,False,2187.0,12.0,4699724.0,526.0,152.0,4699724.0,526.0,124.0
72,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_72.txt,47.0,47.0,47.0,-78.0,0.0,-97.0,0.0,-246.0,12.0,12.0,20.0,20.0,47.0,47.0,67.0,-304.0,False,2187.0,9.0,5689656.0,555.0,159.0,3631264.0,500.0,86.0
73,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_73.txt,0.0,-123.0,0.0,-285.0,0.0,-25.0,0.0,-77.0,1.0,1.0,1.0,-118.0,1.0,1.0,1.0,-480.0,False,2187.0,13.0,4222386.0,506.0,148.0,4157286.0,506.0,103.0
74,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_74.txt,16.0,16.0,16.0,-6.0,0.0,-72.0,0.0,-179.0,12.0,12.0,12.0,-43.0,16.0,16.0,28.0,-228.0,False,2187.0,9.0,4882164.0,522.0,161.0,3388707.0,453.0,133.0
75,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_75.txt,0.0,-41.0,0.0,-201.0,54.0,54.0,54.0,-17.0,0.0,-82.0,0.0,-207.0,54.0,54.0,54.0,-425.0,False,2187.0,17.0,3348828.0,462.0,137.0,2157750.0,422.0,75.0
76,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_76.txt,0.0,-18.0,0.0,-166.0,0.0,-55.0,0.0,-117.0,0.0,-55.0,0.0,-133.0,0.0,-18.0,0.0,-416.0,True,2187.0,19.0,4840121.0,536.0,154.0,4544910.0,502.0,135.0
77,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_77.txt,9.0,9.0,9.0,-80.0,0.0,-26.0,0.0,-136.0,0.0,-111.0,0.0,-223.0,9.0,9.0,9.0,-439.0,False,2187.0,22.0,3358720.0,470.0,137.0,3120312.0,439.0,137.0
78,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_78.txt,0.0,-94.0,0.0,-308.0,91.0,91.0,165.0,165.0,6.0,6.0,6.0,-227.0,91.0,91.0,171.0,-370.0,False,2187.0,5.0,4580576.0,533.0,154.0,2659335.0,489.0,93.0
79,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_79.txt,5.0,5.0,5.0,-59.0,0.0,-85.0,0.0,-176.0,0.0,-64.0,0.0,-152.0,5.0,5.0,5.0,-387.0,False,2187.0,14.0,4241160.0,500.0,145.0,3722150.0,466.0,145.0
80,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_80.txt,0.0,-231.0,0.0,-477.0,73.0,73.0,73.0,-59.0,22.0,22.0,22.0,-167.0,73.0,73.0,95.0,-703.0,False,2187.0,22.0,6220032.0,593.0,178.0,4879440.0,593.0,72.0
81,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_81.txt,0.0,-67.0,0.0,-189.0,0.0,-38.0,0.0,-103.0,0.0,-49.0,0.0,-133.0,0.0,-38.0,0.0,-425.0,True,2187.0,18.0,2057328.0,387.0,113.0,2057328.0,387.0,104.0
82,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_82.txt,0.0,-66.0,0.0,-227.0,0.0,-22.0,0.0,-262.0,164.0,164.0,259.0,259.0,164.0,164.0,259.0,-230.0,False,2187.0,9.0,4473852.0,525.0,151.0,1684668.0,443.0,58.0
83,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_83.txt,27.0,27.0,27.0,-80.0,56.0,56.0,56.0,-11.0,3.0,3.0,3.0,-99.0,56.0,56.0,86.0,-190.0,False,2187.0,6.0,4907115.0,521.0,147.0,2962080.0,435.0,121.0
84,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_84.txt,0.0,-27.0,0.0,-150.0,0.0,-24.0,0.0,-140.0,0.0,-105.0,0.0,-230.0,0.0,-24.0,0.0,-520.0,True,2187.0,12.0,2966040.0,440.0,123.0,2966040.0,440.0,107.0
85,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_85.txt,97.0,97.0,121.0,121.0,0.0,-99.0,0.0,-234.0,38.0,38.0,38.0,-64.0,97.0,97.0,159.0,-177.0,False,2187.0,5.0,4594694.0,537.0,149.0,2318760.0,463.0,57.0
86,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_86.txt,0.0,-66.0,0.0,-255.0,78.0,78.0,85.0,85.0,0.0,-15.0,0.0,-177.0,78.0,78.0,85.0,-347.0,False,2187.0,6.0,5917440.0,572.0,164.0,3426112.0,500.0,94.0
87,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_87.txt,0.0,-24.0,0.0,-89.0,0.0,-59.0,0.0,-171.0,0.0,-11.0,0.0,-164.0,0.0,-11.0,0.0,-424.0,True,2187.0,15.0,4209051.0,508.0,147.0,3247230.0,476.0,94.0
88,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_88.txt,0.0,-70.0,0.0,-195.0,0.0,-64.0,0.0,-208.0,0.0,-24.0,0.0,-108.0,0.0,-24.0,0.0,-511.0,True,2187.0,21.0,3228708.0,456.0,133.0,3228708.0,456.0,119.0
89,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_89.txt,147.0,147.0,259.0,259.0,21.0,21.0,21.0,-134.0,0.0,-152.0,0.0,-324.0,147.0,147.0,280.0,-199.0,False,2187.0,11.0,3645832.0,492.0,148.0,1701972.0,413.0,54.0
90,uniform,outputs/agents_3/items_7/gpt4o/zero_shot1/output_90.txt,0.0,-69.0,0.0,-178.0,0.0,-92.0,0.0,-223.0,0.0,-19.0,0.0,-44.0,0.0,-19.0,0.0,-445.0,True,2187.0,31.0,2333760.0,417.0,112.0,1847648.0,385.0,88.0
