Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_11.txt,0.0,-41.0,0.0,-95.0,0.0,-15.0,0.0,-45.0,0.0,-105.0,0.0,-255.0,0.0,-15.0,0.0,-395.0,True,729.0,1.0,4159458.0,494.0,138.0,4159458.0,488.0,138.0
12,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_12.txt,0.0,-29.0,0.0,-97.0,0.0,-47.0,0.0,-164.0,0.0,-56.0,0.0,-152.0,0.0,-29.0,0.0,-413.0,True,729.0,4.0,2593296.0,420.0,126.0,2593296.0,420.0,108.0
13,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_13.txt,2.0,2.0,2.0,-44.0,0.0,-10.0,0.0,-52.0,0.0,-38.0,0.0,-83.0,2.0,2.0,2.0,-179.0,False,729.0,0.0,2487936.0,412.0,129.0,2332836.0,398.0,129.0
14,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_14.txt,0.0,-53.0,0.0,-203.0,0.0,-25.0,0.0,-72.0,0.0,-79.0,0.0,-219.0,0.0,-25.0,0.0,-494.0,True,729.0,6.0,2990988.0,435.0,126.0,2990988.0,435.0,126.0
15,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_15.txt,0.0,-26.0,0.0,-171.0,91.0,91.0,91.0,0.0,0.0,-138.0,0.0,-298.0,91.0,91.0,91.0,-469.0,False,729.0,7.0,3211600.0,447.0,140.0,1864356.0,426.0,57.0
16,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_16.txt,0.0,-150.0,0.0,-375.0,63.0,63.0,63.0,3.0,7.0,7.0,7.0,-119.0,63.0,63.0,70.0,-491.0,False,729.0,4.0,4350470.0,492.0,157.0,3257122.0,492.0,82.0
17,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_17.txt,115.0,115.0,115.0,87.0,0.0,-12.0,0.0,-179.0,0.0,-82.0,0.0,-244.0,115.0,115.0,115.0,-336.0,False,729.0,0.0,4849152.0,521.0,164.0,3323040.0,490.0,92.0
18,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_18.txt,0.0,-49.0,0.0,-171.0,0.0,-25.0,0.0,-202.0,0.0,-53.0,0.0,-137.0,0.0,-25.0,0.0,-510.0,True,729.0,10.0,4209296.0,516.0,142.0,3568656.0,468.0,114.0
19,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_19.txt,4.0,4.0,4.0,-80.0,0.0,0.0,0.0,-98.0,0.0,-59.0,0.0,-185.0,4.0,4.0,4.0,-363.0,False,729.0,0.0,2718765.0,436.0,107.0,2718765.0,431.0,105.0
20,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_20.txt,0.0,-69.0,0.0,-157.0,0.0,-2.0,0.0,-86.0,0.0,-48.0,0.0,-144.0,0.0,-2.0,0.0,-387.0,True,729.0,4.0,3136490.0,474.0,102.0,3136490.0,456.0,98.0
21,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_21.txt,0.0,-11.0,0.0,-102.0,0.0,-159.0,0.0,-343.0,0.0,-31.0,0.0,-163.0,0.0,-11.0,0.0,-608.0,True,729.0,7.0,3280896.0,466.0,116.0,3280896.0,466.0,96.0
22,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_22.txt,0.0,-184.0,0.0,-401.0,95.0,95.0,95.0,-45.0,53.0,53.0,53.0,-6.0,95.0,95.0,148.0,-452.0,False,729.0,3.0,1359162.0,401.0,80.0,0.0,401.0,0.0
23,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_23.txt,0.0,-29.0,0.0,-147.0,17.0,17.0,17.0,17.0,3.0,3.0,3.0,-25.0,17.0,17.0,20.0,-155.0,False,729.0,5.0,3241350.0,467.0,138.0,2501499.0,409.0,119.0
24,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_24.txt,0.0,-56.0,0.0,-173.0,0.0,-43.0,0.0,-100.0,0.0,-1.0,0.0,-76.0,0.0,-1.0,0.0,-349.0,True,729.0,6.0,4055730.0,491.0,147.0,3591684.0,469.0,114.0
25,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_25.txt,4.0,4.0,4.0,-75.0,0.0,-71.0,0.0,-154.0,0.0,-34.0,0.0,-153.0,4.0,4.0,4.0,-382.0,False,729.0,8.0,3965192.0,476.0,154.0,2922316.0,440.0,103.0
26,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_26.txt,154.0,154.0,154.0,-16.0,97.0,97.0,97.0,-46.0,0.0,-223.0,0.0,-479.0,154.0,154.0,251.0,-541.0,False,729.0,5.0,3712800.0,479.0,136.0,0.0,479.0,0.0
27,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_27.txt,18.0,18.0,18.0,-46.0,45.0,45.0,45.0,-42.0,0.0,-49.0,0.0,-119.0,45.0,45.0,63.0,-207.0,False,729.0,5.0,2822820.0,479.0,104.0,1255800.0,366.0,56.0
28,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_28.txt,0.0,-91.0,0.0,-252.0,0.0,-71.0,0.0,-189.0,0.0,-91.0,0.0,-230.0,0.0,-71.0,0.0,-671.0,True,729.0,12.0,4369221.0,491.0,153.0,4369221.0,491.0,153.0
29,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_29.txt,28.0,28.0,28.0,-127.0,0.0,-115.0,0.0,-343.0,5.0,5.0,5.0,0.0,28.0,28.0,33.0,-470.0,False,729.0,6.0,3526536.0,486.0,127.0,2468480.0,475.0,64.0
30,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_30.txt,0.0,-26.0,0.0,-120.0,0.0,-34.0,0.0,-89.0,0.0,-62.0,0.0,-154.0,0.0,-26.0,0.0,-363.0,True,729.0,6.0,2074800.0,402.0,114.0,1605240.0,365.0,78.0
31,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_31.txt,50.0,50.0,50.0,8.0,0.0,-50.0,0.0,-128.0,0.0,-89.0,0.0,-221.0,50.0,50.0,50.0,-341.0,False,729.0,1.0,2137748.0,397.0,101.0,2137748.0,397.0,94.0
32,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_32.txt,0.0,-97.0,0.0,-211.0,24.0,24.0,34.0,34.0,0.0,-78.0,0.0,-186.0,24.0,24.0,34.0,-363.0,False,729.0,2.0,2366208.0,410.0,115.0,2174880.0,408.0,96.0
33,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_33.txt,0.0,-81.0,0.0,-201.0,0.0,-17.0,0.0,-125.0,0.0,-20.0,0.0,-115.0,0.0,-17.0,0.0,-441.0,True,729.0,3.0,2737548.0,457.0,124.0,2551176.0,413.0,124.0
34,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_34.txt,0.0,-5.0,0.0,-198.0,0.0,-33.0,0.0,-173.0,56.0,56.0,63.0,63.0,56.0,56.0,63.0,-308.0,False,729.0,4.0,2837142.0,438.0,116.0,1513278.0,388.0,78.0
35,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_35.txt,35.0,35.0,35.0,-54.0,0.0,-10.0,0.0,-44.0,0.0,-63.0,0.0,-129.0,35.0,35.0,35.0,-227.0,False,729.0,2.0,1688544.0,375.0,104.0,1090320.0,320.0,70.0
36,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_36.txt,0.0,-70.0,0.0,-234.0,95.0,95.0,95.0,9.0,0.0,-155.0,0.0,-387.0,95.0,95.0,95.0,-612.0,False,729.0,7.0,4354533.0,497.0,157.0,3598488.0,497.0,92.0
37,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_37.txt,3.0,3.0,3.0,-120.0,0.0,-86.0,0.0,-193.0,0.0,-33.0,0.0,-155.0,3.0,3.0,3.0,-468.0,False,729.0,6.0,2158035.0,390.0,121.0,1776250.0,390.0,70.0
38,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_38.txt,0.0,-48.0,0.0,-102.0,0.0,-25.0,0.0,-165.0,0.0,-23.0,0.0,-87.0,0.0,-23.0,0.0,-354.0,True,729.0,11.0,2376990.0,410.0,98.0,1284192.0,337.0,78.0
39,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_39.txt,25.0,25.0,25.0,-83.0,0.0,-101.0,0.0,-233.0,58.0,58.0,58.0,16.0,58.0,58.0,83.0,-300.0,False,729.0,1.0,3947972.0,478.0,142.0,3306870.0,478.0,87.0
40,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_40.txt,62.0,62.0,62.0,-43.0,24.0,24.0,24.0,-113.0,0.0,-103.0,0.0,-211.0,62.0,62.0,86.0,-367.0,False,729.0,3.0,3808984.0,480.0,132.0,2563488.0,437.0,81.0
41,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_41.txt,0.0,-35.0,0.0,-119.0,8.0,8.0,8.0,-66.0,0.0,-38.0,0.0,-81.0,8.0,8.0,8.0,-266.0,False,729.0,2.0,1740732.0,372.0,111.0,1611720.0,352.0,111.0
42,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_42.txt,0.0,-22.0,0.0,-68.0,68.0,68.0,68.0,-1.0,0.0,-121.0,0.0,-245.0,68.0,68.0,68.0,-314.0,False,729.0,2.0,2124073.0,407.0,104.0,1730120.0,381.0,74.0
43,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_43.txt,0.0,-27.0,0.0,-126.0,0.0,-66.0,0.0,-153.0,0.0,-63.0,0.0,-153.0,0.0,-27.0,0.0,-432.0,True,729.0,8.0,1947384.0,376.0,111.0,1947384.0,376.0,111.0
44,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_44.txt,0.0,-22.0,0.0,-69.0,0.0,-148.0,0.0,-343.0,22.0,22.0,22.0,-145.0,22.0,22.0,22.0,-557.0,False,729.0,8.0,4065600.0,513.0,150.0,3779012.0,513.0,86.0
45,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_45.txt,0.0,-35.0,0.0,-110.0,0.0,-76.0,0.0,-212.0,0.0,-17.0,0.0,-94.0,0.0,-17.0,0.0,-416.0,True,729.0,7.0,4393000.0,505.0,125.0,4393000.0,500.0,125.0
46,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_46.txt,96.0,96.0,185.0,185.0,35.0,35.0,35.0,-107.0,0.0,-70.0,0.0,-303.0,96.0,96.0,220.0,-225.0,False,729.0,2.0,2435211.0,445.0,114.0,1078191.0,381.0,51.0
47,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_47.txt,0.0,-116.0,0.0,-261.0,24.0,24.0,24.0,-102.0,0.0,-18.0,0.0,-165.0,24.0,24.0,24.0,-528.0,False,729.0,5.0,1856169.0,407.0,101.0,1665300.0,388.0,65.0
48,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_48.txt,0.0,-69.0,0.0,-150.0,0.0,0.0,0.0,-6.0,0.0,-33.0,0.0,-104.0,0.0,0.0,0.0,-260.0,True,729.0,6.0,3626416.0,501.0,151.0,2831760.0,433.0,114.0
49,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_49.txt,0.0,-17.0,0.0,-42.0,0.0,-12.0,0.0,-147.0,0.0,-16.0,0.0,-36.0,0.0,-12.0,0.0,-225.0,True,729.0,6.0,5035536.0,522.0,153.0,3918024.0,479.0,132.0
50,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_50.txt,0.0,-32.0,0.0,-161.0,0.0,0.0,0.0,-122.0,0.0,-68.0,0.0,-139.0,0.0,0.0,0.0,-422.0,True,729.0,4.0,3394560.0,459.0,136.0,3394560.0,452.0,136.0
51,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_51.txt,0.0,-48.0,0.0,-109.0,0.0,-12.0,0.0,-61.0,0.0,-32.0,0.0,-170.0,0.0,-12.0,0.0,-340.0,True,729.0,3.0,3600883.0,461.0,143.0,3600883.0,461.0,143.0
52,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_52.txt,47.0,47.0,47.0,4.0,0.0,-9.0,0.0,-94.0,0.0,-69.0,0.0,-144.0,47.0,47.0,47.0,-234.0,False,729.0,5.0,2541924.0,411.0,126.0,1530760.0,365.0,71.0
53,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_53.txt,25.0,25.0,25.0,-33.0,0.0,-138.0,0.0,-290.0,0.0,-33.0,0.0,-161.0,25.0,25.0,25.0,-484.0,False,729.0,4.0,2971188.0,465.0,123.0,2451834.0,452.0,66.0
54,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_54.txt,0.0,-13.0,0.0,-87.0,0.0,-27.0,0.0,-92.0,0.0,-92.0,0.0,-185.0,0.0,-13.0,0.0,-364.0,True,729.0,3.0,2265270.0,409.0,115.0,2125890.0,390.0,115.0
55,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_55.txt,4.0,4.0,4.0,-80.0,0.0,-91.0,0.0,-238.0,0.0,-97.0,0.0,-230.0,4.0,4.0,4.0,-548.0,False,729.0,6.0,5041764.0,519.0,162.0,5041764.0,515.0,162.0
56,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_56.txt,58.0,58.0,58.0,8.0,19.0,19.0,19.0,-82.0,0.0,-121.0,0.0,-319.0,58.0,58.0,77.0,-393.0,False,729.0,2.0,2588880.0,412.0,134.0,1902800.0,405.0,71.0
57,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_57.txt,0.0,-59.0,0.0,-157.0,0.0,-30.0,0.0,-69.0,24.0,24.0,24.0,-16.0,24.0,24.0,24.0,-242.0,False,729.0,3.0,3181360.0,475.0,120.0,2923200.0,434.0,120.0
58,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_58.txt,0.0,-32.0,0.0,-135.0,0.0,-7.0,0.0,-75.0,0.0,-66.0,0.0,-159.0,0.0,-7.0,0.0,-369.0,True,729.0,7.0,2506868.0,446.0,97.0,2506868.0,427.0,91.0
59,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_59.txt,50.0,50.0,50.0,-12.0,36.0,36.0,36.0,-89.0,0.0,-87.0,0.0,-182.0,50.0,50.0,86.0,-283.0,False,729.0,4.0,4203910.0,514.0,142.0,2613504.0,439.0,83.0
60,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_60.txt,0.0,-17.0,0.0,-62.0,0.0,-9.0,0.0,-192.0,0.0,-64.0,0.0,-246.0,0.0,-9.0,0.0,-500.0,True,729.0,10.0,1701504.0,391.0,98.0,1701504.0,391.0,84.0
61,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_61.txt,0.0,-46.0,0.0,-134.0,26.0,26.0,26.0,-66.0,0.0,-96.0,0.0,-217.0,26.0,26.0,26.0,-417.0,False,729.0,4.0,3817884.0,472.0,147.0,2963100.0,441.0,105.0
62,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_62.txt,0.0,-2.0,0.0,-30.0,0.0,-24.0,0.0,-116.0,0.0,-104.0,0.0,-220.0,0.0,-2.0,0.0,-366.0,True,729.0,4.0,3208815.0,455.0,135.0,3208815.0,445.0,135.0
63,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_63.txt,0.0,-38.0,0.0,-94.0,0.0,-41.0,0.0,-145.0,0.0,-54.0,0.0,-155.0,0.0,-38.0,0.0,-394.0,True,729.0,2.0,2370963.0,401.0,127.0,2370963.0,401.0,127.0
64,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_64.txt,0.0,-52.0,0.0,-115.0,4.0,4.0,4.0,-62.0,0.0,-82.0,0.0,-166.0,4.0,4.0,4.0,-343.0,False,729.0,12.0,3109392.0,452.0,132.0,1980214.0,392.0,83.0
65,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_65.txt,0.0,-27.0,0.0,-135.0,0.0,-78.0,0.0,-166.0,0.0,-36.0,0.0,-88.0,0.0,-27.0,0.0,-389.0,True,729.0,7.0,1966132.0,389.0,103.0,1798998.0,368.0,103.0
66,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_66.txt,0.0,-32.0,0.0,-150.0,0.0,-86.0,0.0,-194.0,0.0,-7.0,0.0,-119.0,0.0,-7.0,0.0,-463.0,True,729.0,10.0,1914864.0,389.0,95.0,1914864.0,389.0,82.0
67,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_67.txt,0.0,-33.0,0.0,-74.0,0.0,-62.0,0.0,-175.0,0.0,-71.0,0.0,-193.0,0.0,-33.0,0.0,-442.0,True,729.0,3.0,3068625.0,440.0,128.0,3068625.0,439.0,125.0
68,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_68.txt,0.0,-20.0,0.0,-81.0,0.0,-21.0,0.0,-78.0,0.0,-58.0,0.0,-160.0,0.0,-20.0,0.0,-319.0,True,729.0,5.0,3697848.0,489.0,132.0,2989272.0,435.0,132.0
69,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_69.txt,39.0,39.0,39.0,-33.0,0.0,-36.0,0.0,-105.0,0.0,-60.0,0.0,-174.0,39.0,39.0,39.0,-312.0,False,729.0,8.0,1042912.0,313.0,92.0,801150.0,306.0,50.0
70,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_70.txt,5.0,5.0,5.0,-138.0,0.0,-104.0,0.0,-330.0,101.0,101.0,101.0,72.0,101.0,101.0,106.0,-396.0,False,729.0,3.0,3704415.0,475.0,143.0,2416128.0,471.0,64.0
71,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_71.txt,0.0,-43.0,0.0,-103.0,17.0,17.0,17.0,-42.0,0.0,-92.0,0.0,-227.0,17.0,17.0,17.0,-372.0,False,729.0,4.0,3191160.0,465.0,131.0,2766600.0,430.0,106.0
72,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_72.txt,0.0,0.0,0.0,-110.0,0.0,-56.0,0.0,-187.0,0.0,-108.0,0.0,-251.0,0.0,0.0,0.0,-548.0,True,729.0,5.0,4282600.0,492.0,133.0,3603456.0,484.0,96.0
73,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_73.txt,30.0,30.0,30.0,-57.0,66.0,66.0,66.0,-134.0,0.0,-164.0,0.0,-342.0,66.0,66.0,96.0,-533.0,False,729.0,9.0,3721779.0,556.0,129.0,2360904.0,505.0,47.0
74,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_74.txt,0.0,-57.0,0.0,-139.0,0.0,-82.0,0.0,-185.0,0.0,-65.0,0.0,-179.0,0.0,-57.0,0.0,-503.0,True,729.0,10.0,3201536.0,469.0,128.0,3201536.0,445.0,128.0
75,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_75.txt,14.0,14.0,14.0,-10.0,131.0,131.0,131.0,35.0,0.0,-70.0,0.0,-184.0,131.0,131.0,145.0,-159.0,False,729.0,4.0,2147712.0,402.0,112.0,608850.0,306.0,33.0
76,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_76.txt,0.0,-49.0,0.0,-229.0,67.0,67.0,67.0,52.0,42.0,42.0,42.0,-109.0,67.0,67.0,109.0,-286.0,False,729.0,2.0,1466100.0,400.0,92.0,169050.0,342.0,7.0
77,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_77.txt,70.0,70.0,70.0,4.0,0.0,-39.0,0.0,-119.0,0.0,-1.0,0.0,-21.0,70.0,70.0,70.0,-136.0,False,729.0,4.0,1379500.0,347.0,89.0,862792.0,293.0,71.0
78,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_78.txt,9.0,9.0,9.0,-141.0,0.0,-66.0,0.0,-157.0,0.0,-44.0,0.0,-89.0,9.0,9.0,9.0,-387.0,False,729.0,6.0,4588740.0,513.0,159.0,3792360.0,474.0,136.0
79,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_79.txt,9.0,9.0,9.0,-128.0,0.0,-17.0,0.0,-58.0,0.0,-56.0,0.0,-138.0,9.0,9.0,9.0,-324.0,False,729.0,4.0,3989583.0,518.0,129.0,3263805.0,451.0,123.0
80,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_80.txt,0.0,-36.0,0.0,-136.0,0.0,-20.0,0.0,-66.0,0.0,-70.0,0.0,-187.0,0.0,-20.0,0.0,-389.0,True,729.0,4.0,3710133.0,475.0,141.0,3710133.0,467.0,141.0
81,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_81.txt,98.0,98.0,98.0,4.0,0.0,-25.0,0.0,-84.0,0.0,-5.0,0.0,-64.0,98.0,98.0,98.0,-144.0,False,729.0,3.0,2967744.0,444.0,110.0,1309770.0,348.0,66.0
82,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_82.txt,0.0,-65.0,0.0,-271.0,0.0,-65.0,0.0,-276.0,80.0,80.0,91.0,91.0,80.0,80.0,91.0,-456.0,False,729.0,3.0,2417408.0,471.0,128.0,1487400.0,438.0,67.0
83,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_83.txt,0.0,-133.0,0.0,-304.0,75.0,75.0,75.0,-87.0,62.0,62.0,62.0,39.0,75.0,75.0,137.0,-352.0,False,729.0,2.0,2181600.0,444.0,101.0,477050.0,394.0,14.0
84,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_84.txt,44.0,44.0,44.0,-66.0,0.0,-34.0,0.0,-80.0,0.0,-52.0,0.0,-168.0,44.0,44.0,44.0,-314.0,False,729.0,3.0,1682856.0,424.0,92.0,1460592.0,365.0,84.0
85,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_85.txt,0.0,-1.0,0.0,-18.0,12.0,12.0,12.0,-65.0,0.0,-166.0,0.0,-344.0,12.0,12.0,12.0,-427.0,False,729.0,5.0,2852736.0,452.0,136.0,2451834.0,452.0,66.0
86,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_86.txt,0.0,-40.0,0.0,-90.0,0.0,-37.0,0.0,-77.0,0.0,-111.0,0.0,-247.0,0.0,-37.0,0.0,-414.0,True,729.0,3.0,2738925.0,438.0,123.0,2648904.0,420.0,111.0
87,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_87.txt,34.0,34.0,34.0,-8.0,8.0,8.0,8.0,-64.0,0.0,-12.0,0.0,-61.0,34.0,34.0,42.0,-133.0,False,729.0,1.0,2073288.0,415.0,114.0,1739052.0,363.0,103.0
88,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_88.txt,0.0,-113.0,0.0,-340.0,0.0,-9.0,0.0,-36.0,0.0,-15.0,0.0,-211.0,0.0,-9.0,0.0,-587.0,True,729.0,10.0,3588750.0,494.0,145.0,3588750.0,494.0,99.0
89,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_89.txt,0.0,-40.0,0.0,-111.0,32.0,32.0,32.0,-96.0,0.0,-77.0,0.0,-187.0,32.0,32.0,32.0,-394.0,False,729.0,2.0,2570712.0,429.0,116.0,2570712.0,425.0,94.0
90,uniform,outputs/agents_3/items_6/gpt4o/zero_shot1/output_90.txt,40.0,40.0,40.0,-2.0,146.0,146.0,146.0,125.0,0.0,-6.0,0.0,-100.0,146.0,146.0,186.0,23.0,False,729.0,5.0,2857140.0,442.0,120.0,230724.0,289.0,13.0
