Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
48,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_48.txt,3.0,3.0,3.0,3.0,0.0,-170.0,0.0,-170.0,3.0,3.0,3.0,-167.0,False,256.0,29.0,88740.0,610.0,287.0,76608.0,556.0,252.0
49,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_49.txt,0.0,-73.0,0.0,-73.0,0.0,-146.0,0.0,-146.0,0.0,-73.0,0.0,-219.0,True,256.0,27.0,63630.0,522.0,228.0,58806.0,495.0,198.0
50,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_50.txt,0.0,-246.0,0.0,-246.0,0.0,-8.0,0.0,-8.0,0.0,-8.0,0.0,-254.0,True,256.0,24.0,63488.0,514.0,248.0,60720.0,514.0,184.0
51,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_51.txt,0.0,-24.0,0.0,-24.0,0.0,-195.0,0.0,-195.0,0.0,-24.0,0.0,-219.0,True,256.0,27.0,72570.0,542.0,250.0,72570.0,541.0,246.0
52,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_52.txt,0.0,-206.0,0.0,-206.0,0.0,-124.0,0.0,-124.0,0.0,-124.0,0.0,-330.0,True,256.0,32.0,83200.0,580.0,270.0,83200.0,580.0,260.0
53,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_53.txt,0.0,-93.0,0.0,-93.0,0.0,-142.0,0.0,-142.0,0.0,-93.0,0.0,-235.0,True,256.0,28.0,74820.0,548.0,263.0,74820.0,548.0,258.0
54,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_54.txt,0.0,-67.0,0.0,-67.0,0.0,-148.0,0.0,-148.0,0.0,-67.0,0.0,-215.0,True,256.0,29.0,76077.0,571.0,260.0,68380.0,523.0,260.0
55,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_55.txt,0.0,-119.0,0.0,-119.0,0.0,-12.0,0.0,-12.0,0.0,-12.0,0.0,-131.0,True,256.0,26.0,69966.0,548.0,258.0,58968.0,501.0,189.0
56,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_56.txt,0.0,-368.0,0.0,-368.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,-286.0,False,256.0,29.0,68598.0,547.0,242.0,50622.0,547.0,118.0
57,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_57.txt,0.0,-98.0,0.0,-98.0,0.0,-170.0,0.0,-170.0,0.0,-98.0,0.0,-268.0,True,256.0,31.0,65880.0,521.0,245.0,65880.0,521.0,216.0
58,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_58.txt,0.0,-92.0,0.0,-92.0,0.0,-244.0,0.0,-244.0,0.0,-92.0,0.0,-336.0,True,256.0,37.0,73575.0,552.0,257.0,70080.0,532.0,240.0
59,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_59.txt,0.0,-74.0,0.0,-74.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-54.0,False,256.0,36.0,68547.0,537.0,246.0,37824.0,389.0,192.0
60,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_60.txt,0.0,-44.0,0.0,-44.0,0.0,-135.0,0.0,-135.0,0.0,-44.0,0.0,-179.0,True,256.0,26.0,64988.0,522.0,242.0,62059.0,500.0,229.0
61,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_61.txt,0.0,-11.0,0.0,-11.0,0.0,-142.0,0.0,-142.0,0.0,-11.0,0.0,-153.0,True,256.0,40.0,70964.0,548.0,243.0,50382.0,473.0,162.0
62,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_62.txt,0.0,-115.0,0.0,-115.0,0.0,-226.0,0.0,-226.0,0.0,-115.0,0.0,-341.0,True,256.0,34.0,79904.0,581.0,263.0,79904.0,579.0,227.0
63,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_63.txt,87.0,87.0,87.0,87.0,0.0,-209.0,0.0,-209.0,87.0,87.0,87.0,-122.0,False,256.0,26.0,73959.0,546.0,268.0,58275.0,500.0,185.0
64,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_64.txt,250.0,250.0,250.0,250.0,0.0,-416.0,0.0,-416.0,250.0,250.0,250.0,-166.0,False,256.0,23.0,65280.0,533.0,255.0,28792.0,533.0,61.0
65,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_65.txt,35.0,35.0,35.0,35.0,0.0,-222.0,0.0,-222.0,35.0,35.0,35.0,-187.0,False,256.0,17.0,73640.0,550.0,263.0,66246.0,545.0,183.0
66,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_66.txt,0.0,-117.0,0.0,-117.0,0.0,-68.0,0.0,-68.0,0.0,-68.0,0.0,-185.0,True,256.0,33.0,49995.0,468.0,215.0,42251.0,420.0,167.0
67,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_67.txt,0.0,-107.0,0.0,-107.0,0.0,-156.0,0.0,-156.0,0.0,-107.0,0.0,-263.0,True,256.0,32.0,67116.0,520.0,238.0,67116.0,520.0,238.0
68,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_68.txt,0.0,-208.0,0.0,-208.0,0.0,-122.0,0.0,-122.0,0.0,-122.0,0.0,-330.0,True,256.0,39.0,78192.0,578.0,264.0,75300.0,551.0,251.0
69,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_69.txt,50.0,50.0,50.0,50.0,0.0,-269.0,0.0,-269.0,50.0,50.0,50.0,-219.0,False,256.0,23.0,53253.0,480.0,220.0,48764.0,480.0,146.0
70,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_70.txt,0.0,-130.0,0.0,-130.0,0.0,-77.0,0.0,-77.0,0.0,-77.0,0.0,-207.0,True,256.0,37.0,46879.0,450.0,205.0,44620.0,424.0,194.0
71,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_71.txt,0.0,-73.0,0.0,-73.0,0.0,-144.0,0.0,-144.0,0.0,-73.0,0.0,-217.0,True,256.0,22.0,73200.0,545.0,241.0,73200.0,545.0,240.0
72,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_72.txt,0.0,-93.0,0.0,-93.0,0.0,-103.0,0.0,-103.0,0.0,-93.0,0.0,-196.0,True,256.0,35.0,71732.0,562.0,243.0,57687.0,488.0,201.0
73,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_73.txt,0.0,-79.0,0.0,-79.0,0.0,-92.0,0.0,-92.0,0.0,-79.0,0.0,-171.0,True,256.0,38.0,39758.0,399.0,193.0,34410.0,377.0,155.0
74,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_74.txt,0.0,-203.0,0.0,-203.0,0.0,-168.0,0.0,-168.0,0.0,-168.0,0.0,-371.0,True,256.0,41.0,86142.0,587.0,293.0,86142.0,587.0,293.0
75,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_75.txt,0.0,-80.0,0.0,-80.0,0.0,-42.0,0.0,-42.0,0.0,-42.0,0.0,-122.0,True,256.0,33.0,63495.0,504.0,249.0,43500.0,424.0,174.0
76,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_76.txt,0.0,-101.0,0.0,-101.0,0.0,-7.0,0.0,-7.0,0.0,-7.0,0.0,-108.0,True,256.0,20.0,48076.0,457.0,212.0,43344.0,424.0,172.0
77,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_77.txt,0.0,-24.0,0.0,-24.0,0.0,-120.0,0.0,-120.0,0.0,-24.0,0.0,-144.0,True,256.0,29.0,63700.0,524.0,232.0,57120.0,479.0,224.0
78,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_78.txt,0.0,-132.0,0.0,-132.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,-63.0,False,256.0,18.0,42960.0,440.0,201.0,32606.0,393.0,119.0
79,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_79.txt,0.0,-69.0,0.0,-69.0,0.0,-208.0,0.0,-208.0,0.0,-69.0,0.0,-277.0,True,256.0,28.0,73432.0,562.0,268.0,73432.0,542.0,268.0
80,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_80.txt,0.0,-124.0,0.0,-124.0,0.0,-151.0,0.0,-151.0,0.0,-124.0,0.0,-275.0,True,256.0,34.0,69966.0,533.0,250.0,69966.0,533.0,234.0
81,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_81.txt,0.0,-7.0,0.0,-7.0,0.0,-122.0,0.0,-122.0,0.0,-7.0,0.0,-129.0,True,256.0,31.0,37674.0,412.0,186.0,30720.0,376.0,120.0
82,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_82.txt,0.0,-162.0,0.0,-162.0,0.0,-95.0,0.0,-95.0,0.0,-95.0,0.0,-257.0,True,256.0,23.0,82830.0,581.0,279.0,82830.0,581.0,251.0
83,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_83.txt,0.0,-35.0,0.0,-35.0,0.0,-188.0,0.0,-188.0,0.0,-35.0,0.0,-223.0,True,256.0,42.0,65190.0,523.0,246.0,52268.0,471.0,179.0
84,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_84.txt,0.0,-36.0,0.0,-36.0,0.0,-265.0,0.0,-265.0,0.0,-36.0,0.0,-301.0,True,256.0,48.0,67782.0,523.0,249.0,54696.0,490.0,172.0
85,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_85.txt,89.0,89.0,89.0,89.0,0.0,-49.0,0.0,-49.0,89.0,89.0,89.0,40.0,False,256.0,27.0,60742.0,508.0,242.0,28756.0,340.0,158.0
86,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_86.txt,40.0,40.0,40.0,40.0,0.0,-190.0,0.0,-190.0,40.0,40.0,40.0,-150.0,False,256.0,27.0,103040.0,643.0,320.0,86701.0,590.0,277.0
87,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_87.txt,0.0,-175.0,0.0,-175.0,0.0,-164.0,0.0,-164.0,0.0,-164.0,0.0,-339.0,True,256.0,32.0,93130.0,613.0,289.0,93130.0,613.0,278.0
88,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_88.txt,0.0,-155.0,0.0,-155.0,0.0,-54.0,0.0,-54.0,0.0,-54.0,0.0,-209.0,True,256.0,39.0,72574.0,539.0,262.0,56648.0,486.0,194.0
89,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_89.txt,0.0,-24.0,0.0,-24.0,0.0,-140.0,0.0,-140.0,0.0,-24.0,0.0,-164.0,True,256.0,20.0,72280.0,548.0,260.0,72280.0,538.0,260.0
90,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_90.txt,0.0,-41.0,0.0,-41.0,0.0,-166.0,0.0,-166.0,0.0,-41.0,0.0,-207.0,True,256.0,32.0,51824.0,526.0,214.0,49200.0,478.0,150.0
91,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_91.txt,0.0,-125.0,0.0,-125.0,0.0,-77.0,0.0,-77.0,0.0,-77.0,0.0,-202.0,True,256.0,25.0,74730.0,547.0,265.0,74730.0,547.0,265.0
92,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_92.txt,0.0,-27.0,0.0,-27.0,0.0,-171.0,0.0,-171.0,0.0,-27.0,0.0,-198.0,True,256.0,26.0,47520.0,438.0,205.0,47355.0,436.0,205.0
93,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_93.txt,47.0,47.0,47.0,47.0,0.0,-371.0,0.0,-371.0,47.0,47.0,47.0,-324.0,False,256.0,32.0,64790.0,539.0,223.0,44238.0,539.0,101.0
94,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_94.txt,0.0,-73.0,0.0,-73.0,0.0,-198.0,0.0,-198.0,0.0,-73.0,0.0,-271.0,True,256.0,40.0,35862.0,442.0,150.0,35624.0,414.0,122.0
95,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_95.txt,0.0,-29.0,0.0,-29.0,0.0,-126.0,0.0,-126.0,0.0,-29.0,0.0,-155.0,True,256.0,19.0,62491.0,511.0,247.0,57113.0,486.0,199.0
96,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_96.txt,0.0,-90.0,0.0,-90.0,0.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,-118.0,True,256.0,24.0,49059.0,450.0,219.0,45695.0,432.0,185.0
97,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_97.txt,0.0,-83.0,0.0,-83.0,0.0,-191.0,0.0,-191.0,0.0,-83.0,0.0,-274.0,True,256.0,38.0,57060.0,499.0,211.0,52325.0,486.0,161.0
98,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_98.txt,0.0,-185.0,0.0,-185.0,0.0,-94.0,0.0,-94.0,0.0,-94.0,0.0,-279.0,True,256.0,21.0,94526.0,620.0,302.0,93184.0,620.0,256.0
99,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_99.txt,0.0,-54.0,0.0,-54.0,0.0,-81.0,0.0,-81.0,0.0,-54.0,0.0,-135.0,True,256.0,37.0,49887.0,448.0,209.0,34821.0,378.0,159.0
100,uniform,outputs/agents_2/items_8/gpt4o/zero_shot0/output_100.txt,0.0,-176.0,0.0,-176.0,0.0,-134.0,0.0,-134.0,0.0,-134.0,0.0,-310.0,True,256.0,44.0,56640.0,501.0,208.0,55216.0,475.0,203.0
