Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
17,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_17.txt,0.0,-81.0,0.0,-243.0,65.0,65.0,65.0,-91.0,43.0,43.0,43.0,-43.0,65.0,65.0,108.0,-377.0,False,81.0,0.0,625086.0,295.0,77.0,317196.0,295.0,18.0
18,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_18.txt,66.0,66.0,93.0,93.0,23.0,23.0,23.0,-109.0,0.0,-83.0,0.0,-234.0,66.0,66.0,116.0,-250.0,False,81.0,1.0,466716.0,277.0,66.0,286672.0,275.0,19.0
19,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_19.txt,0.0,-66.0,0.0,-141.0,7.0,7.0,7.0,2.0,0.0,-41.0,0.0,-134.0,7.0,7.0,7.0,-273.0,False,81.0,0.0,456960.0,244.0,68.0,456960.0,244.0,56.0
20,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_20.txt,0.0,-70.0,0.0,-149.0,0.0,-52.0,0.0,-126.0,44.0,44.0,44.0,19.0,44.0,44.0,44.0,-256.0,False,81.0,0.0,723168.0,290.0,73.0,723168.0,287.0,62.0
21,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_21.txt,30.0,30.0,39.0,39.0,48.0,48.0,48.0,4.0,0.0,-49.0,0.0,-120.0,48.0,48.0,87.0,-77.0,False,81.0,0.0,857538.0,341.0,71.0,275264.0,247.0,23.0
22,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_22.txt,0.0,-12.0,0.0,-136.0,0.0,-38.0,0.0,-125.0,9.0,9.0,9.0,-23.0,9.0,9.0,9.0,-284.0,False,81.0,0.0,1018656.0,319.0,81.0,996960.0,318.0,67.0
23,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_23.txt,68.0,68.0,68.0,7.0,0.0,-153.0,0.0,-326.0,61.0,61.0,61.0,-56.0,68.0,68.0,129.0,-375.0,False,81.0,0.0,772038.0,326.0,75.0,0.0,326.0,0.0
24,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_24.txt,66.0,66.0,87.0,87.0,51.0,51.0,51.0,-45.0,0.0,-92.0,0.0,-199.0,66.0,66.0,138.0,-157.0,False,81.0,0.0,859560.0,324.0,86.0,446880.0,291.0,28.0
25,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_25.txt,0.0,-38.0,0.0,-89.0,0.0,-77.0,0.0,-180.0,0.0,-54.0,0.0,-209.0,0.0,-38.0,0.0,-478.0,True,81.0,2.0,1419870.0,348.0,94.0,1419870.0,348.0,94.0
26,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_26.txt,0.0,-12.0,0.0,-136.0,5.0,5.0,5.0,-24.0,0.0,-61.0,0.0,-177.0,5.0,5.0,5.0,-337.0,False,81.0,0.0,562115.0,317.0,61.0,513760.0,296.0,32.0
27,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_27.txt,0.0,-20.0,0.0,-114.0,40.0,40.0,70.0,70.0,44.0,44.0,44.0,14.0,44.0,44.0,114.0,-30.0,False,81.0,0.0,488400.0,266.0,74.0,249116.0,211.0,31.0
28,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_28.txt,0.0,-11.0,0.0,-56.0,0.0,-42.0,0.0,-135.0,22.0,22.0,22.0,-90.0,22.0,22.0,22.0,-281.0,False,81.0,0.0,300105.0,287.0,49.0,300105.0,239.0,27.0
29,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_29.txt,32.0,32.0,32.0,24.0,0.0,-6.0,0.0,-57.0,0.0,-4.0,0.0,-16.0,32.0,32.0,32.0,-49.0,False,81.0,0.0,558943.0,273.0,66.0,301320.0,210.0,45.0
30,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_30.txt,0.0,-18.0,0.0,-78.0,0.0,-44.0,0.0,-116.0,0.0,-22.0,0.0,-54.0,0.0,-18.0,0.0,-248.0,True,81.0,1.0,687960.0,271.0,65.0,687960.0,271.0,65.0
31,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_31.txt,0.0,-90.0,0.0,-243.0,77.0,77.0,77.0,75.0,38.0,38.0,38.0,-70.0,77.0,77.0,115.0,-238.0,False,81.0,1.0,391140.0,243.0,53.0,0.0,243.0,0.0
32,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_32.txt,16.0,16.0,16.0,-7.0,0.0,-39.0,0.0,-85.0,0.0,-6.0,0.0,-68.0,16.0,16.0,16.0,-160.0,False,81.0,0.0,794124.0,291.0,81.0,794124.0,281.0,81.0
33,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_33.txt,0.0,-58.0,0.0,-131.0,51.0,51.0,51.0,49.0,0.0,-9.0,0.0,-104.0,51.0,51.0,51.0,-186.0,False,81.0,0.0,455184.0,276.0,58.0,455184.0,244.0,48.0
34,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_34.txt,93.0,93.0,93.0,28.0,0.0,-43.0,0.0,-178.0,0.0,-28.0,0.0,-166.0,93.0,93.0,93.0,-316.0,False,81.0,0.0,1551825.0,363.0,95.0,1468320.0,363.0,84.0
35,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_35.txt,0.0,-29.0,0.0,-72.0,0.0,-57.0,0.0,-234.0,0.0,-2.0,0.0,-115.0,0.0,-2.0,0.0,-421.0,True,81.0,2.0,821826.0,316.0,72.0,821826.0,316.0,57.0
36,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_36.txt,0.0,0.0,0.0,-116.0,0.0,-26.0,0.0,-140.0,17.0,17.0,17.0,-3.0,17.0,17.0,17.0,-259.0,False,81.0,0.0,1162512.0,334.0,84.0,1082952.0,334.0,78.0
37,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_37.txt,51.0,51.0,51.0,33.0,0.0,-7.0,0.0,-158.0,0.0,-41.0,0.0,-174.0,51.0,51.0,51.0,-299.0,False,81.0,0.0,872100.0,320.0,75.0,853740.0,304.0,68.0
38,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_38.txt,0.0,-82.0,0.0,-350.0,38.0,38.0,38.0,-204.0,165.0,165.0,240.0,240.0,165.0,165.0,278.0,-314.0,False,81.0,0.0,1156528.0,350.0,82.0,0.0,350.0,0.0
39,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_39.txt,121.0,121.0,121.0,92.0,0.0,-90.0,0.0,-326.0,16.0,16.0,16.0,-202.0,121.0,121.0,137.0,-436.0,False,81.0,1.0,1023390.0,326.0,83.0,0.0,326.0,0.0
40,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_40.txt,0.0,-67.0,0.0,-214.0,0.0,-65.0,0.0,-178.0,0.0,-52.0,0.0,-133.0,0.0,-52.0,0.0,-525.0,True,81.0,3.0,1058250.0,318.0,84.0,1058250.0,318.0,83.0
41,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_41.txt,23.0,23.0,23.0,-43.0,60.0,60.0,60.0,44.0,0.0,-69.0,0.0,-144.0,60.0,60.0,83.0,-143.0,False,81.0,0.0,657888.0,311.0,79.0,335610.0,242.0,30.0
42,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_42.txt,0.0,-18.0,0.0,-157.0,35.0,35.0,35.0,-20.0,0.0,-10.0,0.0,-107.0,35.0,35.0,35.0,-284.0,False,81.0,0.0,1399320.0,351.0,92.0,1399320.0,351.0,90.0
43,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_43.txt,0.0,-76.0,0.0,-202.0,0.0,0.0,0.0,-44.0,0.0,-67.0,0.0,-195.0,0.0,0.0,0.0,-441.0,True,81.0,3.0,941601.0,303.0,83.0,941601.0,303.0,79.0
44,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_44.txt,52.0,52.0,52.0,15.0,4.0,4.0,4.0,-36.0,0.0,-49.0,0.0,-113.0,52.0,52.0,56.0,-134.0,False,81.0,0.0,286552.0,249.0,49.0,194480.0,204.0,26.0
45,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_45.txt,67.0,67.0,67.0,-38.0,142.0,142.0,142.0,133.0,0.0,-78.0,0.0,-253.0,142.0,142.0,209.0,-158.0,False,81.0,0.0,475410.0,253.0,68.0,0.0,253.0,0.0
46,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_46.txt,0.0,-60.0,0.0,-135.0,0.0,-34.0,0.0,-77.0,0.0,-10.0,0.0,-63.0,0.0,-10.0,0.0,-275.0,True,81.0,1.0,1237720.0,330.0,88.0,1237720.0,330.0,88.0
47,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_47.txt,0.0,-7.0,0.0,-57.0,0.0,-16.0,0.0,-136.0,17.0,17.0,28.0,28.0,17.0,17.0,28.0,-165.0,False,81.0,0.0,1186515.0,325.0,89.0,1186515.0,325.0,85.0
48,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_48.txt,73.0,73.0,109.0,109.0,0.0,-24.0,0.0,-128.0,0.0,-42.0,0.0,-212.0,73.0,73.0,109.0,-231.0,False,81.0,0.0,655776.0,309.0,81.0,453435.0,285.0,43.0
49,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_49.txt,0.0,-75.0,0.0,-267.0,86.0,86.0,143.0,143.0,53.0,53.0,53.0,-107.0,86.0,86.0,196.0,-231.0,False,81.0,1.0,390716.0,267.0,53.0,0.0,267.0,0.0
50,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_50.txt,27.0,27.0,27.0,-14.0,57.0,57.0,57.0,11.0,0.0,-185.0,0.0,-374.0,57.0,57.0,84.0,-377.0,False,81.0,0.0,611226.0,374.0,57.0,0.0,374.0,0.0
51,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_51.txt,99.0,99.0,102.0,102.0,95.0,95.0,95.0,34.0,0.0,-125.0,0.0,-260.0,99.0,99.0,197.0,-124.0,False,81.0,0.0,658854.0,265.0,81.0,0.0,260.0,0.0
52,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_52.txt,0.0,-73.0,0.0,-207.0,8.0,8.0,8.0,-4.0,15.0,15.0,15.0,-127.0,15.0,15.0,23.0,-338.0,False,81.0,0.0,1157760.0,324.0,90.0,1044480.0,324.0,68.0
53,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_53.txt,36.0,36.0,36.0,25.0,0.0,-18.0,0.0,-110.0,0.0,-72.0,0.0,-146.0,36.0,36.0,36.0,-231.0,False,81.0,0.0,693880.0,313.0,71.0,693880.0,290.0,55.0
54,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_54.txt,0.0,-34.0,0.0,-83.0,0.0,-17.0,0.0,-70.0,0.0,-7.0,0.0,-113.0,0.0,-7.0,0.0,-266.0,True,81.0,2.0,738048.0,299.0,66.0,738048.0,282.0,62.0
55,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_55.txt,10.0,10.0,10.0,-134.0,43.0,43.0,85.0,85.0,0.0,-53.0,0.0,-219.0,43.0,43.0,95.0,-268.0,False,81.0,1.0,1008504.0,311.0,84.0,664320.0,297.0,60.0
56,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_56.txt,0.0,-19.0,0.0,-50.0,0.0,-22.0,0.0,-72.0,0.0,-45.0,0.0,-140.0,0.0,-19.0,0.0,-262.0,True,81.0,2.0,458816.0,238.0,67.0,458816.0,238.0,64.0
57,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_57.txt,0.0,-39.0,0.0,-142.0,0.0,-12.0,0.0,-93.0,0.0,-3.0,0.0,-21.0,0.0,-3.0,0.0,-256.0,True,81.0,1.0,1305304.0,352.0,88.0,851840.0,286.0,88.0
58,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_58.txt,0.0,-15.0,0.0,-91.0,25.0,25.0,34.0,34.0,11.0,11.0,11.0,-46.0,25.0,25.0,45.0,-103.0,False,81.0,1.0,408365.0,235.0,67.0,408365.0,235.0,53.0
59,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_59.txt,0.0,-75.0,0.0,-242.0,33.0,33.0,33.0,23.0,0.0,-5.0,0.0,-98.0,33.0,33.0,33.0,-317.0,False,81.0,1.0,702620.0,304.0,86.0,572760.0,303.0,37.0
60,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_60.txt,47.0,47.0,72.0,72.0,0.0,-11.0,0.0,-101.0,0.0,-76.0,0.0,-195.0,47.0,47.0,72.0,-224.0,False,81.0,0.0,836163.0,286.0,81.0,644436.0,286.0,52.0
61,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_61.txt,0.0,-8.0,0.0,-140.0,0.0,-52.0,0.0,-214.0,42.0,42.0,54.0,54.0,42.0,42.0,54.0,-300.0,False,81.0,0.0,929290.0,309.0,73.0,855195.0,309.0,71.0
62,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_62.txt,0.0,-64.0,0.0,-150.0,7.0,7.0,7.0,-18.0,0.0,-85.0,0.0,-195.0,7.0,7.0,7.0,-363.0,False,81.0,0.0,1428800.0,349.0,94.0,1428800.0,349.0,94.0
63,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_63.txt,0.0,0.0,0.0,-21.0,0.0,-73.0,0.0,-162.0,0.0,-38.0,0.0,-154.0,0.0,0.0,0.0,-337.0,True,81.0,2.0,1040256.0,314.0,86.0,1040256.0,314.0,84.0
64,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_64.txt,49.0,49.0,84.0,84.0,1.0,1.0,1.0,-181.0,16.0,16.0,16.0,-74.0,49.0,49.0,101.0,-171.0,False,81.0,1.0,1388662.0,363.0,94.0,918918.0,328.0,63.0
65,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_65.txt,0.0,-35.0,0.0,-73.0,37.0,37.0,37.0,-13.0,0.0,-5.0,0.0,-65.0,37.0,37.0,37.0,-151.0,False,81.0,0.0,551460.0,259.0,63.0,518130.0,250.0,54.0
66,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_66.txt,19.0,19.0,19.0,-2.0,0.0,-78.0,0.0,-167.0,0.0,-6.0,0.0,-86.0,19.0,19.0,19.0,-255.0,False,81.0,0.0,700900.0,299.0,64.0,633600.0,277.0,50.0
67,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_67.txt,3.0,3.0,3.0,-5.0,0.0,-20.0,0.0,-107.0,6.0,6.0,6.0,-54.0,6.0,6.0,9.0,-166.0,False,81.0,0.0,1069040.0,337.0,83.0,978570.0,304.0,83.0
68,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_68.txt,0.0,-18.0,0.0,-191.0,120.0,120.0,201.0,201.0,43.0,43.0,43.0,-77.0,120.0,120.0,244.0,-67.0,False,81.0,0.0,1181040.0,331.0,88.0,516426.0,300.0,34.0
69,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_69.txt,0.0,-17.0,0.0,-45.0,0.0,-61.0,0.0,-170.0,0.0,-53.0,0.0,-180.0,0.0,-17.0,0.0,-395.0,True,81.0,2.0,1414260.0,349.0,97.0,1414260.0,349.0,90.0
70,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_70.txt,5.0,5.0,5.0,-29.0,2.0,2.0,2.0,-102.0,0.0,-53.0,0.0,-207.0,5.0,5.0,7.0,-338.0,False,81.0,0.0,1040688.0,323.0,80.0,1040688.0,323.0,73.0
71,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_71.txt,23.0,23.0,23.0,-180.0,0.0,-36.0,0.0,-261.0,150.0,150.0,192.0,192.0,150.0,150.0,215.0,-249.0,False,81.0,0.0,379764.0,261.0,51.0,0.0,261.0,0.0
72,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_72.txt,49.0,49.0,49.0,-93.0,0.0,-92.0,0.0,-272.0,42.0,42.0,42.0,36.0,49.0,49.0,91.0,-329.0,False,81.0,0.0,263424.0,272.0,53.0,0.0,272.0,0.0
73,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_73.txt,28.0,28.0,28.0,-71.0,0.0,-33.0,0.0,-131.0,14.0,14.0,14.0,-1.0,28.0,28.0,42.0,-203.0,False,81.0,0.0,651890.0,283.0,73.0,546750.0,276.0,45.0
74,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_74.txt,19.0,19.0,19.0,-149.0,91.0,91.0,91.0,-23.0,0.0,-124.0,0.0,-309.0,91.0,91.0,110.0,-481.0,False,81.0,1.0,794592.0,309.0,84.0,0.0,309.0,0.0
75,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_75.txt,0.0,-37.0,0.0,-140.0,0.0,-2.0,0.0,-88.0,37.0,37.0,43.0,43.0,37.0,37.0,43.0,-185.0,False,81.0,0.0,919320.0,317.0,93.0,919320.0,317.0,60.0
76,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_76.txt,30.0,30.0,30.0,25.0,0.0,-29.0,0.0,-170.0,0.0,-39.0,0.0,-167.0,30.0,30.0,30.0,-312.0,False,81.0,0.0,1025120.0,315.0,80.0,1025120.0,315.0,80.0
77,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_77.txt,0.0,-54.0,0.0,-216.0,0.0,-18.0,0.0,-162.0,0.0,-53.0,0.0,-122.0,0.0,-18.0,0.0,-500.0,True,81.0,1.0,1505790.0,375.0,96.0,1505790.0,372.0,78.0
78,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_78.txt,59.0,59.0,59.0,-20.0,0.0,-71.0,0.0,-187.0,47.0,47.0,50.0,50.0,59.0,59.0,109.0,-157.0,False,81.0,1.0,233120.0,202.0,53.0,0.0,187.0,0.0
79,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_79.txt,0.0,-44.0,0.0,-91.0,0.0,-31.0,0.0,-73.0,0.0,-44.0,0.0,-98.0,0.0,-31.0,0.0,-262.0,True,81.0,1.0,1102987.0,317.0,91.0,1059240.0,308.0,91.0
80,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_80.txt,51.0,51.0,89.0,89.0,0.0,-29.0,0.0,-178.0,0.0,-48.0,0.0,-198.0,51.0,51.0,89.0,-287.0,False,81.0,0.0,353646.0,260.0,49.0,315462.0,260.0,37.0
81,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_81.txt,4.0,4.0,5.0,5.0,34.0,34.0,34.0,-60.0,0.0,-3.0,0.0,-105.0,34.0,34.0,39.0,-160.0,False,81.0,1.0,299390.0,211.0,47.0,74100.0,177.0,13.0
82,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_82.txt,0.0,-86.0,0.0,-178.0,0.0,-23.0,0.0,-66.0,0.0,-63.0,0.0,-197.0,0.0,-23.0,0.0,-441.0,True,81.0,2.0,841984.0,299.0,67.0,841984.0,299.0,64.0
83,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_83.txt,67.0,67.0,119.0,119.0,0.0,-44.0,0.0,-191.0,3.0,3.0,3.0,-120.0,67.0,67.0,122.0,-192.0,False,81.0,0.0,494760.0,288.0,62.0,223200.0,266.0,20.0
84,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_84.txt,0.0,-9.0,0.0,-166.0,3.0,3.0,3.0,-37.0,0.0,-79.0,0.0,-166.0,3.0,3.0,3.0,-369.0,False,81.0,0.0,1254960.0,340.0,86.0,1254960.0,340.0,84.0
85,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_85.txt,0.0,-9.0,0.0,-60.0,0.0,-3.0,0.0,-144.0,0.0,-19.0,0.0,-174.0,0.0,-3.0,0.0,-378.0,True,81.0,1.0,657720.0,323.0,64.0,657720.0,303.0,45.0
86,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_86.txt,0.0,-31.0,0.0,-174.0,0.0,-13.0,0.0,-134.0,66.0,66.0,66.0,29.0,66.0,66.0,66.0,-279.0,False,81.0,0.0,781086.0,295.0,68.0,728960.0,295.0,67.0
87,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_87.txt,34.0,34.0,37.0,37.0,0.0,-36.0,0.0,-88.0,0.0,-9.0,0.0,-34.0,34.0,34.0,37.0,-85.0,False,81.0,0.0,607600.0,297.0,73.0,484120.0,245.0,52.0
88,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_88.txt,8.0,8.0,8.0,-74.0,42.0,42.0,42.0,-15.0,0.0,-121.0,0.0,-270.0,42.0,42.0,50.0,-359.0,False,81.0,3.0,398208.0,276.0,39.0,0.0,270.0,0.0
89,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_89.txt,47.0,47.0,47.0,42.0,0.0,-42.0,0.0,-142.0,0.0,-5.0,0.0,-165.0,47.0,47.0,47.0,-265.0,False,81.0,0.0,818290.0,333.0,86.0,803880.0,313.0,55.0
90,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_90.txt,0.0,-67.0,0.0,-238.0,0.0,-31.0,0.0,-150.0,56.0,56.0,97.0,97.0,56.0,56.0,97.0,-291.0,False,81.0,3.0,854145.0,292.0,81.0,521478.0,292.0,37.0
91,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_91.txt,14.0,14.0,14.0,-25.0,22.0,22.0,22.0,-93.0,0.0,-34.0,0.0,-149.0,22.0,22.0,36.0,-267.0,False,81.0,1.0,870144.0,287.0,88.0,732096.0,281.0,62.0
92,uniform,outputs/agents_3/items_4/gpt4o/zero_shot1/output_92.txt,0.0,-23.0,0.0,-123.0,48.0,48.0,48.0,39.0,0.0,-73.0,0.0,-166.0,48.0,48.0,48.0,-250.0,False,81.0,0.0,1018656.0,315.0,81.0,959040.0,315.0,74.0
