Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
67,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_67.txt,11.0,11.0,11.0,11.0,0.0,-112.0,0.0,-112.0,11.0,11.0,11.0,-101.0,False,256.0,23.0,59449.0,494.0,238.0,48546.0,453.0,174.0
68,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_68.txt,0.0,-68.0,0.0,-68.0,0.0,-78.0,0.0,-78.0,0.0,-68.0,0.0,-146.0,True,256.0,26.0,86336.0,598.0,284.0,77562.0,557.0,278.0
69,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_69.txt,0.0,-110.0,0.0,-110.0,0.0,-166.0,0.0,-166.0,0.0,-110.0,0.0,-276.0,True,256.0,35.0,78319.0,560.0,271.0,78319.0,560.0,271.0
70,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_70.txt,0.0,-148.0,0.0,-148.0,0.0,-71.0,0.0,-71.0,0.0,-71.0,0.0,-219.0,True,256.0,37.0,56097.0,484.0,232.0,49665.0,446.0,215.0
71,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_71.txt,0.0,-26.0,0.0,-26.0,0.0,-97.0,0.0,-97.0,0.0,-26.0,0.0,-123.0,True,256.0,24.0,42460.0,425.0,201.0,36542.0,393.0,151.0
72,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_72.txt,0.0,-239.0,0.0,-239.0,0.0,-29.0,0.0,-29.0,0.0,-29.0,0.0,-268.0,True,256.0,34.0,85504.0,601.0,261.0,75327.0,568.0,211.0
73,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_73.txt,0.0,-64.0,0.0,-64.0,0.0,-50.0,0.0,-50.0,0.0,-50.0,0.0,-114.0,True,256.0,37.0,47628.0,464.0,188.0,35420.0,393.0,140.0
74,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_74.txt,2.0,2.0,2.0,2.0,0.0,-95.0,0.0,-95.0,2.0,2.0,2.0,-93.0,False,256.0,26.0,57054.0,499.0,225.0,44608.0,436.0,164.0
75,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_75.txt,0.0,-78.0,0.0,-78.0,0.0,-145.0,0.0,-145.0,0.0,-78.0,0.0,-223.0,True,256.0,23.0,89908.0,604.0,292.0,87600.0,592.0,292.0
76,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_76.txt,0.0,-211.0,0.0,-211.0,0.0,-62.0,0.0,-62.0,0.0,-62.0,0.0,-273.0,True,256.0,36.0,59696.0,510.0,223.0,59696.0,510.0,182.0
77,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_77.txt,0.0,-14.0,0.0,-14.0,0.0,-144.0,0.0,-144.0,0.0,-14.0,0.0,-158.0,True,256.0,31.0,48461.0,462.0,181.0,39324.0,400.0,174.0
78,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_78.txt,0.0,-57.0,0.0,-57.0,0.0,-57.0,0.0,-57.0,0.0,-57.0,0.0,-114.0,True,256.0,15.0,85173.0,586.0,278.0,79200.0,563.0,275.0
79,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_79.txt,0.0,-168.0,0.0,-168.0,0.0,-95.0,0.0,-95.0,0.0,-95.0,0.0,-263.0,True,256.0,30.0,65224.0,511.0,248.0,65224.0,511.0,248.0
80,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_80.txt,0.0,-21.0,0.0,-21.0,0.0,-320.0,0.0,-320.0,0.0,-21.0,0.0,-341.0,True,256.0,41.0,61408.0,531.0,238.0,56918.0,531.0,149.0
81,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_81.txt,0.0,-216.0,0.0,-216.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,-162.0,False,256.0,20.0,56400.0,482.0,235.0,55581.0,482.0,191.0
82,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_82.txt,220.0,220.0,220.0,220.0,0.0,-307.0,0.0,-307.0,220.0,220.0,220.0,-87.0,False,256.0,23.0,49855.0,487.0,214.0,14554.0,421.0,38.0
83,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_83.txt,0.0,-155.0,0.0,-155.0,0.0,-31.0,0.0,-31.0,0.0,-31.0,0.0,-186.0,True,256.0,21.0,82944.0,594.0,288.0,74898.0,561.0,219.0
84,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_84.txt,0.0,-16.0,0.0,-16.0,0.0,-186.0,0.0,-186.0,0.0,-16.0,0.0,-202.0,True,256.0,36.0,60085.0,510.0,224.0,51744.0,455.0,224.0
85,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_85.txt,0.0,-99.0,0.0,-99.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,-51.0,False,256.0,31.0,71832.0,558.0,260.0,49665.0,446.0,215.0
86,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_86.txt,0.0,-173.0,0.0,-173.0,0.0,-48.0,0.0,-48.0,0.0,-48.0,0.0,-221.0,True,256.0,27.0,51300.0,460.0,215.0,51300.0,460.0,190.0
87,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_87.txt,0.0,-100.0,0.0,-100.0,0.0,-134.0,0.0,-134.0,0.0,-100.0,0.0,-234.0,True,256.0,32.0,77184.0,562.0,268.0,68388.0,524.0,246.0
88,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_88.txt,0.0,-197.0,0.0,-197.0,0.0,-79.0,0.0,-79.0,0.0,-79.0,0.0,-276.0,True,256.0,30.0,97825.0,626.0,301.0,97825.0,626.0,301.0
89,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_89.txt,0.0,-138.0,0.0,-138.0,0.0,-70.0,0.0,-70.0,0.0,-70.0,0.0,-208.0,True,256.0,47.0,46706.0,477.0,199.0,45108.0,431.0,179.0
90,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_90.txt,0.0,-86.0,0.0,-86.0,0.0,-155.0,0.0,-155.0,0.0,-86.0,0.0,-241.0,True,256.0,36.0,75951.0,554.0,261.0,74046.0,545.0,258.0
91,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_91.txt,0.0,-110.0,0.0,-110.0,0.0,-154.0,0.0,-154.0,0.0,-110.0,0.0,-264.0,True,256.0,28.0,84197.0,583.0,275.0,84197.0,582.0,269.0
92,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_92.txt,131.0,131.0,131.0,131.0,0.0,-224.0,0.0,-224.0,131.0,131.0,131.0,-93.0,False,256.0,11.0,75624.0,579.0,274.0,60140.0,543.0,155.0
93,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_93.txt,0.0,-91.0,0.0,-91.0,0.0,-132.0,0.0,-132.0,0.0,-91.0,0.0,-223.0,True,256.0,28.0,73920.0,554.0,256.0,69325.0,530.0,235.0
94,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_94.txt,0.0,-193.0,0.0,-193.0,0.0,-97.0,0.0,-97.0,0.0,-97.0,0.0,-290.0,True,256.0,31.0,86020.0,619.0,266.0,86020.0,604.0,230.0
95,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_95.txt,88.0,88.0,88.0,88.0,0.0,-172.0,0.0,-172.0,88.0,88.0,88.0,-84.0,False,256.0,32.0,62436.0,510.0,242.0,45300.0,451.0,151.0
96,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_96.txt,0.0,-33.0,0.0,-33.0,0.0,-203.0,0.0,-203.0,0.0,-33.0,0.0,-236.0,True,256.0,26.0,75799.0,560.0,260.0,74000.0,546.0,250.0
97,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_97.txt,0.0,-216.0,0.0,-216.0,0.0,-55.0,0.0,-55.0,0.0,-55.0,0.0,-271.0,True,256.0,26.0,70380.0,547.0,255.0,69690.0,547.0,202.0
98,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_98.txt,15.0,15.0,15.0,15.0,0.0,-133.0,0.0,-133.0,15.0,15.0,15.0,-118.0,False,256.0,26.0,93536.0,612.0,296.0,65391.0,520.0,213.0
99,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_99.txt,43.0,43.0,43.0,43.0,0.0,-75.0,0.0,-75.0,43.0,43.0,43.0,-32.0,False,256.0,25.0,63240.0,529.0,244.0,39744.0,399.0,192.0
100,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_100.txt,0.0,-138.0,0.0,-138.0,0.0,-118.0,0.0,-118.0,0.0,-118.0,0.0,-256.0,True,256.0,43.0,61101.0,500.0,229.0,54102.0,467.0,213.0
101,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_101.txt,0.0,-77.0,0.0,-77.0,0.0,-105.0,0.0,-105.0,0.0,-77.0,0.0,-182.0,True,256.0,32.0,36335.0,417.0,181.0,36261.0,390.0,153.0
102,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_102.txt,0.0,-176.0,0.0,-176.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,-78.0,False,256.0,22.0,44748.0,528.0,172.0,16896.0,400.0,48.0
103,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_103.txt,0.0,-11.0,0.0,-11.0,0.0,-159.0,0.0,-159.0,0.0,-11.0,0.0,-170.0,True,256.0,16.0,77441.0,563.0,260.0,77441.0,558.0,259.0
104,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_104.txt,0.0,-123.0,0.0,-123.0,0.0,-165.0,0.0,-165.0,0.0,-123.0,0.0,-288.0,True,256.0,28.0,85840.0,587.0,290.0,85840.0,586.0,290.0
105,uniform,outputs/agents_2/items_8/gpt4o/persona_based0/output_105.txt,0.0,-166.0,0.0,-166.0,0.0,-115.0,0.0,-115.0,0.0,-115.0,0.0,-281.0,True,256.0,34.0,70834.0,546.0,243.0,68109.0,530.0,219.0
