Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_11.txt,30.0,30.0,30.0,-222.0,99.0,99.0,254.0,254.0,67.0,67.0,67.0,-207.0,17.0,17.0,17.0,-221.0,26.0,26.0,26.0,-251.0,4.0,4.0,4.0,-343.0,99.0,99.0,398.0,-990.0,False,279936.0,0.0,906013449600.0,626.0,85.0,156329157600.0,540.0,18.0
12,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_12.txt,43.0,43.0,112.0,112.0,0.0,-20.0,0.0,-319.0,0.0,-3.0,0.0,-300.0,7.0,7.0,7.0,-236.0,13.0,13.0,13.0,-206.0,0.0,-28.0,0.0,-339.0,43.0,43.0,132.0,-1288.0,False,279936.0,0.0,879955876800.0,649.0,85.0,590251662000.0,589.0,65.0
13,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_13.txt,0.0,-12.0,0.0,-266.0,0.0,-11.0,0.0,-185.0,2.0,2.0,2.0,-337.0,0.0,-48.0,0.0,-403.0,0.0,-14.0,0.0,-288.0,64.0,64.0,78.0,42.0,64.0,64.0,80.0,-1437.0,False,279936.0,0.0,815209080840.0,623.0,80.0,815209080840.0,600.0,71.0
14,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_14.txt,70.0,70.0,120.0,-74.0,18.0,18.0,29.0,-393.0,0.0,0.0,0.0,-586.0,160.0,160.0,419.0,387.0,0.0,0.0,0.0,-586.0,58.0,58.0,69.0,-295.0,160.0,160.0,637.0,-1547.0,False,279936.0,0.0,680660269800.0,586.0,82.0,0.0,586.0,0.0
15,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_15.txt,102.0,102.0,166.0,57.0,85.0,85.0,191.0,90.0,21.0,21.0,35.0,-331.0,40.0,40.0,40.0,-338.0,0.0,-59.0,0.0,-593.0,12.0,12.0,12.0,-346.0,102.0,102.0,444.0,-1461.0,False,279936.0,0.0,637557600416.0,599.0,82.0,0.0,593.0,0.0
16,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_16.txt,6.0,6.0,6.0,-207.0,21.0,21.0,21.0,-199.0,2.0,2.0,2.0,-167.0,0.0,-36.0,0.0,-276.0,19.0,19.0,33.0,-81.0,0.0,-27.0,0.0,-237.0,21.0,21.0,62.0,-1167.0,False,279936.0,0.0,640476396000.0,591.0,75.0,382910040000.0,514.0,74.0
17,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_17.txt,101.0,101.0,218.0,207.0,75.0,75.0,78.0,-274.0,92.0,92.0,198.0,12.0,15.0,15.0,29.0,-318.0,0.0,-16.0,0.0,-515.0,18.0,18.0,18.0,-337.0,101.0,101.0,541.0,-1225.0,False,279936.0,0.0,381677892750.0,568.0,75.0,0.0,515.0,0.0
18,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_18.txt,0.0,-13.0,0.0,-284.0,0.0,-4.0,0.0,-197.0,7.0,7.0,7.0,-302.0,0.0,0.0,0.0,-160.0,0.0,-1.0,0.0,-240.0,31.0,31.0,88.0,61.0,31.0,31.0,95.0,-1122.0,False,279936.0,0.0,799503373152.0,630.0,89.0,738671594760.0,594.0,66.0
19,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_19.txt,0.0,-2.0,0.0,-143.0,45.0,45.0,64.0,-14.0,0.0,-12.0,0.0,-202.0,0.0,-13.0,0.0,-223.0,42.0,42.0,42.0,-164.0,0.0,-1.0,0.0,-171.0,45.0,45.0,106.0,-917.0,False,279936.0,0.0,563642489800.0,625.0,65.0,188095864320.0,467.0,52.0
20,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_20.txt,88.0,88.0,98.0,51.0,69.0,69.0,69.0,-65.0,62.0,62.0,62.0,-40.0,23.0,23.0,23.0,-222.0,9.0,9.0,9.0,-228.0,0.0,-76.0,0.0,-426.0,88.0,88.0,261.0,-930.0,False,279936.0,0.0,504962274960.0,578.0,76.0,0.0,426.0,0.0
21,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_21.txt,144.0,144.0,231.0,90.0,0.0,0.0,0.0,-566.0,70.0,70.0,133.0,-257.0,157.0,157.0,447.0,437.0,45.0,45.0,49.0,-415.0,0.0,0.0,0.0,-566.0,157.0,157.0,860.0,-1277.0,False,279936.0,0.0,478539122400.0,566.0,76.0,0.0,566.0,0.0
22,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_22.txt,0.0,-18.0,0.0,-350.0,0.0,-32.0,0.0,-286.0,14.0,14.0,14.0,-311.0,0.0,-21.0,0.0,-312.0,53.0,53.0,115.0,58.0,0.0,-15.0,0.0,-322.0,53.0,53.0,129.0,-1523.0,False,279936.0,0.0,1038423614340.0,630.0,86.0,761007338784.0,601.0,61.0
23,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_23.txt,44.0,44.0,64.0,-57.0,0.0,-3.0,0.0,-137.0,69.0,69.0,76.0,-5.0,0.0,0.0,0.0,-133.0,24.0,24.0,24.0,-84.0,0.0,-7.0,0.0,-124.0,69.0,69.0,164.0,-540.0,False,279936.0,0.0,1012471469520.0,623.0,84.0,93585899680.0,436.0,26.0
24,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_24.txt,62.0,62.0,70.0,-43.0,0.0,-6.0,0.0,-202.0,16.0,16.0,16.0,-226.0,48.0,48.0,148.0,141.0,13.0,13.0,21.0,-99.0,0.0,-28.0,0.0,-298.0,62.0,62.0,255.0,-727.0,False,279936.0,0.0,458838432000.0,561.0,72.0,120932352000.0,456.0,27.0
25,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_25.txt,247.0,247.0,580.0,381.0,252.0,252.0,544.0,393.0,88.0,88.0,229.0,-266.0,0.0,0.0,0.0,-612.0,0.0,0.0,0.0,-612.0,0.0,0.0,0.0,-612.0,252.0,252.0,1353.0,-1328.0,False,279936.0,0.0,1122011070444.0,636.0,85.0,0.0,612.0,0.0
26,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_26.txt,46.0,46.0,46.0,-167.0,14.0,14.0,32.0,-60.0,30.0,30.0,30.0,-285.0,0.0,-18.0,0.0,-339.0,0.0,-7.0,0.0,-238.0,40.0,40.0,96.0,29.0,46.0,46.0,204.0,-1060.0,False,279936.0,0.0,423785439000.0,546.0,71.0,236292487200.0,521.0,29.0
27,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_27.txt,0.0,-11.0,0.0,-252.0,23.0,23.0,23.0,-216.0,8.0,8.0,8.0,-173.0,0.0,-1.0,0.0,-232.0,0.0,-15.0,0.0,-355.0,0.0,-1.0,0.0,-249.0,23.0,23.0,31.0,-1477.0,False,279936.0,0.0,606495043440.0,597.0,78.0,467123976000.0,550.0,50.0
28,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_28.txt,103.0,103.0,309.0,211.0,0.0,0.0,0.0,-565.0,71.0,71.0,118.0,-246.0,132.0,132.0,170.0,-56.0,0.0,0.0,0.0,-565.0,46.0,46.0,68.0,-375.0,132.0,132.0,665.0,-1596.0,False,279936.0,0.0,462401365440.0,575.0,73.0,0.0,565.0,0.0
29,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_29.txt,100.0,100.0,151.0,97.0,112.0,112.0,208.0,117.0,0.0,-74.0,0.0,-573.0,46.0,46.0,46.0,-357.0,18.0,18.0,23.0,-142.0,50.0,50.0,50.0,-209.0,112.0,112.0,478.0,-1067.0,False,279936.0,0.0,863995432160.0,653.0,84.0,0.0,573.0,0.0
30,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_30.txt,44.0,44.0,92.0,28.0,4.0,4.0,4.0,-163.0,4.0,4.0,4.0,-199.0,0.0,-5.0,0.0,-257.0,0.0,-2.0,0.0,-217.0,0.0,-6.0,0.0,-256.0,44.0,44.0,100.0,-1064.0,False,279936.0,0.0,599917309992.0,599.0,72.0,547981289856.0,559.0,69.0
31,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_31.txt,96.0,96.0,215.0,98.0,106.0,106.0,106.0,-91.0,73.0,73.0,94.0,-128.0,79.0,79.0,92.0,-251.0,0.0,0.0,0.0,-499.0,0.0,0.0,0.0,-499.0,106.0,106.0,507.0,-1370.0,False,279936.0,0.0,396133771264.0,574.0,64.0,0.0,499.0,0.0
32,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_32.txt,15.0,15.0,15.0,-411.0,158.0,158.0,413.0,413.0,71.0,71.0,71.0,-287.0,30.0,30.0,51.0,-168.0,32.0,32.0,32.0,-281.0,0.0,-33.0,0.0,-553.0,158.0,158.0,582.0,-1287.0,False,279936.0,0.0,338493022560.0,569.0,71.0,0.0,553.0,0.0
33,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_33.txt,50.0,50.0,50.0,-182.0,43.0,43.0,73.0,-153.0,82.0,82.0,143.0,90.0,8.0,8.0,8.0,-212.0,10.0,10.0,10.0,-204.0,0.0,-1.0,0.0,-214.0,82.0,82.0,284.0,-875.0,False,279936.0,0.0,897606743040.0,657.0,80.0,221080172544.0,531.0,34.0
34,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_34.txt,44.0,44.0,81.0,-109.0,64.0,64.0,64.0,-183.0,31.0,31.0,31.0,-148.0,19.0,19.0,19.0,-97.0,0.0,-16.0,0.0,-205.0,0.0,-26.0,0.0,-206.0,64.0,64.0,195.0,-948.0,False,279936.0,0.0,409343220000.0,527.0,66.0,110458262250.0,443.0,35.0
35,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_35.txt,0.0,-17.0,0.0,-315.0,0.0,-12.0,0.0,-262.0,2.0,2.0,2.0,-203.0,3.0,3.0,3.0,-153.0,3.0,3.0,3.0,-137.0,69.0,69.0,223.0,223.0,69.0,69.0,231.0,-847.0,False,279936.0,0.0,656526366720.0,653.0,76.0,170726543232.0,495.0,23.0
36,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_36.txt,47.0,47.0,79.0,-15.0,0.0,-23.0,0.0,-272.0,0.0,-20.0,0.0,-256.0,5.0,5.0,5.0,-208.0,0.0,-25.0,0.0,-258.0,0.0,-22.0,0.0,-324.0,47.0,47.0,84.0,-1333.0,False,279936.0,0.0,655214465664.0,604.0,78.0,521681529600.0,554.0,68.0
37,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_37.txt,112.0,112.0,217.0,108.0,0.0,-83.0,0.0,-652.0,73.0,73.0,108.0,-15.0,36.0,36.0,36.0,-323.0,87.0,87.0,87.0,-297.0,81.0,81.0,81.0,-371.0,112.0,112.0,529.0,-1550.0,False,279936.0,0.0,1042821440694.0,652.0,84.0,0.0,652.0,0.0
38,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_38.txt,0.0,-10.0,0.0,-313.0,16.0,16.0,16.0,-167.0,0.0,-6.0,0.0,-176.0,0.0,-25.0,0.0,-237.0,31.0,31.0,32.0,-16.0,0.0,-3.0,0.0,-232.0,31.0,31.0,48.0,-1141.0,False,279936.0,0.0,693601073022.0,579.0,82.0,607707783900.0,560.0,74.0
39,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_39.txt,60.0,60.0,60.0,-40.0,0.0,-20.0,0.0,-380.0,0.0,-3.0,0.0,-294.0,0.0,-1.0,0.0,-193.0,0.0,-25.0,0.0,-231.0,10.0,10.0,15.0,-137.0,60.0,60.0,75.0,-1275.0,False,279936.0,0.0,684855025920.0,600.0,81.0,684855025920.0,581.0,81.0
40,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_40.txt,3.0,3.0,3.0,-175.0,15.0,15.0,19.0,-106.0,3.0,3.0,3.0,-191.0,3.0,3.0,3.0,-122.0,0.0,-29.0,0.0,-210.0,52.0,52.0,57.0,-31.0,52.0,52.0,85.0,-835.0,False,279936.0,0.0,797437223352.0,617.0,81.0,264498696000.0,485.0,62.0
41,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_41.txt,13.0,13.0,19.0,-122.0,4.0,4.0,4.0,-248.0,53.0,53.0,53.0,-79.0,0.0,-45.0,0.0,-392.0,0.0,-43.0,0.0,-415.0,0.0,-7.0,0.0,-267.0,53.0,53.0,76.0,-1523.0,False,279936.0,1.0,674205202944.0,593.0,78.0,553299102720.0,576.0,72.0
42,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_42.txt,46.0,46.0,55.0,2.0,47.0,47.0,47.0,-172.0,36.0,36.0,36.0,-198.0,0.0,-9.0,0.0,-307.0,9.0,9.0,9.0,-227.0,14.0,14.0,14.0,-131.0,47.0,47.0,161.0,-1033.0,False,279936.0,0.0,358926527232.0,556.0,62.0,109048447872.0,507.0,13.0
43,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_43.txt,26.0,26.0,44.0,33.0,15.0,15.0,15.0,-245.0,0.0,-42.0,0.0,-426.0,0.0,-4.0,0.0,-269.0,0.0,-17.0,0.0,-372.0,0.0,-18.0,0.0,-334.0,26.0,26.0,59.0,-1613.0,False,279936.0,0.0,757959552000.0,603.0,79.0,695112072480.0,601.0,68.0
44,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_44.txt,44.0,44.0,44.0,-105.0,17.0,17.0,17.0,-206.0,62.0,62.0,62.0,-132.0,110.0,110.0,214.0,178.0,2.0,2.0,2.0,-145.0,0.0,-24.0,0.0,-251.0,110.0,110.0,339.0,-661.0,False,279936.0,0.0,460416337920.0,569.0,72.0,154804335840.0,460.0,35.0
45,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_45.txt,76.0,76.0,152.0,26.0,64.0,64.0,66.0,-94.0,19.0,19.0,28.0,-78.0,1.0,1.0,1.0,-240.0,50.0,50.0,50.0,-141.0,12.0,12.0,12.0,-170.0,76.0,76.0,309.0,-697.0,False,279936.0,0.0,579550771800.0,588.0,77.0,73686020400.0,478.0,25.0
46,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_46.txt,4.0,4.0,4.0,-271.0,22.0,22.0,46.0,-13.0,0.0,-19.0,0.0,-301.0,13.0,13.0,13.0,-270.0,0.0,-4.0,0.0,-173.0,0.0,-19.0,0.0,-307.0,22.0,22.0,63.0,-1335.0,False,279936.0,0.0,938513407296.0,608.0,89.0,811275080616.0,590.0,81.0
47,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_47.txt,33.0,33.0,37.0,-97.0,0.0,-1.0,0.0,-268.0,55.0,55.0,91.0,36.0,0.0,-18.0,0.0,-253.0,0.0,-11.0,0.0,-260.0,0.0,-1.0,0.0,-196.0,55.0,55.0,128.0,-1038.0,False,279936.0,0.0,397558260000.0,562.0,64.0,237936787200.0,501.0,42.0
48,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_48.txt,138.0,138.0,200.0,78.0,28.0,28.0,28.0,-310.0,52.0,52.0,52.0,-274.0,75.0,75.0,75.0,-178.0,0.0,-79.0,0.0,-617.0,106.0,106.0,108.0,56.0,138.0,138.0,463.0,-1245.0,False,279936.0,0.0,895401319680.0,621.0,80.0,0.0,617.0,0.0
49,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_49.txt,73.0,73.0,135.0,78.0,22.0,22.0,22.0,-212.0,1.0,1.0,1.0,-123.0,0.0,-15.0,0.0,-280.0,0.0,-16.0,0.0,-233.0,0.0,-20.0,0.0,-300.0,73.0,73.0,158.0,-1070.0,False,279936.0,0.0,564895938816.0,628.0,77.0,231733101600.0,508.0,40.0
50,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_50.txt,8.0,8.0,13.0,-189.0,0.0,-20.0,0.0,-330.0,15.0,15.0,15.0,-222.0,35.0,35.0,35.0,-183.0,0.0,-18.0,0.0,-316.0,39.0,39.0,50.0,15.0,39.0,39.0,113.0,-1225.0,False,279936.0,0.0,545878434816.0,570.0,67.0,301182336000.0,538.0,52.0
51,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_51.txt,24.0,24.0,24.0,-85.0,77.0,77.0,77.0,-25.0,88.0,88.0,144.0,67.0,53.0,53.0,53.0,-156.0,33.0,33.0,33.0,-184.0,1.0,1.0,1.0,-225.0,88.0,88.0,332.0,-608.0,False,279936.0,0.0,605882138400.0,617.0,76.0,3567172672.0,415.0,1.0
52,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_52.txt,0.0,-80.0,0.0,-588.0,76.0,76.0,124.0,-6.0,24.0,24.0,24.0,-265.0,18.0,18.0,18.0,-312.0,23.0,23.0,51.0,-96.0,30.0,30.0,30.0,-290.0,76.0,76.0,247.0,-1557.0,False,279936.0,0.0,409420166400.0,597.0,72.0,0.0,588.0,0.0
53,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_53.txt,23.0,23.0,32.0,-103.0,0.0,-18.0,0.0,-251.0,0.0,-8.0,0.0,-168.0,0.0,-1.0,0.0,-211.0,0.0,-33.0,0.0,-372.0,0.0,-20.0,0.0,-256.0,23.0,23.0,32.0,-1361.0,False,279936.0,0.0,972707719680.0,621.0,86.0,955070922240.0,611.0,86.0
54,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_54.txt,70.0,70.0,83.0,-227.0,70.0,70.0,136.0,-176.0,122.0,122.0,303.0,262.0,0.0,0.0,0.0,-544.0,150.0,150.0,232.0,91.0,0.0,0.0,0.0,-544.0,150.0,150.0,754.0,-1138.0,False,279936.0,0.0,341189823744.0,551.0,68.0,0.0,544.0,0.0
55,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_55.txt,70.0,70.0,156.0,106.0,110.0,110.0,246.0,157.0,54.0,54.0,63.0,-170.0,65.0,65.0,65.0,-211.0,76.0,76.0,88.0,-187.0,0.0,-44.0,0.0,-511.0,110.0,110.0,618.0,-816.0,False,279936.0,0.0,636104815200.0,616.0,76.0,0.0,511.0,0.0
56,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_56.txt,0.0,-28.0,0.0,-289.0,14.0,14.0,14.0,-161.0,13.0,13.0,13.0,-243.0,24.0,24.0,51.0,40.0,18.0,18.0,19.0,-149.0,14.0,14.0,15.0,-177.0,24.0,24.0,112.0,-979.0,False,279936.0,0.0,515106944352.0,614.0,81.0,329478082560.0,550.0,40.0
57,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_57.txt,75.0,75.0,75.0,-242.0,13.0,13.0,13.0,-356.0,0.0,-20.0,0.0,-526.0,68.0,68.0,125.0,-26.0,128.0,128.0,270.0,229.0,66.0,66.0,66.0,-227.0,128.0,128.0,549.0,-1148.0,False,279936.0,0.0,460759622400.0,586.0,80.0,0.0,526.0,0.0
58,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_58.txt,67.0,67.0,67.0,-139.0,0.0,-83.0,0.0,-585.0,103.0,103.0,164.0,123.0,74.0,74.0,74.0,-223.0,9.0,9.0,9.0,-281.0,8.0,8.0,8.0,-244.0,103.0,103.0,322.0,-1349.0,False,279936.0,0.0,717968711712.0,591.0,80.0,0.0,585.0,0.0
59,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_59.txt,65.0,65.0,65.0,-155.0,21.0,21.0,21.0,-185.0,0.0,-15.0,0.0,-275.0,47.0,47.0,47.0,-223.0,81.0,81.0,81.0,-16.0,0.0,-8.0,0.0,-281.0,81.0,81.0,214.0,-1135.0,False,279936.0,0.0,794594455200.0,602.0,75.0,241134266880.0,542.0,26.0
60,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_60.txt,16.0,16.0,32.0,-44.0,0.0,-6.0,0.0,-273.0,0.0,-11.0,0.0,-286.0,0.0,-1.0,0.0,-282.0,0.0,-19.0,0.0,-235.0,0.0,-21.0,0.0,-340.0,16.0,16.0,32.0,-1460.0,False,279936.0,0.0,801246781440.0,620.0,83.0,801246781440.0,603.0,80.0
61,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_61.txt,26.0,26.0,45.0,-207.0,30.0,30.0,30.0,-301.0,0.0,-31.0,0.0,-456.0,122.0,122.0,325.0,325.0,43.0,43.0,46.0,-263.0,15.0,15.0,28.0,-149.0,122.0,122.0,474.0,-1051.0,False,279936.0,0.0,145896879375.0,483.0,57.0,0.0,456.0,0.0
62,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_62.txt,66.0,66.0,113.0,-192.0,68.0,68.0,155.0,20.0,128.0,128.0,165.0,58.0,29.0,29.0,44.0,-192.0,12.0,12.0,12.0,-366.0,0.0,-28.0,0.0,-530.0,128.0,128.0,489.0,-1202.0,False,279936.0,0.0,640138745664.0,601.0,83.0,0.0,530.0,0.0
63,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_63.txt,73.0,73.0,96.0,10.0,29.0,29.0,29.0,-235.0,0.0,-26.0,0.0,-365.0,10.0,10.0,10.0,-274.0,26.0,26.0,26.0,-244.0,0.0,-1.0,0.0,-294.0,73.0,73.0,161.0,-1402.0,False,279936.0,0.0,1057722665472.0,642.0,82.0,441326223360.0,584.0,36.0
64,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_64.txt,61.0,61.0,133.0,104.0,0.0,0.0,0.0,-201.0,9.0,9.0,9.0,-160.0,73.0,73.0,81.0,-26.0,71.0,71.0,71.0,-187.0,30.0,30.0,30.0,-292.0,73.0,73.0,324.0,-762.0,False,279936.0,0.0,641196300888.0,614.0,79.0,53423307000.0,496.0,7.0
65,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_65.txt,17.0,17.0,17.0,-222.0,19.0,19.0,19.0,-164.0,0.0,-7.0,0.0,-206.0,0.0,-23.0,0.0,-200.0,0.0,-21.0,0.0,-237.0,31.0,31.0,60.0,27.0,31.0,31.0,96.0,-1002.0,False,279936.0,0.0,339370020000.0,564.0,68.0,236390400000.0,478.0,57.0
