Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
81,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_81.txt,10.0,10.0,10.0,-284.0,25.0,25.0,36.0,16.0,49.0,49.0,69.0,-91.0,0.0,-16.0,0.0,-215.0,49.0,49.0,115.0,-574.0,False,262144.0,53.0,627362721.0,675.0,141.0,210678252.0,530.0,69.0
82,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_82.txt,0.0,-9.0,0.0,-151.0,0.0,-27.0,0.0,-161.0,0.0,-32.0,0.0,-212.0,6.0,6.0,6.0,-190.0,6.0,6.0,6.0,-714.0,False,262144.0,31.0,511944332.0,620.0,131.0,384446040.0,568.0,116.0
83,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_83.txt,72.0,72.0,72.0,-52.0,0.0,-167.0,0.0,-583.0,111.0,111.0,111.0,-210.0,175.0,175.0,175.0,5.0,175.0,175.0,358.0,-840.0,False,262144.0,73.0,1219331680.0,775.0,171.0,0.0,700.0,0.0
84,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_84.txt,0.0,-100.0,0.0,-496.0,46.0,46.0,46.0,-191.0,55.0,55.0,55.0,-345.0,66.0,66.0,107.0,64.0,66.0,66.0,208.0,-968.0,False,262144.0,28.0,620455836.0,713.0,145.0,322291788.0,678.0,39.0
85,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_85.txt,0.0,-34.0,0.0,-151.0,9.0,9.0,9.0,-189.0,0.0,-54.0,0.0,-275.0,0.0,-57.0,0.0,-319.0,9.0,9.0,9.0,-934.0,False,262144.0,38.0,984794760.0,723.0,162.0,984324960.0,710.0,162.0
86,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_86.txt,0.0,-41.0,0.0,-272.0,0.0,-82.0,0.0,-328.0,0.0,-67.0,0.0,-235.0,1.0,1.0,1.0,-146.0,1.0,1.0,1.0,-981.0,False,262144.0,47.0,1247271872.0,785.0,173.0,1016628272.0,715.0,173.0
87,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_87.txt,0.0,-50.0,0.0,-244.0,0.0,-45.0,0.0,-190.0,0.0,-42.0,0.0,-229.0,30.0,30.0,30.0,-26.0,30.0,30.0,30.0,-689.0,False,262144.0,28.0,445018112.0,587.0,134.0,343847752.0,549.0,118.0
88,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_88.txt,26.0,26.0,26.0,-60.0,0.0,-66.0,0.0,-332.0,13.0,13.0,13.0,-166.0,17.0,17.0,17.0,-180.0,26.0,26.0,56.0,-738.0,False,262144.0,26.0,560332971.0,638.0,137.0,454591872.0,603.0,92.0
89,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_89.txt,7.0,7.0,7.0,-77.0,0.0,-24.0,0.0,-254.0,27.0,27.0,27.0,-249.0,0.0,-97.0,0.0,-352.0,27.0,27.0,34.0,-932.0,False,262144.0,66.0,992191200.0,734.0,175.0,738797696.0,673.0,119.0
90,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_90.txt,0.0,-23.0,0.0,-292.0,38.0,38.0,38.0,-63.0,0.0,-56.0,0.0,-359.0,0.0,-68.0,0.0,-283.0,38.0,38.0,38.0,-997.0,False,262144.0,38.0,908329032.0,741.0,156.0,689381280.0,680.0,108.0
91,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_91.txt,133.0,133.0,133.0,-18.0,43.0,43.0,43.0,-236.0,46.0,46.0,46.0,-223.0,0.0,-80.0,0.0,-350.0,133.0,133.0,222.0,-827.0,False,262144.0,47.0,667900080.0,649.0,141.0,411392520.0,604.0,77.0
92,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_92.txt,89.0,89.0,104.0,100.0,0.0,-49.0,0.0,-381.0,0.0,-58.0,0.0,-385.0,106.0,106.0,122.0,-30.0,106.0,106.0,226.0,-696.0,False,262144.0,53.0,1242179400.0,765.0,168.0,424068480.0,626.0,96.0
93,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_93.txt,4.0,4.0,4.0,-283.0,23.0,23.0,23.0,-106.0,0.0,-95.0,0.0,-467.0,47.0,47.0,47.0,-21.0,47.0,47.0,74.0,-877.0,False,262144.0,53.0,613360944.0,750.0,129.0,387895552.0,639.0,53.0
94,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_94.txt,0.0,-14.0,0.0,-417.0,0.0,0.0,0.0,-229.0,30.0,30.0,30.0,-215.0,0.0,-57.0,0.0,-398.0,30.0,30.0,30.0,-1259.0,False,262144.0,106.0,1338226848.0,803.0,168.0,1041602380.0,737.0,149.0
95,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_95.txt,36.0,36.0,36.0,-190.0,99.0,99.0,134.0,71.0,149.0,149.0,185.0,17.0,0.0,-7.0,0.0,-378.0,149.0,149.0,355.0,-480.0,False,262144.0,31.0,679111680.0,659.0,145.0,126961120.0,545.0,44.0
96,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_96.txt,126.0,126.0,126.0,-294.0,0.0,-147.0,0.0,-653.0,162.0,162.0,162.0,-53.0,135.0,135.0,225.0,96.0,162.0,162.0,513.0,-904.0,False,262144.0,16.0,636020784.0,653.0,147.0,0.0,653.0,0.0
97,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_97.txt,0.0,-47.0,0.0,-151.0,44.0,44.0,44.0,-145.0,0.0,-74.0,0.0,-308.0,0.0,-82.0,0.0,-366.0,44.0,44.0,44.0,-970.0,False,262144.0,72.0,449582712.0,631.0,118.0,375846048.0,581.0,101.0
98,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_98.txt,0.0,-47.0,0.0,-210.0,0.0,-15.0,0.0,-381.0,0.0,-138.0,0.0,-501.0,0.0,-21.0,0.0,-159.0,0.0,-15.0,0.0,-1251.0,True,262144.0,100.0,915042128.0,746.0,162.0,915042128.0,746.0,97.0
99,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_99.txt,62.0,62.0,62.0,-29.0,76.0,76.0,76.0,-146.0,69.0,69.0,69.0,-241.0,0.0,-111.0,0.0,-522.0,76.0,76.0,207.0,-938.0,False,262144.0,34.0,398497792.0,628.0,133.0,236012224.0,624.0,34.0
100,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_100.txt,17.0,17.0,18.0,11.0,26.0,26.0,26.0,-156.0,0.0,-14.0,0.0,-181.0,0.0,-14.0,0.0,-259.0,26.0,26.0,44.0,-585.0,False,262144.0,57.0,659950200.0,649.0,150.0,350184870.0,573.0,85.0
101,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_101.txt,85.0,85.0,224.0,224.0,55.0,55.0,55.0,-174.0,10.0,10.0,10.0,-209.0,0.0,-37.0,0.0,-299.0,85.0,85.0,289.0,-458.0,False,262144.0,7.0,634316172.0,649.0,147.0,308419650.0,571.0,77.0
102,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_102.txt,14.0,14.0,14.0,-123.0,56.0,56.0,56.0,-91.0,49.0,49.0,49.0,-143.0,12.0,12.0,12.0,-68.0,56.0,56.0,131.0,-425.0,False,262144.0,54.0,974460942.0,731.0,163.0,378703440.0,562.0,114.0
103,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_103.txt,0.0,-42.0,0.0,-181.0,0.0,-38.0,0.0,-208.0,0.0,-82.0,0.0,-333.0,0.0,-28.0,0.0,-310.0,0.0,-28.0,0.0,-1032.0,True,262144.0,62.0,1380695040.0,794.0,169.0,813029760.0,679.0,152.0
104,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_104.txt,0.0,-2.0,0.0,-107.0,12.0,12.0,12.0,-99.0,0.0,-33.0,0.0,-254.0,0.0,-21.0,0.0,-232.0,12.0,12.0,12.0,-692.0,False,262144.0,67.0,549266432.0,666.0,136.0,168826944.0,481.0,78.0
105,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_105.txt,0.0,-33.0,0.0,-234.0,0.0,-23.0,0.0,-109.0,0.0,-37.0,0.0,-243.0,2.0,2.0,2.0,-164.0,2.0,2.0,2.0,-750.0,False,262144.0,29.0,751905000.0,698.0,154.0,663531750.0,651.0,125.0
106,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_106.txt,0.0,-19.0,0.0,-162.0,0.0,-3.0,0.0,-206.0,0.0,-27.0,0.0,-222.0,23.0,23.0,23.0,-201.0,23.0,23.0,23.0,-791.0,False,262144.0,41.0,1075368000.0,727.0,173.0,595637840.0,634.0,119.0
107,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_107.txt,43.0,43.0,58.0,35.0,64.0,64.0,104.0,104.0,76.0,76.0,99.0,73.0,0.0,-31.0,0.0,-231.0,76.0,76.0,261.0,-19.0,False,262144.0,17.0,831263994.0,694.0,153.0,223134120.0,502.0,87.0
108,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_108.txt,0.0,-14.0,0.0,-274.0,0.0,-32.0,0.0,-243.0,0.0,-59.0,0.0,-312.0,38.0,38.0,51.0,51.0,38.0,38.0,51.0,-778.0,False,262144.0,8.0,1229224542.0,773.0,174.0,904285200.0,694.0,168.0
109,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_109.txt,0.0,-34.0,0.0,-216.0,63.0,63.0,124.0,70.0,38.0,38.0,38.0,-148.0,27.0,27.0,27.0,-119.0,63.0,63.0,189.0,-413.0,False,262144.0,20.0,774885684.0,762.0,148.0,417090024.0,616.0,86.0
110,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_110.txt,87.0,87.0,87.0,-17.0,94.0,94.0,94.0,-22.0,41.0,41.0,41.0,-163.0,0.0,-97.0,0.0,-349.0,94.0,94.0,222.0,-551.0,False,262144.0,46.0,890666280.0,727.0,159.0,36770112.0,507.0,8.0
111,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_111.txt,114.0,114.0,252.0,252.0,64.0,64.0,99.0,-104.0,0.0,-28.0,0.0,-417.0,14.0,14.0,14.0,-141.0,114.0,114.0,365.0,-410.0,False,262144.0,25.0,711886560.0,693.0,141.0,150663240.0,542.0,60.0
112,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_112.txt,151.0,151.0,173.0,173.0,0.0,-115.0,0.0,-483.0,4.0,4.0,4.0,-316.0,36.0,36.0,36.0,-255.0,151.0,151.0,213.0,-881.0,False,262144.0,36.0,532717904.0,670.0,136.0,224419052.0,644.0,29.0
113,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_113.txt,14.0,14.0,18.0,-47.0,0.0,-65.0,0.0,-279.0,0.0,-32.0,0.0,-222.0,0.0,-38.0,0.0,-179.0,14.0,14.0,18.0,-727.0,False,262144.0,47.0,695053032.0,700.0,139.0,433087026.0,585.0,114.0
114,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_114.txt,79.0,79.0,128.0,-11.0,0.0,-99.0,0.0,-725.0,204.0,204.0,204.0,10.0,11.0,11.0,11.0,-499.0,204.0,204.0,343.0,-1225.0,False,262144.0,64.0,868294720.0,725.0,162.0,0.0,725.0,0.0
115,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_115.txt,0.0,-5.0,0.0,-99.0,0.0,-59.0,0.0,-311.0,80.0,80.0,80.0,-79.0,1.0,1.0,1.0,-261.0,80.0,80.0,81.0,-750.0,False,262144.0,31.0,764917440.0,675.0,151.0,606397440.0,644.0,110.0
116,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_116.txt,3.0,3.0,3.0,-273.0,150.0,150.0,150.0,-41.0,49.0,49.0,62.0,-99.0,0.0,-173.0,0.0,-596.0,150.0,150.0,215.0,-1009.0,False,262144.0,96.0,1311220248.0,796.0,174.0,468895680.0,745.0,38.0
117,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_117.txt,136.0,136.0,258.0,258.0,103.0,103.0,103.0,-33.0,9.0,9.0,9.0,-358.0,0.0,-32.0,0.0,-318.0,136.0,136.0,370.0,-451.0,False,262144.0,20.0,625341920.0,687.0,141.0,130062240.0,581.0,28.0
118,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_118.txt,0.0,-71.0,0.0,-302.0,0.0,-28.0,0.0,-218.0,21.0,21.0,21.0,-112.0,0.0,-23.0,0.0,-199.0,21.0,21.0,21.0,-831.0,False,262144.0,36.0,813316455.0,690.0,147.0,602459424.0,630.0,142.0
119,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_119.txt,0.0,-37.0,0.0,-175.0,0.0,-28.0,0.0,-189.0,0.0,-3.0,0.0,-146.0,0.0,-53.0,0.0,-216.0,0.0,-3.0,0.0,-726.0,True,262144.0,31.0,825438600.0,738.0,151.0,658872576.0,643.0,144.0
120,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_120.txt,57.0,57.0,57.0,-24.0,0.0,-35.0,0.0,-241.0,120.0,120.0,120.0,-144.0,0.0,-40.0,0.0,-229.0,120.0,120.0,177.0,-638.0,False,262144.0,108.0,1187194932.0,765.0,170.0,260512318.0,591.0,43.0
121,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_121.txt,2.0,2.0,2.0,-108.0,0.0,-58.0,0.0,-370.0,21.0,21.0,21.0,-182.0,22.0,22.0,22.0,-131.0,22.0,22.0,45.0,-791.0,False,262144.0,49.0,852773922.0,743.0,155.0,460681830.0,639.0,81.0
122,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_122.txt,31.0,31.0,31.0,-124.0,0.0,-11.0,0.0,-191.0,7.0,7.0,7.0,-44.0,0.0,-39.0,0.0,-181.0,31.0,31.0,38.0,-540.0,False,262144.0,41.0,577809000.0,717.0,124.0,325779000.0,554.0,100.0
123,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_123.txt,36.0,36.0,36.0,-75.0,0.0,-17.0,0.0,-281.0,0.0,-48.0,0.0,-330.0,0.0,-25.0,0.0,-267.0,36.0,36.0,36.0,-953.0,False,262144.0,144.0,301859712.0,605.0,104.0,169207920.0,530.0,45.0
124,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_124.txt,15.0,15.0,15.0,-104.0,0.0,-6.0,0.0,-170.0,0.0,-6.0,0.0,-186.0,0.0,-64.0,0.0,-353.0,15.0,15.0,15.0,-813.0,False,262144.0,25.0,853811400.0,715.0,148.0,689696800.0,675.0,104.0
125,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_125.txt,0.0,-66.0,0.0,-402.0,0.0,-56.0,0.0,-273.0,0.0,-29.0,0.0,-113.0,0.0,-51.0,0.0,-165.0,0.0,-29.0,0.0,-953.0,True,262144.0,121.0,705075840.0,709.0,135.0,545455680.0,640.0,94.0
126,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_126.txt,144.0,144.0,144.0,101.0,200.0,200.0,200.0,5.0,96.0,96.0,96.0,-157.0,0.0,-140.0,0.0,-531.0,200.0,200.0,440.0,-582.0,False,262144.0,72.0,917373600.0,707.0,161.0,61175040.0,605.0,8.0
127,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_127.txt,68.0,68.0,68.0,-127.0,0.0,-52.0,0.0,-368.0,0.0,-43.0,0.0,-344.0,97.0,97.0,103.0,103.0,97.0,97.0,171.0,-736.0,False,262144.0,38.0,626869584.0,670.0,141.0,385342272.0,621.0,72.0
128,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_128.txt,0.0,-12.0,0.0,-175.0,0.0,-78.0,0.0,-265.0,0.0,-2.0,0.0,-172.0,0.0,-67.0,0.0,-209.0,0.0,-2.0,0.0,-821.0,True,262144.0,57.0,741489000.0,674.0,155.0,584288000.0,622.0,152.0
129,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_129.txt,0.0,-25.0,0.0,-336.0,23.0,23.0,24.0,-90.0,23.0,23.0,23.0,-180.0,0.0,-128.0,0.0,-597.0,23.0,23.0,47.0,-1203.0,False,262144.0,114.0,851510596.0,746.0,136.0,826639568.0,746.0,79.0
130,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_130.txt,0.0,-68.0,0.0,-311.0,0.0,-14.0,0.0,-108.0,0.0,-91.0,0.0,-309.0,0.0,-61.0,0.0,-271.0,0.0,-14.0,0.0,-999.0,True,262144.0,39.0,1083356820.0,726.0,177.0,1021731438.0,717.0,161.0
131,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_131.txt,24.0,24.0,24.0,-187.0,0.0,-96.0,0.0,-441.0,98.0,98.0,116.0,49.0,29.0,29.0,29.0,-137.0,98.0,98.0,169.0,-716.0,False,262144.0,51.0,725716420.0,719.0,149.0,322765282.0,615.0,59.0
132,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_132.txt,2.0,2.0,2.0,-191.0,0.0,-14.0,0.0,-304.0,0.0,-126.0,0.0,-458.0,43.0,43.0,73.0,-4.0,43.0,43.0,75.0,-957.0,False,262144.0,84.0,685078020.0,744.0,128.0,338847600.0,615.0,52.0
133,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_133.txt,61.0,61.0,61.0,25.0,30.0,30.0,30.0,-292.0,0.0,-75.0,0.0,-458.0,0.0,-68.0,0.0,-533.0,61.0,61.0,91.0,-1258.0,False,262144.0,71.0,936084600.0,728.0,165.0,728659800.0,728.0,94.0
134,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_134.txt,4.0,4.0,4.0,-112.0,0.0,-78.0,0.0,-310.0,0.0,-20.0,0.0,-136.0,0.0,-45.0,0.0,-173.0,4.0,4.0,4.0,-731.0,False,262144.0,43.0,821340000.0,689.0,154.0,738642240.0,662.0,144.0
135,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_135.txt,45.0,45.0,45.0,-187.0,0.0,-35.0,0.0,-198.0,0.0,-36.0,0.0,-172.0,20.0,20.0,20.0,-109.0,45.0,45.0,65.0,-666.0,False,262144.0,46.0,729192780.0,688.0,147.0,574436408.0,628.0,116.0
136,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_136.txt,4.0,4.0,4.0,-88.0,0.0,-12.0,0.0,-235.0,54.0,54.0,54.0,-174.0,0.0,-107.0,0.0,-417.0,54.0,54.0,58.0,-914.0,False,262144.0,85.0,539035200.0,616.0,136.0,340254432.0,580.0,76.0
137,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_137.txt,33.0,33.0,33.0,-195.0,0.0,-87.0,0.0,-439.0,14.0,14.0,14.0,-51.0,0.0,-6.0,0.0,-268.0,33.0,33.0,47.0,-953.0,False,262144.0,31.0,739131600.0,713.0,153.0,702946080.0,696.0,87.0
138,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_138.txt,0.0,-57.0,0.0,-208.0,9.0,9.0,9.0,-68.0,0.0,-26.0,0.0,-213.0,0.0,-42.0,0.0,-336.0,9.0,9.0,9.0,-825.0,False,262144.0,16.0,693689568.0,677.0,143.0,668283460.0,660.0,130.0
139,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_139.txt,0.0,-45.0,0.0,-179.0,0.0,-35.0,0.0,-206.0,0.0,-84.0,0.0,-282.0,0.0,-56.0,0.0,-213.0,0.0,-35.0,0.0,-880.0,True,262144.0,92.0,642960000.0,654.0,144.0,482198568.0,593.0,141.0
140,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_140.txt,22.0,22.0,22.0,-117.0,0.0,-11.0,0.0,-220.0,0.0,-141.0,0.0,-536.0,12.0,12.0,12.0,-336.0,22.0,22.0,34.0,-1209.0,False,262144.0,107.0,781109200.0,703.0,145.0,582224640.0,685.0,73.0
141,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_141.txt,131.0,131.0,305.0,305.0,42.0,42.0,42.0,-257.0,31.0,31.0,31.0,-471.0,0.0,-68.0,0.0,-518.0,131.0,131.0,378.0,-941.0,False,262144.0,63.0,817309416.0,706.0,163.0,291589200.0,675.0,58.0
142,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_142.txt,0.0,-72.0,0.0,-223.0,0.0,-19.0,0.0,-136.0,0.0,-28.0,0.0,-203.0,0.0,-72.0,0.0,-270.0,0.0,-19.0,0.0,-832.0,True,262144.0,62.0,1114687178.0,760.0,166.0,792222882.0,675.0,141.0
143,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_143.txt,0.0,-111.0,0.0,-428.0,0.0,-5.0,0.0,-63.0,0.0,-9.0,0.0,-199.0,0.0,-39.0,0.0,-182.0,0.0,-5.0,0.0,-872.0,True,262144.0,81.0,725117184.0,692.0,153.0,710463600.0,683.0,99.0
144,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_144.txt,0.0,-22.0,0.0,-268.0,0.0,-107.0,0.0,-413.0,0.0,-8.0,0.0,-126.0,0.0,-19.0,0.0,-187.0,0.0,-8.0,0.0,-994.0,True,262144.0,104.0,1001242960.0,749.0,164.0,517419000.0,628.0,90.0
145,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_145.txt,0.0,-24.0,0.0,-208.0,6.0,6.0,6.0,-149.0,0.0,-116.0,0.0,-418.0,32.0,32.0,32.0,-81.0,32.0,32.0,38.0,-856.0,False,262144.0,47.0,772112240.0,748.0,146.0,688462740.0,655.0,135.0
146,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_146.txt,0.0,-45.0,0.0,-201.0,0.0,-54.0,0.0,-217.0,0.0,-53.0,0.0,-251.0,0.0,-75.0,0.0,-343.0,0.0,-45.0,0.0,-1012.0,True,262144.0,45.0,1101134540.0,737.0,167.0,1101134540.0,731.0,167.0
147,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_147.txt,5.0,5.0,5.0,-186.0,0.0,-65.0,0.0,-257.0,0.0,-12.0,0.0,-206.0,0.0,-3.0,0.0,-73.0,5.0,5.0,5.0,-722.0,False,262144.0,15.0,890268750.0,705.0,170.0,754893300.0,666.0,142.0
148,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_148.txt,125.0,125.0,127.0,90.0,93.0,93.0,93.0,-204.0,43.0,43.0,43.0,-187.0,0.0,-72.0,0.0,-439.0,125.0,125.0,263.0,-740.0,False,262144.0,30.0,887020992.0,714.0,160.0,382711680.0,652.0,52.0
149,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_149.txt,50.0,50.0,50.0,-30.0,0.0,-54.0,0.0,-376.0,0.0,-21.0,0.0,-67.0,9.0,9.0,9.0,-326.0,50.0,50.0,59.0,-799.0,False,262144.0,28.0,951875584.0,727.0,156.0,722424248.0,712.0,98.0
150,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_150.txt,79.0,79.0,79.0,-38.0,0.0,-29.0,0.0,-363.0,4.0,4.0,4.0,-233.0,0.0,-85.0,0.0,-369.0,79.0,79.0,83.0,-1003.0,False,262144.0,76.0,1022887680.0,727.0,164.0,662605920.0,694.0,86.0
151,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_151.txt,49.0,49.0,58.0,-29.0,2.0,2.0,2.0,-121.0,0.0,-46.0,0.0,-338.0,0.0,-82.0,0.0,-355.0,49.0,49.0,60.0,-843.0,False,262144.0,46.0,339196410.0,588.0,118.0,274376430.0,563.0,69.0
152,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_152.txt,116.0,116.0,121.0,112.0,45.0,45.0,45.0,-145.0,0.0,-4.0,0.0,-194.0,0.0,-22.0,0.0,-256.0,116.0,116.0,166.0,-483.0,False,262144.0,32.0,635311360.0,642.0,151.0,288556800.0,539.0,96.0
153,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_153.txt,0.0,-121.0,0.0,-412.0,18.0,18.0,18.0,-107.0,0.0,-9.0,0.0,-193.0,4.0,4.0,4.0,-201.0,18.0,18.0,22.0,-913.0,False,262144.0,28.0,1025842650.0,760.0,158.0,874247964.0,707.0,137.0
154,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_154.txt,54.0,54.0,54.0,-105.0,0.0,-104.0,0.0,-372.0,0.0,-29.0,0.0,-167.0,0.0,-9.0,0.0,-97.0,54.0,54.0,54.0,-741.0,False,262144.0,42.0,634073440.0,657.0,143.0,432280032.0,595.0,92.0
155,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_155.txt,0.0,-45.0,0.0,-278.0,11.0,11.0,11.0,-32.0,0.0,-65.0,0.0,-306.0,0.0,-48.0,0.0,-272.0,11.0,11.0,11.0,-888.0,False,262144.0,50.0,509826240.0,649.0,126.0,492445800.0,630.0,85.0
156,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_156.txt,0.0,-5.0,0.0,-133.0,99.0,99.0,153.0,93.0,110.0,110.0,187.0,187.0,104.0,104.0,104.0,-79.0,110.0,110.0,444.0,68.0,False,262144.0,65.0,670280715.0,727.0,141.0,18371500.0,429.0,7.0
157,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_157.txt,50.0,50.0,50.0,-25.0,0.0,-81.0,0.0,-346.0,0.0,-67.0,0.0,-232.0,0.0,-1.0,0.0,-130.0,50.0,50.0,50.0,-733.0,False,262144.0,36.0,730201920.0,695.0,140.0,404054000.0,590.0,100.0
158,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_158.txt,29.0,29.0,29.0,-71.0,0.0,-68.0,0.0,-307.0,0.0,-47.0,0.0,-239.0,0.0,-44.0,0.0,-158.0,29.0,29.0,29.0,-775.0,False,262144.0,31.0,732303360.0,697.0,137.0,553041600.0,635.0,116.0
159,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_159.txt,58.0,58.0,58.0,-176.0,34.0,34.0,34.0,-134.0,64.0,64.0,64.0,-168.0,0.0,-72.0,0.0,-285.0,64.0,64.0,156.0,-763.0,False,262144.0,37.0,940755200.0,704.0,166.0,561052800.0,645.0,88.0
160,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_160.txt,0.0,-28.0,0.0,-222.0,0.0,-114.0,0.0,-358.0,0.0,-45.0,0.0,-179.0,0.0,-24.0,0.0,-194.0,0.0,-24.0,0.0,-953.0,True,262144.0,69.0,1049368320.0,756.0,160.0,889738080.0,694.0,147.0
161,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_161.txt,36.0,36.0,36.0,-72.0,0.0,-43.0,0.0,-142.0,0.0,-49.0,0.0,-280.0,0.0,-3.0,0.0,-56.0,36.0,36.0,36.0,-550.0,False,262144.0,34.0,905684520.0,739.0,156.0,508400640.0,612.0,118.0
162,uniform,outputs/agents_4/items_9/gpt4o/zero_shot1/output_162.txt,0.0,0.0,0.0,-64.0,0.0,-66.0,0.0,-317.0,0.0,-31.0,0.0,-310.0,0.0,-42.0,0.0,-286.0,0.0,0.0,0.0,-977.0,True,262144.0,101.0,989535960.0,726.0,166.0,607239468.0,661.0,116.0
