Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_11.txt,109.0,109.0,109.0,43.0,0.0,-107.0,0.0,-269.0,63.0,63.0,63.0,38.0,109.0,109.0,172.0,-188.0,False,243.0,0.0,1722600.0,386.0,94.0,860640.0,360.0,32.0
12,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_12.txt,0.0,-28.0,0.0,-98.0,0.0,-75.0,0.0,-167.0,26.0,26.0,26.0,-49.0,26.0,26.0,26.0,-314.0,False,243.0,0.0,2043300.0,388.0,98.0,2043300.0,387.0,98.0
13,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_13.txt,42.0,42.0,42.0,-91.0,0.0,-120.0,0.0,-261.0,44.0,44.0,44.0,-17.0,44.0,44.0,86.0,-369.0,False,243.0,2.0,1728000.0,368.0,96.0,1628550.0,368.0,77.0
14,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_14.txt,63.0,63.0,63.0,-32.0,89.0,89.0,89.0,64.0,0.0,-99.0,0.0,-237.0,89.0,89.0,152.0,-205.0,False,243.0,1.0,1215396.0,337.0,98.0,694980.0,325.0,33.0
15,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_15.txt,0.0,-69.0,0.0,-154.0,0.0,-25.0,0.0,-104.0,0.0,-45.0,0.0,-200.0,0.0,-25.0,0.0,-458.0,True,243.0,2.0,1473472.0,360.0,92.0,1473472.0,359.0,91.0
16,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_16.txt,119.0,119.0,131.0,131.0,75.0,75.0,75.0,37.0,0.0,-126.0,0.0,-271.0,119.0,119.0,206.0,-103.0,False,243.0,0.0,1117800.0,328.0,75.0,0.0,271.0,0.0
17,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_17.txt,27.0,27.0,27.0,-88.0,0.0,-62.0,0.0,-255.0,0.0,-37.0,0.0,-149.0,27.0,27.0,27.0,-492.0,False,243.0,2.0,2688444.0,437.0,99.0,2658348.0,433.0,98.0
18,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_18.txt,67.0,67.0,67.0,-29.0,60.0,60.0,90.0,90.0,0.0,-11.0,0.0,-106.0,67.0,67.0,157.0,-45.0,False,243.0,3.0,1223677.0,323.0,91.0,226560.0,243.0,24.0
19,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_19.txt,0.0,-39.0,0.0,-89.0,0.0,-47.0,0.0,-220.0,0.0,-33.0,0.0,-213.0,0.0,-33.0,0.0,-522.0,True,243.0,7.0,991760.0,331.0,79.0,991760.0,331.0,70.0
20,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_20.txt,67.0,67.0,67.0,65.0,34.0,34.0,34.0,-105.0,0.0,-49.0,0.0,-148.0,67.0,67.0,101.0,-188.0,False,243.0,1.0,1048698.0,308.0,92.0,740880.0,292.0,54.0
21,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_21.txt,24.0,24.0,24.0,-60.0,0.0,-39.0,0.0,-111.0,0.0,-76.0,0.0,-203.0,24.0,24.0,24.0,-374.0,False,243.0,2.0,1783232.0,387.0,88.0,1783232.0,373.0,88.0
22,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_22.txt,0.0,-63.0,0.0,-175.0,0.0,-28.0,0.0,-70.0,17.0,17.0,17.0,-60.0,17.0,17.0,17.0,-305.0,False,243.0,2.0,1467513.0,366.0,97.0,1283568.0,335.0,78.0
23,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_23.txt,99.0,99.0,99.0,82.0,54.0,54.0,54.0,-52.0,0.0,-33.0,0.0,-154.0,99.0,99.0,153.0,-124.0,False,243.0,1.0,763992.0,287.0,81.0,393680.0,247.0,40.0
24,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_24.txt,35.0,35.0,35.0,-18.0,0.0,-91.0,0.0,-191.0,21.0,21.0,21.0,6.0,35.0,35.0,56.0,-203.0,False,243.0,1.0,1347138.0,383.0,92.0,1168750.0,350.0,55.0
25,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_25.txt,48.0,48.0,77.0,77.0,11.0,11.0,11.0,-77.0,0.0,-49.0,0.0,-151.0,48.0,48.0,88.0,-151.0,False,243.0,0.0,1036830.0,310.0,85.0,500055.0,249.0,53.0
26,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_26.txt,16.0,16.0,16.0,-11.0,0.0,-27.0,0.0,-94.0,0.0,-85.0,0.0,-253.0,16.0,16.0,16.0,-358.0,False,243.0,0.0,2571032.0,430.0,95.0,2571032.0,430.0,89.0
27,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_27.txt,29.0,29.0,29.0,-15.0,3.0,3.0,3.0,-32.0,0.0,-58.0,0.0,-159.0,29.0,29.0,32.0,-206.0,False,243.0,1.0,1598400.0,381.0,99.0,1273320.0,329.0,90.0
28,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_28.txt,31.0,31.0,40.0,40.0,0.0,-70.0,0.0,-272.0,0.0,-45.0,0.0,-281.0,31.0,31.0,40.0,-513.0,False,243.0,2.0,2060640.0,409.0,87.0,1660176.0,409.0,81.0
29,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_29.txt,106.0,106.0,106.0,13.0,0.0,-126.0,0.0,-278.0,31.0,31.0,31.0,-100.0,106.0,106.0,137.0,-365.0,False,243.0,2.0,1538905.0,364.0,97.0,988640.0,364.0,37.0
30,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_30.txt,9.0,9.0,9.0,-86.0,0.0,-129.0,0.0,-276.0,0.0,-18.0,0.0,-112.0,9.0,9.0,9.0,-474.0,False,243.0,0.0,2401920.0,422.0,96.0,2401920.0,415.0,96.0
31,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_31.txt,26.0,26.0,26.0,8.0,0.0,-46.0,0.0,-215.0,0.0,-10.0,0.0,-123.0,26.0,26.0,26.0,-330.0,False,243.0,0.0,992085.0,409.0,89.0,780416.0,348.0,32.0
32,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_32.txt,39.0,39.0,57.0,57.0,0.0,-39.0,0.0,-200.0,9.0,9.0,9.0,-137.0,39.0,39.0,66.0,-280.0,False,243.0,0.0,604800.0,311.0,70.0,496584.0,307.0,33.0
33,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_33.txt,5.0,5.0,5.0,-85.0,0.0,-21.0,0.0,-102.0,0.0,-77.0,0.0,-170.0,5.0,5.0,5.0,-357.0,False,243.0,0.0,1911870.0,387.0,97.0,1911870.0,378.0,97.0
34,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_34.txt,0.0,-39.0,0.0,-210.0,0.0,-33.0,0.0,-92.0,30.0,30.0,30.0,22.0,30.0,30.0,30.0,-280.0,False,243.0,0.0,1518440.0,373.0,97.0,1232640.0,351.0,64.0
35,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_35.txt,10.0,10.0,18.0,18.0,24.0,24.0,24.0,-23.0,0.0,-104.0,0.0,-209.0,24.0,24.0,42.0,-214.0,False,243.0,2.0,982744.0,318.0,92.0,798312.0,293.0,58.0
36,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_36.txt,56.0,56.0,70.0,70.0,0.0,-111.0,0.0,-254.0,0.0,-16.0,0.0,-111.0,56.0,56.0,70.0,-295.0,False,243.0,1.0,1429428.0,355.0,95.0,1253385.0,351.0,63.0
37,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_37.txt,0.0,-6.0,0.0,-15.0,15.0,15.0,15.0,-27.0,0.0,-13.0,0.0,-62.0,15.0,15.0,15.0,-104.0,False,243.0,0.0,204820.0,300.0,32.0,184646.0,208.0,22.0
38,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_38.txt,0.0,-92.0,0.0,-215.0,36.0,36.0,36.0,-71.0,0.0,-39.0,0.0,-106.0,36.0,36.0,36.0,-392.0,False,243.0,3.0,1215648.0,332.0,81.0,1215648.0,332.0,72.0
39,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_39.txt,0.0,-76.0,0.0,-262.0,61.0,61.0,100.0,100.0,0.0,-52.0,0.0,-296.0,61.0,61.0,100.0,-458.0,False,243.0,0.0,2953650.0,453.0,97.0,2270091.0,453.0,87.0
40,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_40.txt,98.0,98.0,103.0,103.0,0.0,-75.0,0.0,-234.0,0.0,-58.0,0.0,-186.0,98.0,98.0,103.0,-317.0,False,243.0,3.0,1778700.0,410.0,98.0,1198050.0,336.0,75.0
41,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_41.txt,0.0,-75.0,0.0,-224.0,36.0,36.0,36.0,-3.0,0.0,-63.0,0.0,-134.0,36.0,36.0,36.0,-361.0,False,243.0,1.0,1612688.0,362.0,98.0,1610631.0,361.0,87.0
42,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_42.txt,0.0,-18.0,0.0,-50.0,0.0,-88.0,0.0,-196.0,23.0,23.0,23.0,-109.0,23.0,23.0,23.0,-355.0,False,243.0,0.0,1794460.0,389.0,94.0,1764675.0,373.0,93.0
43,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_43.txt,0.0,-30.0,0.0,-169.0,24.0,24.0,24.0,-36.0,0.0,-104.0,0.0,-277.0,24.0,24.0,24.0,-482.0,False,243.0,3.0,2136240.0,401.0,92.0,2009304.0,394.0,88.0
44,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_44.txt,0.0,-60.0,0.0,-148.0,3.0,3.0,3.0,-35.0,0.0,-49.0,0.0,-178.0,3.0,3.0,3.0,-361.0,False,243.0,2.0,2322672.0,434.0,98.0,2089912.0,402.0,88.0
45,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_45.txt,0.0,-86.0,0.0,-193.0,0.0,-23.0,0.0,-74.0,0.0,-66.0,0.0,-138.0,0.0,-23.0,0.0,-405.0,True,243.0,6.0,1074640.0,308.0,95.0,1074640.0,308.0,95.0
46,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_46.txt,51.0,51.0,51.0,-11.0,0.0,-64.0,0.0,-140.0,0.0,0.0,0.0,-33.0,51.0,51.0,51.0,-184.0,False,243.0,0.0,2651398.0,435.0,98.0,2241525.0,403.0,95.0
47,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_47.txt,0.0,-31.0,0.0,-155.0,0.0,-26.0,0.0,-120.0,0.0,-12.0,0.0,-137.0,0.0,-12.0,0.0,-412.0,True,243.0,3.0,1400166.0,361.0,89.0,1400166.0,344.0,81.0
48,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_48.txt,21.0,21.0,21.0,13.0,13.0,13.0,13.0,-78.0,0.0,-124.0,0.0,-268.0,21.0,21.0,34.0,-333.0,False,243.0,0.0,1862520.0,383.0,86.0,1862520.0,383.0,85.0
49,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_49.txt,0.0,-117.0,0.0,-238.0,6.0,6.0,6.0,-112.0,10.0,10.0,10.0,-64.0,10.0,10.0,16.0,-414.0,False,243.0,2.0,2241525.0,403.0,99.0,2241525.0,403.0,95.0
50,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_50.txt,0.0,-47.0,0.0,-151.0,0.0,-64.0,0.0,-131.0,35.0,35.0,35.0,-85.0,35.0,35.0,35.0,-367.0,False,243.0,1.0,2518362.0,418.0,99.0,2518362.0,418.0,99.0
51,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_51.txt,66.0,66.0,66.0,-12.0,35.0,35.0,35.0,-26.0,0.0,-61.0,0.0,-122.0,66.0,66.0,101.0,-160.0,False,243.0,0.0,1836918.0,390.0,98.0,1475910.0,362.0,69.0
52,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_52.txt,0.0,-136.0,0.0,-291.0,133.0,133.0,133.0,21.0,49.0,49.0,49.0,-71.0,133.0,133.0,182.0,-341.0,False,243.0,0.0,1283464.0,362.0,91.0,222768.0,343.0,8.0
53,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_53.txt,23.0,23.0,38.0,38.0,0.0,-63.0,0.0,-139.0,45.0,45.0,45.0,-79.0,45.0,45.0,83.0,-180.0,False,243.0,0.0,1545740.0,405.0,95.0,1259700.0,343.0,78.0
54,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_54.txt,0.0,-45.0,0.0,-100.0,0.0,-29.0,0.0,-70.0,0.0,-43.0,0.0,-91.0,0.0,-29.0,0.0,-261.0,True,243.0,3.0,890848.0,291.0,83.0,890848.0,291.0,82.0
55,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_55.txt,66.0,66.0,66.0,12.0,99.0,99.0,99.0,8.0,0.0,-104.0,0.0,-263.0,99.0,99.0,165.0,-243.0,False,243.0,1.0,1823520.0,378.0,99.0,530880.0,339.0,21.0
56,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_56.txt,0.0,-46.0,0.0,-95.0,0.0,-95.0,0.0,-192.0,0.0,-75.0,0.0,-154.0,0.0,-46.0,0.0,-441.0,True,243.0,2.0,2347227.0,413.0,93.0,2347227.0,413.0,93.0
57,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_57.txt,55.0,55.0,55.0,-37.0,0.0,-72.0,0.0,-230.0,61.0,61.0,61.0,37.0,61.0,61.0,116.0,-230.0,False,243.0,1.0,1227321.0,357.0,86.0,640770.0,320.0,31.0
58,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_58.txt,0.0,-8.0,0.0,-40.0,0.0,-107.0,0.0,-278.0,32.0,32.0,32.0,-54.0,32.0,32.0,32.0,-372.0,False,243.0,0.0,1971864.0,404.0,97.0,1971864.0,404.0,72.0
59,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_59.txt,52.0,52.0,52.0,-106.0,68.0,68.0,68.0,23.0,0.0,-148.0,0.0,-383.0,68.0,68.0,120.0,-466.0,False,243.0,2.0,1242108.0,383.0,90.0,0.0,383.0,0.0
60,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_60.txt,56.0,56.0,56.0,22.0,0.0,-60.0,0.0,-178.0,0.0,-18.0,0.0,-107.0,56.0,56.0,56.0,-263.0,False,243.0,0.0,1226820.0,347.0,91.0,1196860.0,339.0,70.0
61,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_61.txt,87.0,87.0,126.0,126.0,0.0,-19.0,0.0,-129.0,0.0,-5.0,0.0,-121.0,87.0,87.0,126.0,-124.0,False,243.0,0.0,2036628.0,401.0,99.0,1998612.0,398.0,99.0
62,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_62.txt,0.0,-100.0,0.0,-247.0,49.0,49.0,49.0,-27.0,29.0,29.0,29.0,-73.0,49.0,49.0,78.0,-347.0,False,243.0,1.0,1540560.0,417.0,93.0,877200.0,372.0,30.0
63,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_63.txt,0.0,-16.0,0.0,-129.0,0.0,-72.0,0.0,-190.0,29.0,29.0,29.0,-19.0,29.0,29.0,29.0,-338.0,False,243.0,0.0,779702.0,304.0,77.0,779702.0,304.0,61.0
64,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_64.txt,0.0,-36.0,0.0,-152.0,12.0,12.0,12.0,-63.0,16.0,16.0,16.0,-41.0,16.0,16.0,28.0,-256.0,False,243.0,2.0,863200.0,320.0,80.0,601392.0,273.0,51.0
65,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_65.txt,0.0,-45.0,0.0,-224.0,0.0,-94.0,0.0,-214.0,10.0,10.0,14.0,14.0,10.0,10.0,14.0,-424.0,False,243.0,4.0,1896048.0,389.0,99.0,1862784.0,389.0,98.0
66,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_66.txt,109.0,109.0,109.0,-72.0,192.0,192.0,223.0,223.0,0.0,-159.0,0.0,-380.0,192.0,192.0,332.0,-229.0,False,243.0,0.0,1762992.0,380.0,99.0,0.0,380.0,0.0
67,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_67.txt,91.0,91.0,91.0,85.0,20.0,20.0,20.0,-53.0,0.0,-31.0,0.0,-116.0,91.0,91.0,111.0,-84.0,False,243.0,0.0,1339416.0,405.0,95.0,1024860.0,306.0,87.0
68,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_68.txt,4.0,4.0,4.0,-77.0,6.0,6.0,6.0,-36.0,0.0,-71.0,0.0,-187.0,6.0,6.0,10.0,-300.0,False,243.0,2.0,632100.0,295.0,71.0,632100.0,291.0,43.0
69,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_69.txt,0.0,-85.0,0.0,-235.0,0.0,-60.0,0.0,-223.0,31.0,31.0,46.0,46.0,31.0,31.0,46.0,-412.0,False,243.0,1.0,1576190.0,366.0,89.0,1480248.0,366.0,88.0
70,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_70.txt,3.0,3.0,3.0,-139.0,0.0,-127.0,0.0,-285.0,0.0,-2.0,0.0,-86.0,3.0,3.0,3.0,-510.0,False,243.0,3.0,2210208.0,405.0,98.0,2210208.0,405.0,91.0
71,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_71.txt,135.0,135.0,135.0,100.0,127.0,127.0,127.0,19.0,0.0,-170.0,0.0,-402.0,135.0,135.0,262.0,-283.0,False,243.0,0.0,1866864.0,402.0,97.0,0.0,402.0,0.0
72,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_72.txt,0.0,-1.0,0.0,-149.0,55.0,55.0,55.0,6.0,0.0,-123.0,0.0,-250.0,55.0,55.0,55.0,-393.0,False,243.0,0.0,1464056.0,370.0,95.0,1342488.0,370.0,56.0
73,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_73.txt,0.0,-34.0,0.0,-215.0,17.0,17.0,20.0,20.0,0.0,-56.0,0.0,-281.0,17.0,17.0,20.0,-476.0,False,243.0,3.0,1305000.0,372.0,75.0,1155750.0,372.0,67.0
74,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_74.txt,0.0,-20.0,0.0,-247.0,0.0,-38.0,0.0,-246.0,132.0,132.0,220.0,220.0,132.0,132.0,220.0,-273.0,False,243.0,0.0,902870.0,325.0,85.0,517500.0,325.0,45.0
75,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_75.txt,0.0,-83.0,0.0,-168.0,15.0,15.0,15.0,-93.0,35.0,35.0,35.0,11.0,35.0,35.0,50.0,-250.0,False,243.0,0.0,2113180.0,403.0,95.0,2113180.0,395.0,95.0
76,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_76.txt,0.0,0.0,0.0,-55.0,0.0,-25.0,0.0,-55.0,0.0,-12.0,0.0,-48.0,0.0,0.0,0.0,-158.0,True,243.0,1.0,892242.0,318.0,85.0,793072.0,282.0,73.0
77,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_77.txt,59.0,59.0,65.0,65.0,0.0,-5.0,0.0,-30.0,0.0,-76.0,0.0,-205.0,59.0,59.0,65.0,-170.0,False,243.0,3.0,2045652.0,409.0,98.0,1220770.0,338.0,85.0
78,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_78.txt,54.0,54.0,85.0,85.0,29.0,29.0,29.0,-190.0,0.0,-78.0,0.0,-286.0,54.0,54.0,114.0,-391.0,False,243.0,1.0,1798423.0,406.0,91.0,1163064.0,402.0,46.0
79,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_79.txt,0.0,-13.0,0.0,-139.0,0.0,-96.0,0.0,-204.0,0.0,-2.0,0.0,-61.0,0.0,-2.0,0.0,-404.0,True,243.0,1.0,2619216.0,428.0,96.0,2619216.0,428.0,94.0
80,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_80.txt,0.0,-3.0,0.0,-223.0,0.0,-20.0,0.0,-231.0,64.0,64.0,101.0,101.0,64.0,64.0,101.0,-353.0,False,243.0,1.0,1594784.0,379.0,98.0,1029500.0,379.0,58.0
81,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_81.txt,32.0,32.0,32.0,-81.0,11.0,11.0,11.0,0.0,0.0,-62.0,0.0,-167.0,32.0,32.0,43.0,-248.0,False,243.0,0.0,2332480.0,442.0,99.0,2103960.0,406.0,89.0
82,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_82.txt,0.0,-64.0,0.0,-180.0,84.0,84.0,141.0,141.0,13.0,13.0,13.0,-75.0,84.0,84.0,154.0,-114.0,False,243.0,1.0,788025.0,306.0,84.0,510340.0,287.0,38.0
83,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_83.txt,0.0,-39.0,0.0,-223.0,59.0,59.0,106.0,106.0,0.0,-5.0,0.0,-153.0,59.0,59.0,106.0,-270.0,False,243.0,0.0,825804.0,313.0,86.0,646551.0,313.0,57.0
84,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_84.txt,0.0,-45.0,0.0,-115.0,0.0,-72.0,0.0,-186.0,58.0,58.0,58.0,-6.0,58.0,58.0,58.0,-307.0,False,243.0,1.0,1056000.0,320.0,96.0,1036750.0,320.0,65.0
85,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_85.txt,49.0,49.0,49.0,-6.0,0.0,-56.0,0.0,-137.0,0.0,-13.0,0.0,-95.0,49.0,49.0,49.0,-238.0,False,243.0,1.0,1342656.0,348.0,94.0,861980.0,295.0,70.0
86,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_86.txt,0.0,-64.0,0.0,-139.0,57.0,57.0,57.0,29.0,0.0,-137.0,0.0,-312.0,57.0,57.0,57.0,-422.0,False,243.0,2.0,2539866.0,420.0,98.0,1633862.0,382.0,67.0
87,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_87.txt,0.0,-16.0,0.0,-70.0,0.0,-63.0,0.0,-133.0,0.0,-65.0,0.0,-130.0,0.0,-16.0,0.0,-333.0,True,243.0,2.0,1976640.0,383.0,96.0,1976640.0,383.0,96.0
88,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_88.txt,11.0,11.0,20.0,20.0,56.0,56.0,56.0,40.0,0.0,-122.0,0.0,-251.0,56.0,56.0,76.0,-191.0,False,243.0,0.0,2006400.0,417.0,99.0,1401510.0,358.0,66.0
89,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_89.txt,0.0,-14.0,0.0,-109.0,62.0,62.0,62.0,10.0,0.0,-28.0,0.0,-156.0,62.0,62.0,62.0,-255.0,False,243.0,1.0,1591128.0,356.0,98.0,1246560.0,337.0,80.0
90,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_90.txt,54.0,54.0,64.0,64.0,0.0,-72.0,0.0,-170.0,0.0,-7.0,0.0,-21.0,54.0,54.0,64.0,-127.0,False,243.0,0.0,2271792.0,423.0,97.0,1054500.0,312.0,76.0
91,uniform,outputs/agents_3/items_5/gpt4o/zero_shot1/output_91.txt,0.0,-41.0,0.0,-97.0,17.0,17.0,17.0,12.0,0.0,-23.0,0.0,-117.0,17.0,17.0,17.0,-202.0,False,243.0,1.0,1531968.0,395.0,96.0,1077120.0,332.0,66.0
