Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_11.txt,0.0,-63.0,0.0,-253.0,0.0,-1.0,0.0,-100.0,0.0,-60.0,0.0,-292.0,0.0,-16.0,0.0,-145.0,0.0,-1.0,0.0,-790.0,True,65536.0,32.0,554975736.0,623.0,133.0,418779000.0,578.0,124.0
12,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_12.txt,15.0,15.0,15.0,-66.0,34.0,34.0,38.0,-105.0,22.0,22.0,22.0,-100.0,0.0,-59.0,0.0,-220.0,34.0,34.0,75.0,-491.0,False,65536.0,6.0,505296414.0,644.0,136.0,347106408.0,566.0,89.0
13,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_13.txt,22.0,22.0,22.0,-103.0,0.0,-4.0,0.0,-203.0,0.0,-5.0,0.0,-141.0,0.0,-71.0,0.0,-255.0,22.0,22.0,22.0,-702.0,False,65536.0,16.0,407011500.0,580.0,113.0,357342300.0,554.0,111.0
14,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_14.txt,0.0,-1.0,0.0,-54.0,0.0,-17.0,0.0,-194.0,0.0,-4.0,0.0,-116.0,0.0,-65.0,0.0,-248.0,0.0,-1.0,0.0,-612.0,True,65536.0,3.0,665940660.0,677.0,151.0,446396832.0,592.0,108.0
15,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_15.txt,17.0,17.0,17.0,-224.0,16.0,16.0,16.0,-19.0,0.0,-19.0,0.0,-173.0,0.0,-44.0,0.0,-196.0,17.0,17.0,33.0,-612.0,False,65536.0,9.0,609337080.0,649.0,139.0,414006390.0,587.0,95.0
16,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_16.txt,0.0,-88.0,0.0,-298.0,0.0,-66.0,0.0,-228.0,0.0,-57.0,0.0,-307.0,0.0,-53.0,0.0,-288.0,0.0,-53.0,0.0,-1121.0,True,65536.0,38.0,820192320.0,680.0,156.0,820192320.0,680.0,144.0
17,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_17.txt,26.0,26.0,26.0,-189.0,20.0,20.0,20.0,-281.0,39.0,39.0,39.0,-12.0,0.0,-58.0,0.0,-376.0,39.0,39.0,85.0,-858.0,False,65536.0,6.0,646810569.0,654.0,141.0,562125060.0,654.0,98.0
18,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_18.txt,35.0,35.0,35.0,-127.0,0.0,-21.0,0.0,-216.0,0.0,-47.0,0.0,-308.0,0.0,-57.0,0.0,-231.0,35.0,35.0,35.0,-882.0,False,65536.0,26.0,448948500.0,598.0,135.0,361189976.0,572.0,97.0
19,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_19.txt,29.0,29.0,29.0,-78.0,0.0,-73.0,0.0,-337.0,14.0,14.0,17.0,-164.0,95.0,95.0,95.0,51.0,95.0,95.0,141.0,-528.0,False,65536.0,17.0,720385200.0,685.0,152.0,394356363.0,582.0,93.0
20,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_20.txt,0.0,-13.0,0.0,-256.0,0.0,-76.0,0.0,-301.0,0.0,-16.0,0.0,-248.0,0.0,-69.0,0.0,-331.0,0.0,-13.0,0.0,-1136.0,True,65536.0,18.0,979891068.0,731.0,169.0,979891068.0,708.0,169.0
21,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_21.txt,2.0,2.0,2.0,-132.0,37.0,37.0,37.0,-87.0,0.0,-14.0,0.0,-115.0,0.0,-98.0,0.0,-326.0,37.0,37.0,39.0,-660.0,False,65536.0,7.0,819328000.0,689.0,160.0,615715520.0,638.0,133.0
22,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_22.txt,0.0,-17.0,0.0,-171.0,0.0,-59.0,0.0,-209.0,0.0,-37.0,0.0,-276.0,0.0,-92.0,0.0,-359.0,0.0,-17.0,0.0,-1015.0,True,65536.0,17.0,604169280.0,665.0,132.0,589516928.0,637.0,107.0
23,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_23.txt,92.0,92.0,92.0,-64.0,145.0,145.0,145.0,7.0,15.0,15.0,15.0,-156.0,0.0,-57.0,0.0,-247.0,145.0,145.0,252.0,-460.0,False,65536.0,8.0,808362828.0,690.0,148.0,189629440.0,546.0,40.0
24,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_24.txt,0.0,-20.0,0.0,-377.0,22.0,22.0,22.0,-159.0,0.0,-2.0,0.0,-423.0,55.0,55.0,55.0,46.0,55.0,55.0,77.0,-913.0,False,65536.0,13.0,519091794.0,668.0,124.0,329627340.0,644.0,63.0
25,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_25.txt,77.0,77.0,77.0,-79.0,11.0,11.0,11.0,-118.0,52.0,52.0,52.0,-117.0,0.0,-77.0,0.0,-261.0,77.0,77.0,140.0,-575.0,False,65536.0,13.0,326025000.0,549.0,125.0,153890424.0,475.0,57.0
26,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_26.txt,0.0,-8.0,0.0,-214.0,2.0,2.0,2.0,-53.0,20.0,20.0,20.0,-124.0,0.0,-36.0,0.0,-233.0,20.0,20.0,22.0,-624.0,False,65536.0,16.0,664436052.0,709.0,134.0,449709480.0,600.0,99.0
27,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_27.txt,0.0,-22.0,0.0,-162.0,0.0,-20.0,0.0,-146.0,0.0,-4.0,0.0,-66.0,23.0,23.0,42.0,-75.0,23.0,23.0,42.0,-449.0,False,65536.0,9.0,243416340.0,545.0,114.0,144417000.0,448.0,78.0
28,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_28.txt,26.0,26.0,50.0,-55.0,0.0,-91.0,0.0,-395.0,0.0,-27.0,0.0,-124.0,0.0,-52.0,0.0,-287.0,26.0,26.0,50.0,-861.0,False,65536.0,12.0,403981200.0,610.0,109.0,353577252.0,581.0,92.0
29,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_29.txt,0.0,-61.0,0.0,-254.0,33.0,33.0,33.0,-3.0,37.0,37.0,37.0,-125.0,0.0,-6.0,0.0,-112.0,37.0,37.0,70.0,-494.0,False,65536.0,10.0,559319040.0,632.0,136.0,301194882.0,547.0,83.0
30,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_30.txt,53.0,53.0,53.0,-97.0,0.0,-135.0,0.0,-453.0,0.0,-52.0,0.0,-227.0,10.0,10.0,10.0,-80.0,53.0,53.0,63.0,-857.0,False,65536.0,22.0,831797504.0,701.0,152.0,518833000.0,624.0,95.0
31,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_31.txt,0.0,-27.0,0.0,-187.0,21.0,21.0,21.0,-145.0,0.0,-118.0,0.0,-379.0,0.0,-37.0,0.0,-246.0,21.0,21.0,21.0,-957.0,False,65536.0,17.0,470171520.0,620.0,127.0,470171520.0,604.0,108.0
32,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_32.txt,0.0,-16.0,0.0,-400.0,0.0,-89.0,0.0,-499.0,79.0,79.0,102.0,-65.0,26.0,26.0,26.0,-115.0,79.0,79.0,128.0,-1079.0,False,65536.0,21.0,653747232.0,672.0,129.0,512202240.0,664.0,94.0
33,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_33.txt,85.0,85.0,148.0,21.0,12.0,12.0,12.0,-337.0,5.0,5.0,5.0,-401.0,110.0,110.0,180.0,180.0,110.0,110.0,345.0,-537.0,False,65536.0,9.0,172358550.0,539.0,98.0,7807800.0,482.0,5.0
34,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_34.txt,0.0,-15.0,0.0,-123.0,0.0,-36.0,0.0,-244.0,0.0,-93.0,0.0,-305.0,0.0,-41.0,0.0,-166.0,0.0,-15.0,0.0,-838.0,True,65536.0,7.0,500023866.0,630.0,129.0,451863980.0,593.0,115.0
35,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_35.txt,0.0,-83.0,0.0,-311.0,24.0,24.0,24.0,-17.0,0.0,-49.0,0.0,-184.0,0.0,-10.0,0.0,-182.0,24.0,24.0,24.0,-694.0,False,65536.0,9.0,593017260.0,638.0,133.0,593017260.0,634.0,118.0
36,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_36.txt,23.0,23.0,23.0,-162.0,0.0,-17.0,0.0,-196.0,0.0,-53.0,0.0,-214.0,0.0,-20.0,0.0,-186.0,23.0,23.0,23.0,-758.0,False,65536.0,12.0,744775680.0,688.0,156.0,688093440.0,649.0,148.0
37,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_37.txt,76.0,76.0,149.0,-147.0,222.0,222.0,243.0,130.0,0.0,-58.0,0.0,-642.0,52.0,52.0,52.0,-491.0,222.0,222.0,444.0,-1150.0,False,65536.0,14.0,394405440.0,642.0,130.0,0.0,642.0,0.0
38,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_38.txt,156.0,156.0,201.0,161.0,79.0,79.0,79.0,-194.0,18.0,18.0,18.0,-145.0,0.0,-12.0,0.0,-280.0,156.0,156.0,298.0,-458.0,False,65536.0,2.0,649325600.0,666.0,127.0,245548800.0,533.0,84.0
39,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_39.txt,0.0,-8.0,0.0,-148.0,0.0,-26.0,0.0,-157.0,0.0,-91.0,0.0,-311.0,0.0,-75.0,0.0,-311.0,0.0,-8.0,0.0,-927.0,True,65536.0,13.0,507072912.0,624.0,142.0,507072912.0,608.0,123.0
40,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_40.txt,0.0,-47.0,0.0,-213.0,0.0,-53.0,0.0,-209.0,0.0,-24.0,0.0,-268.0,0.0,-21.0,0.0,-238.0,0.0,-21.0,0.0,-928.0,True,65536.0,10.0,651960318.0,643.0,139.0,651960318.0,643.0,139.0
41,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_41.txt,0.0,-45.0,0.0,-153.0,0.0,-6.0,0.0,-32.0,0.0,-20.0,0.0,-84.0,13.0,13.0,13.0,-134.0,13.0,13.0,13.0,-403.0,False,65536.0,8.0,299897136.0,560.0,119.0,154135872.0,455.0,81.0
42,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_42.txt,96.0,96.0,96.0,-14.0,50.0,50.0,63.0,-8.0,0.0,-9.0,0.0,-99.0,0.0,-48.0,0.0,-195.0,96.0,96.0,159.0,-316.0,False,65536.0,5.0,323598240.0,655.0,108.0,114433970.0,463.0,46.0
43,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_43.txt,0.0,-60.0,0.0,-223.0,0.0,-46.0,0.0,-176.0,0.0,-12.0,0.0,-232.0,0.0,-36.0,0.0,-260.0,0.0,-12.0,0.0,-891.0,True,65536.0,12.0,356304960.0,569.0,108.0,348753600.0,556.0,108.0
44,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_44.txt,8.0,8.0,8.0,-159.0,0.0,-52.0,0.0,-241.0,22.0,22.0,22.0,-231.0,0.0,-25.0,0.0,-163.0,22.0,22.0,30.0,-794.0,False,65536.0,7.0,505128960.0,625.0,120.0,428156928.0,599.0,89.0
45,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_45.txt,113.0,113.0,137.0,-22.0,12.0,12.0,12.0,-366.0,0.0,-13.0,0.0,-344.0,49.0,49.0,88.0,67.0,113.0,113.0,237.0,-665.0,False,65536.0,7.0,478720000.0,622.0,128.0,142110192.0,551.0,46.0
46,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_46.txt,129.0,129.0,129.0,-7.0,56.0,56.0,56.0,-144.0,0.0,-27.0,0.0,-348.0,5.0,5.0,5.0,-325.0,129.0,129.0,190.0,-824.0,False,65536.0,14.0,597391938.0,639.0,143.0,257535720.0,579.0,72.0
47,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_47.txt,45.0,45.0,86.0,2.0,109.0,109.0,182.0,100.0,0.0,-64.0,0.0,-319.0,0.0,-23.0,0.0,-268.0,109.0,109.0,268.0,-485.0,False,65536.0,10.0,314588043.0,550.0,123.0,188465940.0,506.0,78.0
48,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_48.txt,39.0,39.0,40.0,2.0,0.0,-16.0,0.0,-107.0,0.0,-1.0,0.0,-115.0,0.0,-72.0,0.0,-267.0,39.0,39.0,40.0,-487.0,False,65536.0,4.0,339930976.0,597.0,107.0,171880688.0,473.0,74.0
49,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_49.txt,20.0,20.0,20.0,-157.0,0.0,-57.0,0.0,-201.0,0.0,-19.0,0.0,-230.0,39.0,39.0,52.0,-7.0,39.0,39.0,72.0,-595.0,False,65536.0,8.0,715635000.0,688.0,143.0,362957760.0,586.0,96.0
50,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_50.txt,0.0,-53.0,0.0,-300.0,27.0,27.0,27.0,-9.0,22.0,22.0,31.0,-120.0,0.0,-36.0,0.0,-340.0,27.0,27.0,58.0,-769.0,False,65536.0,6.0,260177280.0,585.0,105.0,171663360.0,530.0,64.0
51,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_51.txt,123.0,123.0,289.0,289.0,0.0,-19.0,0.0,-237.0,0.0,-14.0,0.0,-287.0,0.0,-45.0,0.0,-353.0,123.0,123.0,289.0,-588.0,False,65536.0,13.0,395857000.0,588.0,106.0,162603045.0,524.0,57.0
52,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_52.txt,25.0,25.0,25.0,-70.0,59.0,59.0,59.0,-16.0,103.0,103.0,112.0,85.0,0.0,-46.0,0.0,-239.0,103.0,103.0,196.0,-240.0,False,65536.0,14.0,429516832.0,601.0,127.0,108007515.0,438.0,73.0
53,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_53.txt,46.0,46.0,82.0,-18.0,85.0,85.0,85.0,-15.0,18.0,18.0,18.0,-146.0,0.0,-54.0,0.0,-331.0,85.0,85.0,185.0,-510.0,False,65536.0,9.0,340600260.0,597.0,107.0,101161728.0,467.0,48.0
54,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_54.txt,47.0,47.0,47.0,-101.0,55.0,55.0,55.0,-24.0,76.0,76.0,76.0,-19.0,0.0,-68.0,0.0,-227.0,76.0,76.0,178.0,-371.0,False,65536.0,3.0,190323840.0,513.0,99.0,47469240.0,433.0,18.0
55,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_55.txt,0.0,-65.0,0.0,-230.0,0.0,-63.0,0.0,-333.0,0.0,-42.0,0.0,-205.0,0.0,-101.0,0.0,-342.0,0.0,-42.0,0.0,-1110.0,True,65536.0,15.0,816414800.0,686.0,142.0,816414800.0,680.0,142.0
56,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_56.txt,0.0,-51.0,0.0,-250.0,34.0,34.0,34.0,-144.0,16.0,16.0,16.0,-146.0,54.0,54.0,54.0,-69.0,54.0,54.0,104.0,-609.0,False,65536.0,11.0,285650064.0,561.0,113.0,145418880.0,504.0,40.0
57,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_57.txt,0.0,-9.0,0.0,-233.0,0.0,-25.0,0.0,-227.0,0.0,-4.0,0.0,-130.0,0.0,-41.0,0.0,-196.0,0.0,-4.0,0.0,-786.0,True,65536.0,8.0,850687488.0,703.0,152.0,649203198.0,641.0,141.0
58,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_58.txt,97.0,97.0,97.0,-8.0,25.0,25.0,39.0,-63.0,0.0,-47.0,0.0,-358.0,0.0,-10.0,0.0,-165.0,97.0,97.0,136.0,-594.0,False,65536.0,1.0,608803008.0,666.0,138.0,359082592.0,576.0,82.0
59,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_59.txt,169.0,169.0,169.0,112.0,109.0,109.0,109.0,-99.0,0.0,-173.0,0.0,-533.0,72.0,72.0,72.0,-102.0,169.0,169.0,350.0,-622.0,False,65536.0,12.0,389050704.0,612.0,124.0,0.0,533.0,0.0
60,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_60.txt,23.0,23.0,23.0,-143.0,52.0,52.0,52.0,-81.0,0.0,-103.0,0.0,-329.0,33.0,33.0,40.0,-1.0,52.0,52.0,115.0,-554.0,False,65536.0,10.0,282810396.0,599.0,103.0,141297228.0,509.0,37.0
61,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_61.txt,0.0,-31.0,0.0,-271.0,0.0,-45.0,0.0,-172.0,0.0,-50.0,0.0,-349.0,0.0,-80.0,0.0,-380.0,0.0,-31.0,0.0,-1172.0,True,65536.0,20.0,593080320.0,642.0,128.0,593080320.0,633.0,128.0
62,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_62.txt,11.0,11.0,11.0,-56.0,0.0,-35.0,0.0,-194.0,0.0,-39.0,0.0,-211.0,0.0,-10.0,0.0,-99.0,11.0,11.0,11.0,-560.0,False,65536.0,6.0,436283848.0,666.0,118.0,270683535.0,530.0,101.0
63,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_63.txt,135.0,135.0,185.0,129.0,22.0,22.0,22.0,-254.0,0.0,-59.0,0.0,-394.0,0.0,-91.0,0.0,-460.0,135.0,135.0,207.0,-979.0,False,65536.0,11.0,590881500.0,658.0,143.0,451072160.0,658.0,88.0
64,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_64.txt,135.0,135.0,202.0,73.0,0.0,-114.0,0.0,-492.0,95.0,95.0,95.0,-255.0,0.0,-12.0,0.0,-233.0,135.0,135.0,297.0,-907.0,False,65536.0,12.0,585760500.0,633.0,136.0,323190000.0,631.0,50.0
65,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_65.txt,0.0,-30.0,0.0,-140.0,0.0,-21.0,0.0,-136.0,0.0,-27.0,0.0,-152.0,2.0,2.0,2.0,-150.0,2.0,2.0,2.0,-578.0,False,65536.0,16.0,428694240.0,612.0,130.0,254713856.0,506.0,118.0
66,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_66.txt,0.0,-50.0,0.0,-160.0,9.0,9.0,9.0,-115.0,0.0,-10.0,0.0,-135.0,0.0,-50.0,0.0,-238.0,9.0,9.0,9.0,-648.0,False,65536.0,2.0,495489120.0,655.0,137.0,470661840.0,607.0,99.0
67,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_67.txt,41.0,41.0,41.0,-80.0,0.0,-104.0,0.0,-381.0,0.0,-15.0,0.0,-185.0,0.0,-12.0,0.0,-189.0,41.0,41.0,41.0,-835.0,False,65536.0,15.0,467535530.0,614.0,121.0,322167340.0,564.0,82.0
68,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_68.txt,130.0,130.0,130.0,-45.0,55.0,55.0,55.0,-136.0,112.0,112.0,112.0,-32.0,0.0,-36.0,0.0,-193.0,130.0,130.0,297.0,-406.0,False,65536.0,21.0,524455360.0,614.0,143.0,20603520.0,487.0,5.0
69,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_69.txt,0.0,-50.0,0.0,-330.0,65.0,65.0,155.0,155.0,34.0,34.0,34.0,-289.0,52.0,52.0,84.0,-133.0,65.0,65.0,273.0,-597.0,False,65536.0,12.0,327450600.0,604.0,123.0,134968400.0,559.0,38.0
70,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_70.txt,75.0,75.0,75.0,-62.0,0.0,-19.0,0.0,-188.0,34.0,34.0,34.0,-173.0,0.0,-70.0,0.0,-278.0,75.0,75.0,109.0,-701.0,False,65536.0,7.0,248446793.0,523.0,107.0,217129815.0,498.0,81.0
71,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_71.txt,0.0,-51.0,0.0,-264.0,0.0,-7.0,0.0,-133.0,0.0,-22.0,0.0,-124.0,0.0,-15.0,0.0,-207.0,0.0,-7.0,0.0,-728.0,True,65536.0,11.0,502721380.0,644.0,133.0,402339630.0,579.0,103.0
72,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_72.txt,23.0,23.0,23.0,-110.0,13.0,13.0,13.0,-102.0,40.0,40.0,40.0,-154.0,0.0,-26.0,0.0,-206.0,40.0,40.0,76.0,-572.0,False,65536.0,3.0,408548205.0,595.0,127.0,255594150.0,525.0,86.0
73,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_73.txt,0.0,-47.0,0.0,-141.0,14.0,14.0,14.0,-208.0,0.0,-17.0,0.0,-126.0,0.0,-62.0,0.0,-270.0,14.0,14.0,14.0,-745.0,False,65536.0,10.0,387444960.0,575.0,124.0,298230660.0,535.0,117.0
74,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_74.txt,0.0,-9.0,0.0,-92.0,0.0,-3.0,0.0,-190.0,0.0,-98.0,0.0,-409.0,4.0,4.0,4.0,-320.0,4.0,4.0,4.0,-1011.0,False,65536.0,13.0,522250560.0,636.0,126.0,432633600.0,621.0,96.0
75,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_75.txt,13.0,13.0,13.0,-179.0,17.0,17.0,17.0,-102.0,0.0,-59.0,0.0,-267.0,0.0,-59.0,0.0,-213.0,17.0,17.0,30.0,-761.0,False,65536.0,16.0,606462024.0,668.0,134.0,388681128.0,584.0,101.0
76,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_76.txt,69.0,69.0,69.0,-74.0,55.0,55.0,55.0,-266.0,0.0,-111.0,0.0,-461.0,27.0,27.0,30.0,-32.0,69.0,69.0,154.0,-833.0,False,65536.0,11.0,518874510.0,670.0,107.0,148587120.0,605.0,22.0
77,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_77.txt,0.0,-21.0,0.0,-124.0,62.0,62.0,62.0,-21.0,0.0,-32.0,0.0,-146.0,0.0,-71.0,0.0,-223.0,62.0,62.0,62.0,-514.0,False,65536.0,7.0,777105108.0,677.0,156.0,594415458.0,631.0,123.0
78,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_78.txt,84.0,84.0,84.0,-77.0,0.0,-21.0,0.0,-168.0,0.0,-19.0,0.0,-104.0,83.0,83.0,110.0,56.0,84.0,84.0,194.0,-293.0,False,65536.0,10.0,395010000.0,574.0,121.0,94446000.0,420.0,66.0
79,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_79.txt,0.0,-37.0,0.0,-245.0,23.0,23.0,23.0,-36.0,0.0,-27.0,0.0,-159.0,0.0,-45.0,0.0,-269.0,23.0,23.0,23.0,-709.0,False,65536.0,8.0,412698784.0,594.0,124.0,379152072.0,566.0,117.0
80,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_80.txt,27.0,27.0,27.0,-35.0,56.0,56.0,56.0,16.0,0.0,-3.0,0.0,-113.0,44.0,44.0,54.0,-13.0,56.0,56.0,137.0,-145.0,False,65536.0,2.0,477322560.0,602.0,143.0,23285070.0,299.0,34.0
