Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_11.txt,96.0,96.0,184.0,184.0,21.0,21.0,21.0,-189.0,96.0,96.0,96.0,-33.0,0.0,-27.0,0.0,-187.0,96.0,96.0,301.0,-225.0,False,4096.0,0.0,181858595.0,501.0,95.0,32637440.0,359.0,44.0
12,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_12.txt,39.0,39.0,93.0,93.0,0.0,-17.0,0.0,-183.0,2.0,2.0,2.0,-252.0,0.0,-69.0,0.0,-333.0,39.0,39.0,95.0,-675.0,False,4096.0,0.0,94467912.0,424.0,83.0,60402752.0,418.0,32.0
13,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_13.txt,61.0,61.0,114.0,85.0,25.0,25.0,25.0,-190.0,0.0,-26.0,0.0,-244.0,0.0,-23.0,0.0,-214.0,61.0,61.0,139.0,-563.0,False,4096.0,0.0,128388624.0,469.0,94.0,35457240.0,372.0,35.0
14,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_14.txt,33.0,33.0,33.0,-47.0,64.0,64.0,64.0,10.0,17.0,17.0,17.0,-128.0,0.0,-19.0,0.0,-157.0,64.0,64.0,114.0,-322.0,False,4096.0,1.0,48960000.0,394.0,65.0,5107480.0,294.0,7.0
15,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_15.txt,19.0,19.0,19.0,-400.0,0.0,-55.0,0.0,-490.0,182.0,182.0,288.0,288.0,5.0,5.0,5.0,-344.0,182.0,182.0,312.0,-946.0,False,4096.0,0.0,52155950.0,490.0,53.0,0.0,490.0,0.0
16,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_16.txt,72.0,72.0,72.0,-13.0,12.0,12.0,21.0,3.0,0.0,-21.0,0.0,-241.0,0.0,-11.0,0.0,-201.0,72.0,72.0,93.0,-452.0,False,4096.0,0.0,175988736.0,513.0,88.0,104591520.0,435.0,71.0
17,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_17.txt,68.0,68.0,68.0,-2.0,7.0,7.0,7.0,-127.0,0.0,-39.0,0.0,-291.0,0.0,-58.0,0.0,-262.0,68.0,68.0,75.0,-682.0,False,4096.0,0.0,216000694.0,516.0,91.0,212047654.0,511.0,82.0
18,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_18.txt,11.0,11.0,11.0,-114.0,0.0,-13.0,0.0,-99.0,0.0,-18.0,0.0,-91.0,16.0,16.0,16.0,-21.0,16.0,16.0,27.0,-325.0,False,4096.0,0.0,137100600.0,471.0,92.0,59453040.0,365.0,61.0
19,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_19.txt,58.0,58.0,99.0,15.0,16.0,16.0,16.0,-68.0,0.0,-19.0,0.0,-242.0,0.0,-17.0,0.0,-261.0,58.0,58.0,115.0,-556.0,False,4096.0,0.0,129973998.0,493.0,87.0,86110750.0,459.0,50.0
20,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_20.txt,102.0,102.0,102.0,-35.0,64.0,64.0,64.0,-75.0,0.0,-78.0,0.0,-308.0,0.0,-18.0,0.0,-195.0,102.0,102.0,166.0,-613.0,False,4096.0,2.0,143046288.0,478.0,98.0,58952096.0,421.0,28.0
21,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_21.txt,91.0,91.0,91.0,-54.0,124.0,124.0,124.0,-2.0,0.0,-140.0,0.0,-467.0,67.0,67.0,67.0,-9.0,124.0,124.0,282.0,-532.0,False,4096.0,0.0,145662012.0,490.0,87.0,0.0,467.0,0.0
22,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_22.txt,50.0,50.0,50.0,-4.0,93.0,93.0,101.0,53.0,73.0,73.0,73.0,-234.0,0.0,-17.0,0.0,-338.0,93.0,93.0,224.0,-523.0,False,4096.0,0.0,204543360.0,514.0,94.0,42748320.0,458.0,16.0
23,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_23.txt,11.0,11.0,11.0,-122.0,0.0,-26.0,0.0,-212.0,44.0,44.0,53.0,41.0,0.0,-14.0,0.0,-128.0,44.0,44.0,64.0,-421.0,False,4096.0,0.0,90344800.0,435.0,80.0,80170272.0,408.0,57.0
24,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_24.txt,0.0,-86.0,0.0,-371.0,0.0,-28.0,0.0,-302.0,3.0,3.0,3.0,-186.0,37.0,37.0,48.0,48.0,37.0,37.0,51.0,-811.0,False,4096.0,0.0,248751072.0,527.0,94.0,248751072.0,527.0,92.0
25,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_25.txt,70.0,70.0,95.0,95.0,0.0,-3.0,0.0,-193.0,0.0,-19.0,0.0,-204.0,0.0,-14.0,0.0,-131.0,70.0,70.0,95.0,-433.0,False,4096.0,0.0,247241808.0,529.0,97.0,161115060.0,472.0,94.0
26,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_26.txt,73.0,73.0,137.0,135.0,0.0,-14.0,0.0,-201.0,0.0,0.0,0.0,-197.0,17.0,17.0,25.0,-90.0,73.0,73.0,162.0,-353.0,False,4096.0,1.0,36285480.0,362.0,56.0,9372440.0,331.0,11.0
27,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_27.txt,0.0,-78.0,0.0,-339.0,14.0,14.0,14.0,-98.0,88.0,88.0,96.0,4.0,0.0,-38.0,0.0,-289.0,88.0,88.0,110.0,-722.0,False,4096.0,2.0,111345300.0,461.0,85.0,88901670.0,433.0,46.0
28,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_28.txt,47.0,47.0,47.0,-196.0,24.0,24.0,24.0,-212.0,66.0,66.0,103.0,93.0,5.0,5.0,5.0,-246.0,66.0,66.0,179.0,-561.0,False,4096.0,0.0,135963520.0,449.0,86.0,41277600.0,403.0,42.0
29,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_29.txt,41.0,41.0,65.0,30.0,0.0,-67.0,0.0,-286.0,0.0,-44.0,0.0,-265.0,22.0,22.0,22.0,-113.0,41.0,41.0,87.0,-634.0,False,4096.0,0.0,150765648.0,474.0,88.0,139413120.0,465.0,70.0
30,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_30.txt,14.0,14.0,17.0,-67.0,40.0,40.0,65.0,-2.0,0.0,-20.0,0.0,-322.0,0.0,-10.0,0.0,-323.0,40.0,40.0,82.0,-714.0,False,4096.0,0.0,236649600.0,521.0,96.0,184615200.0,516.0,63.0
31,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_31.txt,0.0,-68.0,0.0,-506.0,228.0,228.0,386.0,386.0,19.0,19.0,19.0,-342.0,30.0,30.0,30.0,-274.0,228.0,228.0,435.0,-736.0,False,4096.0,0.0,208906140.0,506.0,95.0,0.0,506.0,0.0
32,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_32.txt,141.0,141.0,245.0,194.0,39.0,39.0,39.0,-374.0,143.0,143.0,153.0,-43.0,0.0,-71.0,0.0,-496.0,143.0,143.0,437.0,-719.0,False,4096.0,1.0,196782048.0,496.0,93.0,0.0,496.0,0.0
33,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_33.txt,0.0,-34.0,0.0,-169.0,0.0,-24.0,0.0,-157.0,0.0,-4.0,0.0,-36.0,90.0,90.0,165.0,158.0,90.0,90.0,165.0,-204.0,False,4096.0,0.0,148288896.0,455.0,96.0,71265600.0,370.0,75.0
34,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_34.txt,61.0,61.0,113.0,38.0,0.0,-4.0,0.0,-310.0,0.0,-23.0,0.0,-246.0,74.0,74.0,138.0,43.0,74.0,74.0,251.0,-475.0,False,4096.0,1.0,162578076.0,489.0,92.0,62208000.0,425.0,36.0
35,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_35.txt,1.0,1.0,1.0,-53.0,32.0,32.0,32.0,-206.0,0.0,-19.0,0.0,-231.0,5.0,5.0,6.0,-18.0,32.0,32.0,39.0,-508.0,False,4096.0,0.0,133857504.0,448.0,87.0,89958000.0,421.0,55.0
36,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_36.txt,57.0,57.0,87.0,87.0,0.0,-27.0,0.0,-199.0,52.0,52.0,52.0,-53.0,0.0,-85.0,0.0,-341.0,57.0,57.0,139.0,-506.0,False,4096.0,3.0,143603712.0,453.0,96.0,111408960.0,432.0,65.0
37,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_37.txt,117.0,117.0,183.0,89.0,88.0,88.0,173.0,115.0,18.0,18.0,18.0,-145.0,0.0,-55.0,0.0,-273.0,117.0,117.0,374.0,-214.0,False,4096.0,0.0,162956288.0,491.0,91.0,4838472.0,350.0,4.0
38,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_38.txt,22.0,22.0,42.0,11.0,3.0,3.0,3.0,-120.0,20.0,20.0,20.0,-125.0,0.0,-20.0,0.0,-144.0,22.0,22.0,65.0,-378.0,False,4096.0,0.0,31577650.0,323.0,65.0,22288500.0,297.0,45.0
39,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_39.txt,0.0,-19.0,0.0,-148.0,61.0,61.0,101.0,29.0,29.0,29.0,29.0,-165.0,0.0,-37.0,0.0,-253.0,61.0,61.0,130.0,-537.0,False,4096.0,0.0,59532648.0,403.0,75.0,54684000.0,382.0,48.0
40,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_40.txt,38.0,38.0,64.0,64.0,76.0,76.0,136.0,78.0,0.0,-83.0,0.0,-262.0,0.0,-21.0,0.0,-312.0,76.0,76.0,200.0,-432.0,False,4096.0,0.0,194498304.0,510.0,85.0,116486720.0,443.0,64.0
41,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_41.txt,0.0,-5.0,0.0,-275.0,6.0,6.0,6.0,-252.0,151.0,151.0,198.0,198.0,0.0,-53.0,0.0,-355.0,151.0,151.0,204.0,-684.0,False,4096.0,0.0,175325964.0,506.0,86.0,121635132.0,506.0,69.0
42,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_42.txt,0.0,-50.0,0.0,-289.0,7.0,7.0,7.0,-184.0,0.0,-9.0,0.0,-204.0,77.0,77.0,83.0,83.0,77.0,77.0,90.0,-594.0,False,4096.0,0.0,95618880.0,440.0,80.0,79027200.0,430.0,48.0
43,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_43.txt,0.0,-72.0,0.0,-460.0,194.0,194.0,194.0,178.0,70.0,70.0,70.0,-241.0,67.0,67.0,68.0,-64.0,194.0,194.0,332.0,-587.0,False,4096.0,1.0,163954098.0,481.0,98.0,0.0,460.0,0.0
44,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_44.txt,54.0,54.0,100.0,-6.0,83.0,83.0,122.0,74.0,0.0,-44.0,0.0,-326.0,0.0,-89.0,0.0,-410.0,83.0,83.0,222.0,-668.0,False,4096.0,0.0,284058096.0,546.0,96.0,258658920.0,546.0,81.0
45,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_45.txt,123.0,123.0,123.0,66.0,89.0,89.0,107.0,-56.0,9.0,9.0,9.0,-131.0,0.0,-48.0,0.0,-226.0,123.0,123.0,239.0,-347.0,False,4096.0,1.0,128277262.0,470.0,83.0,877920.0,320.0,1.0
46,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_46.txt,61.0,61.0,61.0,-78.0,9.0,9.0,9.0,-140.0,0.0,-17.0,0.0,-200.0,0.0,-15.0,0.0,-278.0,61.0,61.0,70.0,-696.0,False,4096.0,0.0,266371560.0,542.0,91.0,266371560.0,542.0,90.0
47,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_47.txt,116.0,116.0,116.0,9.0,71.0,71.0,71.0,-35.0,0.0,-171.0,0.0,-549.0,41.0,41.0,41.0,-190.0,116.0,116.0,228.0,-765.0,False,4096.0,0.0,273586464.0,556.0,98.0,0.0,549.0,0.0
48,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_48.txt,89.0,89.0,89.0,24.0,0.0,-26.0,0.0,-207.0,0.0,-15.0,0.0,-228.0,55.0,55.0,55.0,-87.0,89.0,89.0,144.0,-498.0,False,4096.0,0.0,212849182.0,521.0,95.0,114655844.0,434.0,73.0
49,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_49.txt,45.0,45.0,45.0,-78.0,40.0,40.0,40.0,-197.0,35.0,35.0,35.0,-92.0,0.0,-53.0,0.0,-262.0,45.0,45.0,120.0,-629.0,False,4096.0,1.0,132088320.0,474.0,88.0,75074560.0,414.0,44.0
50,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_50.txt,66.0,66.0,80.0,13.0,0.0,-49.0,0.0,-233.0,0.0,-4.0,0.0,-167.0,0.0,-17.0,0.0,-231.0,66.0,66.0,80.0,-618.0,False,4096.0,1.0,142502976.0,513.0,96.0,142502976.0,444.0,96.0
51,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_51.txt,77.0,77.0,115.0,96.0,0.0,-19.0,0.0,-310.0,88.0,88.0,107.0,-26.0,0.0,-11.0,0.0,-304.0,88.0,88.0,222.0,-544.0,False,4096.0,0.0,160250160.0,492.0,93.0,29191680.0,435.0,20.0
52,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_52.txt,0.0,-48.0,0.0,-340.0,101.0,101.0,104.0,28.0,124.0,124.0,124.0,-49.0,66.0,66.0,66.0,-205.0,124.0,124.0,294.0,-566.0,False,4096.0,1.0,183648960.0,489.0,89.0,27825600.0,449.0,10.0
53,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_53.txt,0.0,-56.0,0.0,-326.0,96.0,96.0,133.0,133.0,20.0,20.0,20.0,-274.0,20.0,20.0,20.0,-182.0,96.0,96.0,173.0,-649.0,False,4096.0,2.0,136665144.0,467.0,83.0,88723431.0,466.0,53.0
54,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_54.txt,23.0,23.0,23.0,-50.0,25.0,25.0,25.0,-63.0,8.0,8.0,8.0,-230.0,0.0,-60.0,0.0,-323.0,25.0,25.0,56.0,-666.0,False,4096.0,1.0,174527220.0,479.0,89.0,159479990.0,475.0,74.0
55,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_55.txt,17.0,17.0,17.0,-100.0,23.0,23.0,23.0,-102.0,0.0,-49.0,0.0,-196.0,0.0,-65.0,0.0,-215.0,23.0,23.0,40.0,-613.0,False,4096.0,0.0,143022880.0,480.0,91.0,123065040.0,446.0,68.0
56,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_56.txt,83.0,83.0,83.0,-58.0,67.0,67.0,67.0,-96.0,0.0,-81.0,0.0,-386.0,78.0,78.0,78.0,-33.0,83.0,83.0,228.0,-573.0,False,4096.0,1.0,80994816.0,440.0,81.0,0.0,386.0,0.0
57,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_57.txt,92.0,92.0,186.0,186.0,41.0,41.0,41.0,-18.0,5.0,5.0,5.0,-127.0,0.0,-43.0,0.0,-173.0,92.0,92.0,232.0,-132.0,False,4096.0,0.0,89959870.0,432.0,86.0,7223040.0,288.0,11.0
58,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_58.txt,28.0,28.0,28.0,-187.0,77.0,77.0,194.0,194.0,0.0,-29.0,0.0,-255.0,0.0,-41.0,0.0,-330.0,77.0,77.0,222.0,-578.0,False,4096.0,0.0,151487000.0,479.0,88.0,115524750.0,479.0,67.0
59,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_59.txt,0.0,-53.0,0.0,-289.0,70.0,70.0,70.0,-76.0,107.0,107.0,125.0,15.0,0.0,-62.0,0.0,-390.0,107.0,107.0,195.0,-740.0,False,4096.0,0.0,243325082.0,519.0,97.0,207995494.0,515.0,71.0
60,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_60.txt,127.0,127.0,290.0,290.0,71.0,71.0,71.0,-78.0,0.0,-72.0,0.0,-387.0,53.0,53.0,53.0,-183.0,127.0,127.0,414.0,-358.0,False,4096.0,0.0,79783704.0,402.0,79.0,0.0,387.0,0.0
61,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_61.txt,93.0,93.0,93.0,42.0,0.0,-78.0,0.0,-331.0,0.0,-10.0,0.0,-69.0,0.0,-24.0,0.0,-194.0,93.0,93.0,93.0,-552.0,False,4096.0,0.0,143271310.0,499.0,91.0,121671277.0,444.0,83.0
62,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_62.txt,0.0,-22.0,0.0,-170.0,0.0,-1.0,0.0,-72.0,0.0,-1.0,0.0,-131.0,0.0,-18.0,0.0,-175.0,0.0,-1.0,0.0,-548.0,True,4096.0,1.0,142036224.0,455.0,86.0,142036224.0,446.0,86.0
63,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_63.txt,70.0,70.0,110.0,17.0,36.0,36.0,36.0,-220.0,0.0,-23.0,0.0,-238.0,0.0,-7.0,0.0,-168.0,70.0,70.0,146.0,-609.0,False,4096.0,0.0,130134249.0,500.0,90.0,56312901.0,444.0,27.0
64,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_64.txt,42.0,42.0,50.0,-93.0,0.0,-26.0,0.0,-192.0,0.0,-3.0,0.0,-187.0,57.0,57.0,95.0,67.0,57.0,57.0,145.0,-405.0,False,4096.0,0.0,162450288.0,486.0,98.0,104738088.0,431.0,62.0
65,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_65.txt,0.0,-11.0,0.0,-105.0,24.0,24.0,24.0,-82.0,5.0,5.0,5.0,-244.0,0.0,-86.0,0.0,-304.0,24.0,24.0,29.0,-735.0,False,4096.0,0.0,190702512.0,493.0,97.0,185613120.0,492.0,77.0
66,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_66.txt,85.0,85.0,151.0,123.0,0.0,-20.0,0.0,-229.0,0.0,-36.0,0.0,-192.0,0.0,-14.0,0.0,-160.0,85.0,85.0,151.0,-458.0,False,4096.0,0.0,199688580.0,526.0,91.0,149919224.0,452.0,91.0
67,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_67.txt,76.0,76.0,76.0,-110.0,90.0,90.0,161.0,83.0,0.0,-26.0,0.0,-293.0,0.0,-87.0,0.0,-300.0,90.0,90.0,237.0,-620.0,False,4096.0,0.0,254906925.0,540.0,96.0,85698756.0,441.0,39.0
68,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_68.txt,1.0,1.0,1.0,-31.0,0.0,-19.0,0.0,-243.0,28.0,28.0,28.0,-117.0,0.0,-15.0,0.0,-209.0,28.0,28.0,29.0,-600.0,False,4096.0,0.0,129781200.0,467.0,90.0,129781200.0,455.0,79.0
69,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_69.txt,5.0,5.0,5.0,-205.0,23.0,23.0,23.0,-12.0,47.0,47.0,71.0,69.0,0.0,-4.0,0.0,-236.0,47.0,47.0,99.0,-384.0,False,4096.0,0.0,128822400.0,459.0,72.0,57904704.0,401.0,38.0
70,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_70.txt,106.0,106.0,106.0,-64.0,122.0,122.0,122.0,38.0,69.0,69.0,69.0,-52.0,0.0,-114.0,0.0,-395.0,122.0,122.0,297.0,-473.0,False,4096.0,0.0,105212800.0,423.0,77.0,0.0,395.0,0.0
71,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_71.txt,33.0,33.0,33.0,-74.0,65.0,65.0,65.0,-221.0,0.0,-73.0,0.0,-304.0,21.0,21.0,21.0,-110.0,65.0,65.0,119.0,-709.0,False,4096.0,0.0,94664700.0,448.0,87.0,70084800.0,432.0,32.0
72,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_72.txt,68.0,68.0,111.0,36.0,11.0,11.0,11.0,-125.0,0.0,-80.0,0.0,-276.0,0.0,-44.0,0.0,-251.0,68.0,68.0,122.0,-616.0,False,4096.0,0.0,189563220.0,483.0,94.0,180289368.0,483.0,86.0
73,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_73.txt,29.0,29.0,55.0,55.0,0.0,-31.0,0.0,-230.0,0.0,-41.0,0.0,-217.0,0.0,-11.0,0.0,-213.0,29.0,29.0,55.0,-605.0,False,4096.0,0.0,228958488.0,533.0,96.0,153291204.0,492.0,54.0
74,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_74.txt,8.0,8.0,8.0,-74.0,15.0,15.0,15.0,-46.0,0.0,-39.0,0.0,-252.0,0.0,-17.0,0.0,-106.0,15.0,15.0,23.0,-478.0,False,4096.0,0.0,93174933.0,405.0,73.0,93174933.0,404.0,71.0
75,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_75.txt,114.0,114.0,141.0,105.0,80.0,80.0,105.0,29.0,24.0,24.0,24.0,-260.0,0.0,-37.0,0.0,-261.0,114.0,114.0,270.0,-387.0,False,4096.0,0.0,87047730.0,437.0,79.0,21687600.0,389.0,16.0
76,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_76.txt,87.0,87.0,147.0,31.0,0.0,-52.0,0.0,-385.0,2.0,2.0,2.0,-76.0,0.0,-2.0,0.0,-270.0,87.0,87.0,149.0,-700.0,False,4096.0,0.0,218287872.0,514.0,96.0,159131700.0,494.0,67.0
77,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_77.txt,0.0,-71.0,0.0,-275.0,0.0,-19.0,0.0,-255.0,77.0,77.0,77.0,29.0,27.0,27.0,27.0,-1.0,77.0,77.0,104.0,-502.0,False,4096.0,0.0,134887200.0,495.0,80.0,129956526.0,453.0,62.0
78,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_78.txt,76.0,76.0,76.0,-95.0,0.0,-42.0,0.0,-238.0,93.0,93.0,93.0,-53.0,0.0,-19.0,0.0,-323.0,93.0,93.0,169.0,-709.0,False,4096.0,1.0,229119642.0,525.0,99.0,131551695.0,490.0,45.0
79,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_79.txt,0.0,-18.0,0.0,-91.0,0.0,-29.0,0.0,-221.0,0.0,-31.0,0.0,-199.0,0.0,-19.0,0.0,-107.0,0.0,-18.0,0.0,-618.0,True,4096.0,1.0,161281344.0,479.0,85.0,157936800.0,461.0,85.0
80,uniform,outputs/agents_4/items_6/gpt4o/zero_shot1/output_80.txt,0.0,-16.0,0.0,-115.0,0.0,-69.0,0.0,-325.0,0.0,-57.0,0.0,-272.0,0.0,-39.0,0.0,-189.0,0.0,-16.0,0.0,-901.0,True,4096.0,2.0,269364150.0,531.0,97.0,269364150.0,531.0,97.0
