Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
22,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_22.txt,0.0,-63.0,0.0,-201.0,0.0,-29.0,0.0,-162.0,0.0,-146.0,0.0,-323.0,0.0,-29.0,0.0,-686.0,True,19683.0,190.0,14574420.0,736.0,215.0,12156100.0,692.0,215.0
23,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_23.txt,0.0,-298.0,0.0,-630.0,152.0,152.0,152.0,17.0,88.0,88.0,88.0,-114.0,152.0,152.0,240.0,-727.0,False,19683.0,143.0,7207200.0,638.0,172.0,0.0,630.0,0.0
24,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_24.txt,195.0,195.0,257.0,257.0,0.0,-78.0,0.0,-477.0,0.0,-37.0,0.0,-416.0,195.0,195.0,257.0,-636.0,False,19683.0,129.0,6640480.0,617.0,169.0,3948559.0,617.0,83.0
25,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_25.txt,10.0,10.0,10.0,-63.0,0.0,-45.0,0.0,-174.0,0.0,-75.0,0.0,-241.0,10.0,10.0,10.0,-478.0,False,19683.0,99.0,11143880.0,698.0,209.0,8268975.0,625.0,143.0
26,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_26.txt,0.0,-39.0,0.0,-128.0,0.0,-118.0,0.0,-249.0,0.0,-12.0,0.0,-80.0,0.0,-12.0,0.0,-457.0,True,19683.0,177.0,7405860.0,596.0,176.0,4966656.0,531.0,116.0
27,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_27.txt,0.0,-15.0,0.0,-35.0,17.0,17.0,17.0,-73.0,0.0,-86.0,0.0,-283.0,17.0,17.0,17.0,-391.0,False,19683.0,114.0,7193550.0,590.0,185.0,5274360.0,533.0,147.0
28,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_28.txt,44.0,44.0,44.0,-130.0,0.0,-168.0,0.0,-344.0,29.0,29.0,29.0,-141.0,44.0,44.0,73.0,-615.0,False,19683.0,153.0,10303260.0,667.0,202.0,7080404.0,624.0,107.0
29,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_29.txt,67.0,67.0,67.0,-239.0,65.0,65.0,65.0,47.0,0.0,-205.0,0.0,-605.0,67.0,67.0,132.0,-797.0,False,19683.0,132.0,12915315.0,750.0,221.0,9802044.0,750.0,97.0
30,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_30.txt,62.0,62.0,62.0,42.0,0.0,-20.0,0.0,-108.0,0.0,-89.0,0.0,-184.0,62.0,62.0,62.0,-250.0,False,19683.0,106.0,9340428.0,660.0,198.0,5283465.0,539.0,121.0
31,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_31.txt,0.0,-69.0,0.0,-190.0,0.0,-37.0,0.0,-150.0,0.0,-56.0,0.0,-245.0,0.0,-37.0,0.0,-585.0,True,19683.0,115.0,13264798.0,716.0,208.0,12027600.0,690.0,208.0
32,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_32.txt,28.0,28.0,28.0,18.0,5.0,5.0,5.0,-72.0,15.0,15.0,15.0,-45.0,28.0,28.0,48.0,-99.0,False,19683.0,71.0,6278784.0,559.0,170.0,3021510.0,434.0,138.0
33,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_33.txt,0.0,-57.0,0.0,-168.0,53.0,53.0,53.0,-16.0,0.0,-79.0,0.0,-308.0,53.0,53.0,53.0,-492.0,False,19683.0,127.0,15631254.0,754.0,218.0,11203500.0,679.0,194.0
34,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_34.txt,56.0,56.0,62.0,62.0,0.0,-89.0,0.0,-281.0,0.0,-13.0,0.0,-27.0,56.0,56.0,62.0,-246.0,False,19683.0,100.0,6287050.0,634.0,161.0,2770902.0,470.0,69.0
35,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_35.txt,63.0,63.0,63.0,-46.0,0.0,-42.0,0.0,-198.0,0.0,-32.0,0.0,-90.0,63.0,63.0,63.0,-334.0,False,19683.0,85.0,10213632.0,705.0,186.0,6249606.0,570.0,138.0
36,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_36.txt,0.0,-51.0,0.0,-219.0,0.0,-25.0,0.0,-122.0,0.0,-94.0,0.0,-257.0,0.0,-25.0,0.0,-598.0,True,19683.0,103.0,13364472.0,722.0,214.0,11636160.0,687.0,184.0
37,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_37.txt,0.0,-15.0,0.0,-129.0,0.0,-43.0,0.0,-152.0,0.0,-114.0,0.0,-237.0,0.0,-15.0,0.0,-518.0,True,19683.0,96.0,9129120.0,632.0,197.0,9129120.0,629.0,190.0
38,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_38.txt,0.0,-72.0,0.0,-245.0,0.0,-47.0,0.0,-204.0,0.0,-139.0,0.0,-362.0,0.0,-47.0,0.0,-811.0,True,19683.0,178.0,11137392.0,683.0,203.0,11137392.0,683.0,168.0
39,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_39.txt,0.0,-55.0,0.0,-151.0,14.0,14.0,14.0,-52.0,0.0,-72.0,0.0,-177.0,14.0,14.0,14.0,-380.0,False,19683.0,88.0,6847404.0,586.0,174.0,4751500.0,518.0,125.0
40,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_40.txt,0.0,-107.0,0.0,-323.0,0.0,-91.0,0.0,-288.0,47.0,47.0,47.0,-76.0,47.0,47.0,47.0,-687.0,False,19683.0,189.0,10689800.0,665.0,215.0,8889498.0,636.0,178.0
41,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_41.txt,0.0,-25.0,0.0,-87.0,16.0,16.0,16.0,-110.0,0.0,-87.0,0.0,-215.0,16.0,16.0,16.0,-412.0,False,19683.0,87.0,8506095.0,649.0,181.0,6690112.0,569.0,172.0
42,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_42.txt,146.0,146.0,212.0,212.0,0.0,-27.0,0.0,-194.0,0.0,-22.0,0.0,-185.0,146.0,146.0,212.0,-167.0,False,19683.0,23.0,6478731.0,587.0,177.0,3702816.0,509.0,104.0
43,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_43.txt,0.0,-54.0,0.0,-111.0,0.0,-35.0,0.0,-169.0,0.0,-126.0,0.0,-292.0,0.0,-35.0,0.0,-572.0,True,19683.0,158.0,7339000.0,585.0,179.0,7000400.0,577.0,172.0
44,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_44.txt,0.0,-6.0,0.0,-156.0,0.0,-50.0,0.0,-238.0,0.0,-122.0,0.0,-328.0,0.0,-6.0,0.0,-722.0,True,19683.0,133.0,11321002.0,711.0,193.0,10321668.0,678.0,148.0
45,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_45.txt,0.0,-29.0,0.0,-180.0,1.0,1.0,1.0,-158.0,0.0,-181.0,0.0,-380.0,1.0,1.0,1.0,-718.0,False,19683.0,125.0,12667395.0,717.0,219.0,12667395.0,717.0,169.0
46,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_46.txt,0.0,-141.0,0.0,-418.0,0.0,-8.0,0.0,-245.0,72.0,72.0,72.0,1.0,72.0,72.0,72.0,-662.0,False,19683.0,120.0,12171996.0,708.0,193.0,8584086.0,666.0,133.0
47,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_47.txt,0.0,-40.0,0.0,-123.0,0.0,-33.0,0.0,-190.0,0.0,-77.0,0.0,-249.0,0.0,-33.0,0.0,-562.0,True,19683.0,138.0,15743056.0,763.0,232.0,12582288.0,712.0,174.0
48,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_48.txt,84.0,84.0,99.0,99.0,35.0,35.0,35.0,-151.0,0.0,-110.0,0.0,-265.0,84.0,84.0,134.0,-317.0,False,19683.0,99.0,10067379.0,661.0,203.0,5738148.0,568.0,117.0
49,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_49.txt,0.0,-56.0,0.0,-115.0,40.0,40.0,40.0,-99.0,0.0,-57.0,0.0,-194.0,40.0,40.0,40.0,-408.0,False,19683.0,114.0,11295284.0,742.0,200.0,7254315.0,585.0,163.0
50,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_50.txt,46.0,46.0,46.0,-50.0,0.0,-22.0,0.0,-136.0,0.0,-23.0,0.0,-140.0,46.0,46.0,46.0,-326.0,False,19683.0,74.0,9583420.0,683.0,188.0,6249138.0,580.0,123.0
51,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_51.txt,0.0,-233.0,0.0,-505.0,71.0,71.0,71.0,-76.0,0.0,-19.0,0.0,-151.0,71.0,71.0,71.0,-732.0,False,19683.0,133.0,11151200.0,714.0,201.0,8619072.0,714.0,88.0
52,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_52.txt,0.0,-103.0,0.0,-241.0,0.0,-139.0,0.0,-324.0,0.0,-28.0,0.0,-150.0,0.0,-28.0,0.0,-715.0,True,19683.0,155.0,9519380.0,640.0,191.0,9519380.0,640.0,188.0
53,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_53.txt,60.0,60.0,60.0,-23.0,97.0,97.0,97.0,69.0,0.0,-113.0,0.0,-234.0,97.0,97.0,157.0,-188.0,False,19683.0,38.0,7408632.0,650.0,185.0,5029440.0,534.0,130.0
54,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_54.txt,0.0,-14.0,0.0,-195.0,0.0,-202.0,0.0,-430.0,0.0,-76.0,0.0,-166.0,0.0,-14.0,0.0,-791.0,True,19683.0,271.0,10948080.0,682.0,192.0,9506490.0,642.0,174.0
55,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_55.txt,0.0,-76.0,0.0,-161.0,0.0,-41.0,0.0,-196.0,0.0,-21.0,0.0,-156.0,0.0,-21.0,0.0,-513.0,True,19683.0,101.0,16988790.0,793.0,249.0,13960128.0,727.0,221.0
56,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_56.txt,0.0,-24.0,0.0,-95.0,0.0,-15.0,0.0,-145.0,0.0,-51.0,0.0,-223.0,0.0,-15.0,0.0,-463.0,True,19683.0,70.0,10158421.0,670.0,198.0,9141000.0,647.0,150.0
57,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_57.txt,0.0,-15.0,0.0,-37.0,35.0,35.0,35.0,-113.0,0.0,-91.0,0.0,-267.0,35.0,35.0,35.0,-417.0,False,19683.0,155.0,9748640.0,648.0,194.0,5613048.0,565.0,111.0
58,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_58.txt,26.0,26.0,26.0,-171.0,0.0,-85.0,0.0,-309.0,0.0,-23.0,0.0,-56.0,26.0,26.0,26.0,-536.0,False,19683.0,98.0,13679500.0,722.0,218.0,9930375.0,661.0,175.0
59,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_59.txt,0.0,-28.0,0.0,-215.0,0.0,-84.0,0.0,-247.0,0.0,-45.0,0.0,-181.0,0.0,-28.0,0.0,-643.0,True,19683.0,276.0,13367640.0,735.0,220.0,9211552.0,638.0,164.0
60,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_60.txt,0.0,-41.0,0.0,-97.0,6.0,6.0,6.0,-150.0,0.0,-137.0,0.0,-358.0,6.0,6.0,6.0,-605.0,False,19683.0,160.0,14645880.0,774.0,202.0,10962540.0,673.0,201.0
61,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_61.txt,0.0,-65.0,0.0,-202.0,0.0,-43.0,0.0,-186.0,0.0,-53.0,0.0,-159.0,0.0,-43.0,0.0,-547.0,True,19683.0,131.0,10307772.0,658.0,207.0,8698960.0,620.0,190.0
62,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_62.txt,6.0,6.0,6.0,-159.0,0.0,-81.0,0.0,-250.0,33.0,33.0,33.0,-23.0,33.0,33.0,39.0,-432.0,False,19683.0,42.0,7255296.0,663.0,185.0,6250060.0,602.0,109.0
63,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_63.txt,0.0,-25.0,0.0,-71.0,0.0,-118.0,0.0,-237.0,63.0,63.0,74.0,74.0,63.0,63.0,74.0,-234.0,False,19683.0,114.0,6079920.0,571.0,167.0,3345120.0,468.0,101.0
64,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_64.txt,0.0,-126.0,0.0,-282.0,0.0,-76.0,0.0,-159.0,0.0,-88.0,0.0,-203.0,0.0,-76.0,0.0,-644.0,True,19683.0,104.0,14287680.0,747.0,240.0,13646750.0,718.0,221.0
65,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_65.txt,0.0,-33.0,0.0,-170.0,0.0,-60.0,0.0,-126.0,0.0,-122.0,0.0,-265.0,0.0,-33.0,0.0,-561.0,True,19683.0,76.0,14025895.0,730.0,229.0,14025895.0,729.0,205.0
66,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_66.txt,0.0,-104.0,0.0,-222.0,27.0,27.0,27.0,-26.0,0.0,-87.0,0.0,-224.0,27.0,27.0,27.0,-472.0,False,19683.0,176.0,10216788.0,651.0,214.0,6928065.0,575.0,171.0
67,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_67.txt,1.0,1.0,1.0,-122.0,98.0,98.0,98.0,-41.0,0.0,-125.0,0.0,-281.0,98.0,98.0,99.0,-444.0,False,19683.0,182.0,7374600.0,596.0,184.0,4694412.0,525.0,109.0
68,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_68.txt,39.0,39.0,39.0,-11.0,7.0,7.0,7.0,-186.0,0.0,-104.0,0.0,-237.0,39.0,39.0,46.0,-434.0,False,19683.0,157.0,8451396.0,668.0,179.0,5552960.0,556.0,140.0
69,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_69.txt,0.0,-20.0,0.0,-94.0,0.0,-35.0,0.0,-204.0,0.0,-37.0,0.0,-193.0,0.0,-20.0,0.0,-491.0,True,19683.0,88.0,10877894.0,684.0,211.0,9270936.0,638.0,171.0
70,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_70.txt,0.0,-75.0,0.0,-270.0,60.0,60.0,60.0,-27.0,0.0,-91.0,0.0,-258.0,60.0,60.0,60.0,-555.0,False,19683.0,143.0,9975240.0,651.0,198.0,7856640.0,606.0,160.0
71,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_71.txt,0.0,-36.0,0.0,-117.0,2.0,2.0,2.0,-109.0,18.0,18.0,18.0,-175.0,18.0,18.0,20.0,-401.0,False,19683.0,126.0,12806304.0,734.0,228.0,8136100.0,608.0,175.0
72,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_72.txt,25.0,25.0,25.0,-95.0,34.0,34.0,34.0,-98.0,0.0,-64.0,0.0,-171.0,34.0,34.0,59.0,-364.0,False,19683.0,122.0,13322962.0,730.0,211.0,8267672.0,619.0,161.0
73,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_73.txt,47.0,47.0,47.0,-48.0,0.0,-85.0,0.0,-186.0,7.0,7.0,7.0,-74.0,47.0,47.0,54.0,-308.0,False,19683.0,79.0,8526000.0,647.0,200.0,5352000.0,563.0,100.0
74,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_74.txt,0.0,-47.0,0.0,-170.0,0.0,-39.0,0.0,-164.0,0.0,-93.0,0.0,-235.0,0.0,-39.0,0.0,-569.0,True,19683.0,126.0,8740760.0,637.0,202.0,7915854.0,600.0,181.0
75,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_75.txt,0.0,-1.0,0.0,-204.0,15.0,15.0,15.0,-209.0,0.0,-164.0,0.0,-329.0,15.0,15.0,15.0,-742.0,False,19683.0,190.0,12544200.0,751.0,202.0,9508590.0,672.0,129.0
76,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_76.txt,0.0,-100.0,0.0,-293.0,0.0,-77.0,0.0,-271.0,2.0,2.0,2.0,-105.0,2.0,2.0,2.0,-669.0,False,19683.0,211.0,9511880.0,671.0,196.0,7059216.0,606.0,123.0
77,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_77.txt,10.0,10.0,10.0,-40.0,0.0,-64.0,0.0,-155.0,0.0,-181.0,0.0,-401.0,10.0,10.0,10.0,-596.0,False,19683.0,112.0,9302310.0,660.0,191.0,8767440.0,645.0,135.0
78,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_78.txt,0.0,-5.0,0.0,-66.0,23.0,23.0,23.0,4.0,0.0,-31.0,0.0,-127.0,23.0,23.0,23.0,-189.0,False,19683.0,96.0,7375830.0,616.0,178.0,4117230.0,486.0,138.0
79,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_79.txt,57.0,57.0,57.0,50.0,0.0,-55.0,0.0,-226.0,0.0,-43.0,0.0,-240.0,57.0,57.0,57.0,-416.0,False,19683.0,130.0,14649390.0,768.0,215.0,9246592.0,632.0,188.0
80,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_80.txt,0.0,-25.0,0.0,-197.0,11.0,11.0,11.0,1.0,0.0,-72.0,0.0,-211.0,11.0,11.0,11.0,-407.0,False,19683.0,102.0,13818168.0,743.0,228.0,9280512.0,643.0,159.0
81,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_81.txt,0.0,-16.0,0.0,-116.0,47.0,47.0,47.0,-94.0,0.0,-105.0,0.0,-260.0,47.0,47.0,47.0,-470.0,False,19683.0,112.0,8775268.0,741.0,181.0,8087274.0,614.0,153.0
82,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_82.txt,4.0,4.0,4.0,-87.0,0.0,-66.0,0.0,-231.0,0.0,-77.0,0.0,-233.0,4.0,4.0,4.0,-551.0,False,19683.0,77.0,9589020.0,645.0,190.0,9589020.0,645.0,170.0
83,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_83.txt,0.0,-83.0,0.0,-194.0,0.0,-101.0,0.0,-245.0,20.0,20.0,20.0,-27.0,20.0,20.0,20.0,-466.0,False,19683.0,105.0,8671455.0,642.0,193.0,6960080.0,583.0,152.0
84,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_84.txt,0.0,-45.0,0.0,-180.0,0.0,-44.0,0.0,-93.0,0.0,-111.0,0.0,-276.0,0.0,-44.0,0.0,-549.0,True,19683.0,57.0,10045980.0,682.0,193.0,10045980.0,670.0,147.0
85,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_85.txt,0.0,-27.0,0.0,-120.0,0.0,-42.0,0.0,-215.0,0.0,-81.0,0.0,-235.0,0.0,-27.0,0.0,-570.0,True,19683.0,151.0,9931680.0,670.0,201.0,9931680.0,653.0,180.0
86,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_86.txt,0.0,-65.0,0.0,-186.0,0.0,-132.0,0.0,-280.0,18.0,18.0,18.0,0.0,18.0,18.0,18.0,-466.0,False,19683.0,112.0,12161520.0,700.0,197.0,9210600.0,635.0,172.0
87,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_87.txt,24.0,24.0,24.0,-113.0,0.0,-50.0,0.0,-177.0,0.0,-5.0,0.0,-85.0,24.0,24.0,24.0,-375.0,False,19683.0,117.0,7187320.0,580.0,190.0,4913008.0,513.0,148.0
88,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_88.txt,0.0,-41.0,0.0,-207.0,0.0,-139.0,0.0,-374.0,14.0,14.0,14.0,-100.0,14.0,14.0,14.0,-681.0,False,19683.0,94.0,8611680.0,636.0,192.0,7938000.0,636.0,126.0
89,uniform,outputs/agents_3/items_9/gpt4o/zero_shot1/output_89.txt,2.0,2.0,2.0,-101.0,0.0,-92.0,0.0,-250.0,0.0,-96.0,0.0,-245.0,2.0,2.0,2.0,-596.0,False,19683.0,113.0,8882720.0,628.0,196.0,8882720.0,622.0,196.0
