Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_11.txt,48.0,48.0,48.0,-151.0,4.0,4.0,6.0,-179.0,0.0,-61.0,0.0,-374.0,0.0,-34.0,0.0,-210.0,0.0,-47.0,0.0,-402.0,48.0,48.0,54.0,-1316.0,False,390625.0,0.0,33496210176.0,679.0,95.0,33327850728.0,672.0,82.0
12,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_12.txt,103.0,103.0,149.0,16.0,23.0,23.0,53.0,-21.0,16.0,16.0,16.0,-232.0,13.0,13.0,13.0,-270.0,54.0,54.0,54.0,-85.0,103.0,103.0,285.0,-592.0,False,390625.0,0.0,32715822258.0,711.0,95.0,10598612832.0,569.0,48.0
13,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_13.txt,10.0,10.0,10.0,-221.0,110.0,110.0,152.0,89.0,0.0,-10.0,0.0,-235.0,63.0,63.0,63.0,-105.0,0.0,-39.0,0.0,-367.0,110.0,110.0,225.0,-839.0,False,390625.0,0.0,19912566960.0,596.0,95.0,13751348325.0,569.0,65.0
14,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_14.txt,49.0,49.0,49.0,-74.0,0.0,-41.0,0.0,-278.0,59.0,59.0,59.0,-109.0,36.0,36.0,36.0,-36.0,0.0,-73.0,0.0,-330.0,59.0,59.0,144.0,-827.0,False,390625.0,0.0,14165474400.0,583.0,91.0,12090947616.0,531.0,74.0
15,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_15.txt,17.0,17.0,21.0,-88.0,8.0,8.0,11.0,-81.0,35.0,35.0,67.0,-30.0,0.0,-38.0,0.0,-332.0,0.0,-51.0,0.0,-291.0,35.0,35.0,99.0,-822.0,False,390625.0,0.0,21524342112.0,641.0,90.0,19673798508.0,607.0,74.0
16,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_16.txt,42.0,42.0,71.0,-72.0,69.0,69.0,69.0,-37.0,24.0,24.0,40.0,-125.0,0.0,-47.0,0.0,-460.0,0.0,-72.0,0.0,-382.0,69.0,69.0,180.0,-1076.0,False,390625.0,0.0,41949331200.0,706.0,98.0,34398451584.0,669.0,82.0
17,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_17.txt,72.0,72.0,106.0,-104.0,98.0,98.0,98.0,-419.0,73.0,73.0,73.0,-395.0,135.0,135.0,135.0,-112.0,0.0,-94.0,0.0,-740.0,135.0,135.0,412.0,-1770.0,False,390625.0,0.0,49076749680.0,740.0,98.0,0.0,740.0,0.0
18,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_18.txt,113.0,113.0,148.0,-89.0,0.0,-55.0,0.0,-464.0,5.0,5.0,5.0,-150.0,0.0,-2.0,0.0,-229.0,0.0,-66.0,0.0,-535.0,113.0,113.0,153.0,-1467.0,False,390625.0,0.0,32126203200.0,675.0,90.0,23631972000.0,644.0,67.0
19,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_19.txt,77.0,77.0,77.0,-95.0,122.0,122.0,122.0,-187.0,82.0,82.0,82.0,-172.0,0.0,-160.0,0.0,-693.0,51.0,51.0,51.0,-226.0,122.0,122.0,332.0,-1373.0,False,390625.0,0.0,43505320320.0,712.0,98.0,0.0,693.0,0.0
20,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_20.txt,37.0,37.0,41.0,-62.0,0.0,-5.0,0.0,-377.0,0.0,-7.0,0.0,-362.0,0.0,-24.0,0.0,-372.0,83.0,83.0,133.0,57.0,83.0,83.0,174.0,-1116.0,False,390625.0,0.0,25711769160.0,647.0,86.0,15100663116.0,595.0,71.0
21,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_21.txt,68.0,68.0,70.0,19.0,26.0,26.0,28.0,-142.0,0.0,-13.0,0.0,-370.0,0.0,-25.0,0.0,-360.0,4.0,4.0,4.0,-144.0,68.0,68.0,102.0,-997.0,False,390625.0,0.0,22254483888.0,638.0,87.0,19008163125.0,609.0,69.0
22,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_22.txt,0.0,-16.0,0.0,-389.0,0.0,-48.0,0.0,-455.0,45.0,45.0,45.0,-138.0,0.0,-29.0,0.0,-261.0,20.0,20.0,20.0,-118.0,45.0,45.0,65.0,-1361.0,False,390625.0,0.0,41926004352.0,704.0,95.0,38907737856.0,690.0,82.0
23,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_23.txt,42.0,42.0,69.0,-64.0,0.0,-9.0,0.0,-239.0,63.0,63.0,102.0,8.0,0.0,-9.0,0.0,-338.0,0.0,-52.0,0.0,-381.0,63.0,63.0,171.0,-1014.0,False,390625.0,3.0,23741285400.0,616.0,89.0,16390241280.0,586.0,64.0
24,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_24.txt,10.0,10.0,10.0,-99.0,14.0,14.0,14.0,-34.0,0.0,-9.0,0.0,-262.0,0.0,-25.0,0.0,-222.0,41.0,41.0,41.0,-179.0,41.0,41.0,65.0,-796.0,False,390625.0,0.0,46813745880.0,733.0,97.0,22660968960.0,616.0,82.0
25,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_25.txt,0.0,-9.0,0.0,-301.0,0.0,-20.0,0.0,-415.0,0.0,-68.0,0.0,-470.0,70.0,70.0,74.0,-46.0,0.0,-39.0,0.0,-286.0,70.0,70.0,74.0,-1518.0,False,390625.0,0.0,48076536000.0,715.0,97.0,48076536000.0,715.0,95.0
26,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_26.txt,210.0,210.0,393.0,323.0,170.0,170.0,262.0,22.0,150.0,150.0,232.0,91.0,0.0,0.0,0.0,-627.0,0.0,0.0,0.0,-627.0,210.0,210.0,887.0,-818.0,False,390625.0,0.0,26372505600.0,639.0,98.0,0.0,627.0,0.0
27,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_27.txt,0.0,-2.0,0.0,-99.0,0.0,-41.0,0.0,-305.0,101.0,101.0,101.0,3.0,0.0,-1.0,0.0,-191.0,105.0,105.0,105.0,-90.0,105.0,105.0,206.0,-682.0,False,390625.0,2.0,16751215100.0,586.0,91.0,3961083000.0,489.0,23.0
28,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_28.txt,7.0,7.0,7.0,-200.0,0.0,-7.0,0.0,-337.0,46.0,46.0,50.0,-67.0,0.0,-9.0,0.0,-245.0,26.0,26.0,26.0,-134.0,46.0,46.0,83.0,-983.0,False,390625.0,3.0,16101695808.0,614.0,96.0,9798282340.0,551.0,55.0
29,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_29.txt,64.0,64.0,119.0,-9.0,89.0,89.0,121.0,65.0,89.0,89.0,124.0,58.0,0.0,-66.0,0.0,-463.0,0.0,-43.0,0.0,-414.0,89.0,89.0,364.0,-763.0,False,390625.0,0.0,35740926144.0,696.0,98.0,17116619520.0,606.0,64.0
30,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_30.txt,56.0,56.0,66.0,-76.0,0.0,-63.0,0.0,-468.0,2.0,2.0,2.0,-205.0,0.0,-34.0,0.0,-371.0,74.0,74.0,74.0,-147.0,74.0,74.0,142.0,-1267.0,False,390625.0,0.0,27810841212.0,681.0,96.0,21237325200.0,651.0,63.0
31,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_31.txt,39.0,39.0,39.0,-170.0,29.0,29.0,41.0,-66.0,57.0,57.0,57.0,-105.0,0.0,-3.0,0.0,-392.0,0.0,-6.0,0.0,-283.0,57.0,57.0,137.0,-1016.0,False,390625.0,0.0,25003509300.0,708.0,97.0,17907307600.0,616.0,50.0
32,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_32.txt,53.0,53.0,84.0,-38.0,0.0,-27.0,0.0,-341.0,26.0,26.0,41.0,-106.0,0.0,-24.0,0.0,-388.0,20.0,20.0,20.0,-178.0,53.0,53.0,145.0,-1051.0,False,390625.0,1.0,44182442304.0,743.0,99.0,22181391540.0,645.0,63.0
33,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_33.txt,102.0,102.0,227.0,152.0,76.0,76.0,133.0,-24.0,0.0,-8.0,0.0,-329.0,49.0,49.0,49.0,-285.0,19.0,19.0,19.0,-232.0,102.0,102.0,428.0,-718.0,False,390625.0,1.0,23483096208.0,638.0,98.0,4206382488.0,522.0,29.0
34,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_34.txt,0.0,-63.0,0.0,-452.0,0.0,-3.0,0.0,-409.0,25.0,25.0,36.0,-23.0,38.0,38.0,38.0,-203.0,0.0,-10.0,0.0,-169.0,38.0,38.0,74.0,-1256.0,False,390625.0,0.0,28351237600.0,661.0,97.0,26159131600.0,661.0,67.0
35,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_35.txt,66.0,66.0,66.0,-166.0,48.0,48.0,48.0,-175.0,40.0,40.0,40.0,-203.0,0.0,-31.0,0.0,-450.0,0.0,-36.0,0.0,-406.0,66.0,66.0,154.0,-1400.0,False,390625.0,0.0,35350717248.0,691.0,97.0,30232509300.0,663.0,83.0
36,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_36.txt,83.0,83.0,87.0,29.0,28.0,28.0,35.0,-104.0,36.0,36.0,36.0,-279.0,37.0,37.0,37.0,-219.0,0.0,-16.0,0.0,-350.0,83.0,83.0,195.0,-923.0,False,390625.0,1.0,26458342560.0,671.0,95.0,1294675200.0,518.0,6.0
37,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_37.txt,33.0,33.0,55.0,-49.0,13.0,13.0,13.0,-223.0,13.0,13.0,13.0,-248.0,30.0,30.0,65.0,22.0,0.0,-82.0,0.0,-477.0,33.0,33.0,146.0,-975.0,False,390625.0,0.0,39973525515.0,693.0,99.0,23989130352.0,622.0,76.0
38,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_38.txt,58.0,58.0,111.0,-102.0,37.0,37.0,37.0,-235.0,9.0,9.0,9.0,-261.0,0.0,-66.0,0.0,-416.0,15.0,15.0,21.0,-143.0,58.0,58.0,178.0,-1157.0,False,390625.0,0.0,16891270200.0,652.0,94.0,11471652864.0,599.0,32.0
39,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_39.txt,137.0,137.0,146.0,-82.0,121.0,121.0,121.0,-146.0,66.0,66.0,66.0,-378.0,0.0,-95.0,0.0,-723.0,122.0,122.0,183.0,107.0,137.0,137.0,516.0,-1222.0,False,390625.0,0.0,45818150400.0,724.0,98.0,0.0,723.0,0.0
40,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_40.txt,0.0,-6.0,0.0,-337.0,0.0,-6.0,0.0,-184.0,58.0,58.0,67.0,-129.0,0.0,-74.0,0.0,-412.0,61.0,61.0,63.0,-157.0,61.0,61.0,130.0,-1219.0,False,390625.0,0.0,25589862144.0,657.0,93.0,20859379200.0,625.0,59.0
41,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_41.txt,0.0,-22.0,0.0,-330.0,0.0,-17.0,0.0,-281.0,0.0,-5.0,0.0,-295.0,0.0,-9.0,0.0,-174.0,201.0,201.0,521.0,521.0,201.0,201.0,521.0,-559.0,False,390625.0,0.0,26220773376.0,680.0,87.0,6773145600.0,517.0,64.0
42,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_42.txt,41.0,41.0,49.0,-48.0,77.0,77.0,135.0,35.0,0.0,-20.0,0.0,-329.0,0.0,-30.0,0.0,-270.0,3.0,3.0,3.0,-207.0,77.0,77.0,187.0,-819.0,False,390625.0,0.0,37847788245.0,694.0,93.0,18645181632.0,605.0,71.0
43,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_43.txt,60.0,60.0,84.0,7.0,0.0,-23.0,0.0,-261.0,11.0,11.0,11.0,-178.0,24.0,24.0,48.0,27.0,0.0,-9.0,0.0,-351.0,60.0,60.0,143.0,-756.0,False,390625.0,0.0,25114048960.0,674.0,91.0,11700501120.0,560.0,69.0
44,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_44.txt,45.0,45.0,57.0,-14.0,38.0,38.0,53.0,-36.0,27.0,27.0,27.0,-158.0,0.0,-31.0,0.0,-316.0,0.0,-36.0,0.0,-275.0,45.0,45.0,137.0,-799.0,False,390625.0,0.0,24106107872.0,636.0,97.0,18887828960.0,594.0,71.0
45,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_45.txt,60.0,60.0,71.0,-3.0,48.0,48.0,48.0,-100.0,0.0,-24.0,0.0,-326.0,110.0,110.0,146.0,-59.0,0.0,-47.0,0.0,-327.0,110.0,110.0,265.0,-815.0,False,390625.0,1.0,14506094064.0,595.0,85.0,7783154880.0,512.0,48.0
46,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_46.txt,22.0,22.0,22.0,-61.0,0.0,-3.0,0.0,-226.0,0.0,-45.0,0.0,-384.0,0.0,0.0,0.0,-251.0,113.0,113.0,173.0,63.0,113.0,113.0,195.0,-859.0,False,390625.0,1.0,43660430604.0,707.0,97.0,18926341434.0,588.0,91.0
47,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_47.txt,32.0,32.0,63.0,-18.0,0.0,-12.0,0.0,-306.0,0.0,-28.0,0.0,-227.0,0.0,-40.0,0.0,-288.0,18.0,18.0,18.0,-84.0,32.0,32.0,81.0,-923.0,False,390625.0,0.0,17232696000.0,650.0,95.0,12947493000.0,575.0,50.0
48,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_48.txt,25.0,25.0,26.0,-37.0,0.0,-31.0,0.0,-283.0,0.0,-21.0,0.0,-261.0,5.0,5.0,5.0,-77.0,14.0,14.0,22.0,-194.0,25.0,25.0,53.0,-852.0,False,390625.0,0.0,11265910656.0,563.0,88.0,10736585376.0,530.0,73.0
49,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_49.txt,27.0,27.0,27.0,-95.0,0.0,-15.0,0.0,-205.0,0.0,-38.0,0.0,-363.0,0.0,-23.0,0.0,-278.0,34.0,34.0,34.0,-155.0,34.0,34.0,61.0,-1096.0,False,390625.0,0.0,16614551520.0,598.0,80.0,14913279360.0,573.0,72.0
50,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_50.txt,42.0,42.0,42.0,-102.0,47.0,47.0,50.0,-118.0,0.0,-62.0,0.0,-405.0,0.0,-72.0,0.0,-501.0,0.0,-54.0,0.0,-262.0,47.0,47.0,92.0,-1388.0,False,390625.0,4.0,27924306795.0,655.0,94.0,21053320596.0,621.0,73.0
51,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_51.txt,6.0,6.0,6.0,-98.0,20.0,20.0,20.0,-99.0,13.0,13.0,13.0,-90.0,0.0,-48.0,0.0,-316.0,0.0,-46.0,0.0,-226.0,20.0,20.0,39.0,-829.0,False,390625.0,0.0,12432145968.0,605.0,75.0,8001609000.0,494.0,70.0
52,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_52.txt,0.0,-24.0,0.0,-267.0,92.0,92.0,155.0,82.0,69.0,69.0,69.0,34.0,0.0,-23.0,0.0,-362.0,58.0,58.0,98.0,-21.0,92.0,92.0,322.0,-534.0,False,390625.0,0.0,26541879000.0,687.0,97.0,13236809040.0,584.0,42.0
53,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_53.txt,0.0,-10.0,0.0,-498.0,56.0,56.0,67.0,-48.0,53.0,53.0,64.0,-200.0,0.0,-34.0,0.0,-389.0,0.0,-2.0,0.0,-258.0,56.0,56.0,131.0,-1393.0,False,390625.0,0.0,31141392540.0,723.0,94.0,30315940200.0,690.0,57.0
54,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_54.txt,46.0,46.0,46.0,-141.0,59.0,59.0,142.0,-2.0,9.0,9.0,9.0,-272.0,58.0,58.0,58.0,-205.0,61.0,61.0,73.0,-120.0,61.0,61.0,328.0,-740.0,False,390625.0,1.0,38809840832.0,689.0,98.0,7603680000.0,541.0,40.0
55,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_55.txt,0.0,-43.0,0.0,-356.0,0.0,-13.0,0.0,-242.0,0.0,-31.0,0.0,-145.0,21.0,21.0,21.0,-178.0,0.0,-65.0,0.0,-369.0,21.0,21.0,21.0,-1290.0,False,390625.0,0.0,30773081088.0,697.0,96.0,30773081088.0,665.0,72.0
56,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_56.txt,39.0,39.0,51.0,-74.0,0.0,-12.0,0.0,-231.0,0.0,-10.0,0.0,-224.0,0.0,-48.0,0.0,-289.0,50.0,50.0,81.0,11.0,50.0,50.0,132.0,-807.0,False,390625.0,0.0,24613500600.0,626.0,92.0,18155685600.0,593.0,78.0
57,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_57.txt,37.0,37.0,65.0,-34.0,68.0,68.0,130.0,-104.0,121.0,121.0,216.0,69.0,55.0,55.0,55.0,-337.0,31.0,31.0,31.0,-376.0,121.0,121.0,497.0,-782.0,False,390625.0,0.0,27957930000.0,644.0,95.0,2706410000.0,551.0,23.0
58,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_58.txt,16.0,16.0,23.0,-155.0,0.0,-4.0,0.0,-277.0,0.0,-24.0,0.0,-128.0,0.0,-73.0,0.0,-438.0,0.0,-44.0,0.0,-501.0,16.0,16.0,23.0,-1499.0,False,390625.0,0.0,37978219620.0,686.0,92.0,37978219620.0,686.0,87.0
59,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_59.txt,130.0,130.0,138.0,75.0,73.0,73.0,139.0,2.0,5.0,5.0,5.0,-312.0,0.0,-36.0,0.0,-365.0,0.0,-26.0,0.0,-282.0,130.0,130.0,282.0,-882.0,False,390625.0,0.0,19947552768.0,604.0,88.0,9853234776.0,552.0,49.0
60,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_60.txt,154.0,154.0,287.0,91.0,140.0,140.0,203.0,-131.0,0.0,0.0,0.0,-657.0,0.0,0.0,0.0,-657.0,154.0,154.0,213.0,180.0,154.0,154.0,703.0,-1174.0,False,390625.0,0.0,29608186176.0,663.0,94.0,0.0,657.0,0.0
61,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_61.txt,89.0,89.0,107.0,-75.0,9.0,9.0,9.0,-140.0,126.0,126.0,220.0,7.0,0.0,-28.0,0.0,-380.0,0.0,-30.0,0.0,-407.0,126.0,126.0,336.0,-995.0,False,390625.0,0.0,39348610560.0,699.0,96.0,14386538320.0,640.0,37.0
62,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_62.txt,0.0,-5.0,0.0,-262.0,0.0,-18.0,0.0,-289.0,0.0,-30.0,0.0,-301.0,68.0,68.0,136.0,136.0,43.0,43.0,69.0,-109.0,68.0,68.0,205.0,-825.0,False,390625.0,0.0,24033412550.0,637.0,95.0,16065252450.0,592.0,78.0
63,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_63.txt,0.0,-22.0,0.0,-132.0,0.0,-48.0,0.0,-414.0,46.0,46.0,58.0,-136.0,0.0,-25.0,0.0,-354.0,3.0,3.0,3.0,-151.0,46.0,46.0,61.0,-1187.0,False,390625.0,0.0,20487228912.0,627.0,86.0,17920062864.0,596.0,69.0
64,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_64.txt,40.0,40.0,57.0,-145.0,0.0,-3.0,0.0,-336.0,0.0,-14.0,0.0,-322.0,4.0,4.0,4.0,-244.0,62.0,62.0,165.0,162.0,62.0,62.0,226.0,-885.0,False,390625.0,0.0,27399435840.0,654.0,92.0,19925442072.0,617.0,81.0
65,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_65.txt,59.0,59.0,59.0,-28.0,0.0,-46.0,0.0,-379.0,34.0,34.0,34.0,-204.0,33.0,33.0,33.0,-193.0,0.0,-42.0,0.0,-425.0,59.0,59.0,126.0,-1229.0,False,390625.0,0.0,36929692800.0,686.0,95.0,28106925000.0,650.0,75.0
66,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_66.txt,37.0,37.0,37.0,-320.0,84.0,84.0,111.0,-55.0,8.0,8.0,8.0,-439.0,0.0,-18.0,0.0,-477.0,126.0,126.0,240.0,230.0,126.0,126.0,396.0,-1061.0,False,390625.0,0.0,15869105280.0,648.0,93.0,4810156736.0,629.0,19.0
67,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_67.txt,20.0,20.0,20.0,-190.0,99.0,99.0,172.0,-27.0,89.0,89.0,89.0,-121.0,28.0,28.0,28.0,-291.0,0.0,-8.0,0.0,-391.0,99.0,99.0,309.0,-1020.0,False,390625.0,0.0,29048140800.0,706.0,98.0,16551876600.0,612.0,45.0
68,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_68.txt,64.0,64.0,64.0,-145.0,30.0,30.0,38.0,-101.0,80.0,80.0,80.0,-90.0,0.0,-24.0,0.0,-343.0,39.0,39.0,39.0,-325.0,80.0,80.0,221.0,-1004.0,False,390625.0,0.0,30911969088.0,731.0,94.0,3388341600.0,622.0,7.0
69,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_69.txt,119.0,119.0,158.0,139.0,0.0,-7.0,0.0,-166.0,18.0,18.0,28.0,-159.0,88.0,88.0,155.0,30.0,125.0,125.0,159.0,126.0,125.0,125.0,500.0,-30.0,False,390625.0,0.0,40292904960.0,699.0,95.0,1490548860.0,433.0,18.0
70,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_70.txt,42.0,42.0,81.0,-144.0,105.0,105.0,105.0,-146.0,0.0,-98.0,0.0,-679.0,140.0,140.0,193.0,129.0,85.0,85.0,85.0,-315.0,140.0,140.0,464.0,-1155.0,False,390625.0,0.0,29930472000.0,688.0,96.0,0.0,679.0,0.0
71,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_71.txt,28.0,28.0,71.0,67.0,0.0,-23.0,0.0,-224.0,0.0,-4.0,0.0,-233.0,0.0,-13.0,0.0,-164.0,28.0,28.0,69.0,50.0,28.0,28.0,140.0,-504.0,False,390625.0,0.0,17292393216.0,599.0,95.0,11108871360.0,521.0,81.0
