Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_11.txt,21.0,21.0,21.0,-99.0,0.0,-33.0,0.0,-174.0,20.0,20.0,33.0,14.0,11.0,11.0,11.0,-108.0,21.0,21.0,65.0,-367.0,False,1024.0,0.0,35612464.0,388.0,69.0,26007450.0,331.0,25.0
12,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_12.txt,40.0,40.0,40.0,-34.0,0.0,-3.0,0.0,-81.0,0.0,-36.0,0.0,-169.0,0.0,-21.0,0.0,-207.0,40.0,40.0,40.0,-491.0,False,1024.0,0.0,84714336.0,416.0,82.0,82183680.0,401.0,72.0
13,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_13.txt,107.0,107.0,143.0,129.0,27.0,27.0,48.0,-63.0,29.0,29.0,29.0,-90.0,0.0,-44.0,0.0,-245.0,107.0,107.0,220.0,-269.0,False,1024.0,0.0,45845280.0,378.0,64.0,3091504.0,312.0,4.0
14,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_14.txt,10.0,10.0,10.0,-78.0,0.0,-17.0,0.0,-134.0,0.0,-47.0,0.0,-173.0,0.0,-51.0,0.0,-191.0,10.0,10.0,10.0,-576.0,False,1024.0,0.0,43411200.0,332.0,56.0,43411200.0,332.0,56.0
15,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_15.txt,11.0,11.0,11.0,-60.0,0.0,-6.0,0.0,-128.0,21.0,21.0,21.0,-164.0,0.0,-26.0,0.0,-124.0,21.0,21.0,32.0,-476.0,False,1024.0,0.0,38196900.0,392.0,61.0,31297206.0,341.0,29.0
16,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_16.txt,0.0,-27.0,0.0,-159.0,0.0,-65.0,0.0,-258.0,0.0,-25.0,0.0,-222.0,5.0,5.0,5.0,-94.0,5.0,5.0,5.0,-733.0,False,1024.0,0.0,103905720.0,433.0,83.0,97279848.0,412.0,76.0
17,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_17.txt,28.0,28.0,36.0,5.0,17.0,17.0,20.0,-46.0,15.0,15.0,15.0,-150.0,0.0,-12.0,0.0,-128.0,28.0,28.0,71.0,-319.0,False,1024.0,0.0,91420560.0,409.0,82.0,80197722.0,381.0,82.0
18,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_18.txt,42.0,42.0,44.0,20.0,30.0,30.0,35.0,-120.0,59.0,59.0,59.0,-37.0,0.0,-20.0,0.0,-170.0,59.0,59.0,138.0,-307.0,False,1024.0,0.0,22875225.0,395.0,50.0,7920000.0,287.0,22.0
19,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_19.txt,48.0,48.0,48.0,-32.0,0.0,-73.0,0.0,-393.0,35.0,35.0,35.0,-181.0,76.0,76.0,77.0,-20.0,76.0,76.0,160.0,-626.0,False,1024.0,0.0,52789366.0,393.0,66.0,0.0,393.0,0.0
20,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_20.txt,132.0,132.0,216.0,216.0,99.0,99.0,99.0,-161.0,62.0,62.0,62.0,-207.0,0.0,-88.0,0.0,-441.0,132.0,132.0,377.0,-593.0,False,1024.0,0.0,100797840.0,441.0,88.0,0.0,441.0,0.0
21,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_21.txt,38.0,38.0,67.0,33.0,34.0,34.0,34.0,-106.0,0.0,-73.0,0.0,-292.0,0.0,-5.0,0.0,-175.0,38.0,38.0,101.0,-540.0,False,1024.0,0.0,79675904.0,406.0,86.0,79642816.0,406.0,58.0
22,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_22.txt,78.0,78.0,78.0,30.0,7.0,7.0,7.0,-171.0,0.0,-56.0,0.0,-208.0,0.0,-17.0,0.0,-125.0,78.0,78.0,85.0,-474.0,False,1024.0,1.0,71300880.0,396.0,86.0,42638400.0,337.0,48.0
23,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_23.txt,0.0,0.0,0.0,-333.0,0.0,0.0,0.0,-333.0,216.0,216.0,448.0,448.0,39.0,39.0,74.0,-167.0,216.0,216.0,522.0,-385.0,False,1024.0,0.0,24024000.0,339.0,51.0,0.0,333.0,0.0
24,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_24.txt,0.0,-55.0,0.0,-417.0,155.0,155.0,260.0,229.0,2.0,2.0,2.0,-291.0,53.0,53.0,67.0,-188.0,155.0,155.0,329.0,-667.0,False,1024.0,0.0,88557480.0,417.0,88.0,0.0,417.0,0.0
25,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_25.txt,0.0,0.0,0.0,-113.0,0.0,-1.0,0.0,-169.0,0.0,-37.0,0.0,-218.0,3.0,3.0,3.0,-57.0,3.0,3.0,3.0,-557.0,False,1024.0,0.0,97170300.0,409.0,85.0,97170300.0,408.0,85.0
26,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_26.txt,12.0,12.0,12.0,-215.0,154.0,154.0,252.0,252.0,71.0,71.0,71.0,-168.0,0.0,-73.0,0.0,-400.0,154.0,154.0,335.0,-531.0,False,1024.0,0.0,63842296.0,400.0,73.0,0.0,400.0,0.0
27,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_27.txt,0.0,-42.0,0.0,-263.0,0.0,-41.0,0.0,-202.0,10.0,10.0,20.0,13.0,0.0,-30.0,0.0,-199.0,10.0,10.0,20.0,-651.0,False,1024.0,1.0,75004104.0,433.0,77.0,75004104.0,415.0,46.0
28,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_28.txt,71.0,71.0,87.0,69.0,21.0,21.0,21.0,-99.0,0.0,-42.0,0.0,-184.0,0.0,-12.0,0.0,-215.0,71.0,71.0,108.0,-429.0,False,1024.0,0.0,83939328.0,413.0,78.0,72969984.0,395.0,68.0
29,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_29.txt,0.0,-36.0,0.0,-195.0,0.0,-28.0,0.0,-178.0,0.0,-26.0,0.0,-205.0,46.0,46.0,70.0,35.0,46.0,46.0,70.0,-543.0,False,1024.0,0.0,64904224.0,385.0,66.0,64223280.0,384.0,53.0
30,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_30.txt,0.0,-34.0,0.0,-171.0,48.0,48.0,48.0,-1.0,0.0,-40.0,0.0,-232.0,0.0,-29.0,0.0,-254.0,48.0,48.0,48.0,-658.0,False,1024.0,0.0,45238700.0,352.0,68.0,37280320.0,341.0,44.0
31,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_31.txt,0.0,-38.0,0.0,-189.0,0.0,-26.0,0.0,-161.0,0.0,-39.0,0.0,-148.0,0.0,-12.0,0.0,-107.0,0.0,-12.0,0.0,-605.0,True,1024.0,2.0,72191994.0,369.0,89.0,72191994.0,369.0,89.0
32,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_32.txt,0.0,-21.0,0.0,-168.0,0.0,-3.0,0.0,-60.0,17.0,17.0,17.0,-163.0,0.0,-3.0,0.0,-97.0,17.0,17.0,17.0,-488.0,False,1024.0,0.0,65584960.0,407.0,67.0,65584960.0,387.0,64.0
33,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_33.txt,0.0,-47.0,0.0,-249.0,90.0,90.0,139.0,139.0,0.0,-1.0,0.0,-167.0,17.0,17.0,22.0,-113.0,90.0,90.0,161.0,-390.0,False,1024.0,0.0,27698580.0,335.0,65.0,21016242.0,327.0,29.0
34,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_34.txt,10.0,10.0,10.0,-90.0,93.0,93.0,161.0,109.0,28.0,28.0,28.0,-256.0,0.0,-28.0,0.0,-332.0,93.0,93.0,199.0,-569.0,False,1024.0,0.0,25917248.0,338.0,57.0,0.0,332.0,0.0
35,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_35.txt,24.0,24.0,24.0,-168.0,0.0,-42.0,0.0,-186.0,11.0,11.0,11.0,-59.0,0.0,-4.0,0.0,-84.0,24.0,24.0,35.0,-497.0,False,1024.0,0.0,64631280.0,396.0,80.0,64473600.0,375.0,69.0
36,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_36.txt,0.0,-75.0,0.0,-265.0,0.0,-20.0,0.0,-180.0,0.0,-36.0,0.0,-166.0,11.0,11.0,11.0,-28.0,11.0,11.0,11.0,-639.0,False,1024.0,1.0,85568400.0,396.0,89.0,85568400.0,396.0,72.0
37,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_37.txt,59.0,59.0,84.0,-44.0,4.0,4.0,4.0,-191.0,74.0,74.0,74.0,-79.0,0.0,-63.0,0.0,-372.0,74.0,74.0,162.0,-686.0,False,1024.0,0.0,42336000.0,382.0,63.0,0.0,372.0,0.0
38,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_38.txt,0.0,-20.0,0.0,-215.0,42.0,42.0,42.0,-8.0,0.0,-31.0,0.0,-227.0,0.0,-7.0,0.0,-227.0,42.0,42.0,42.0,-677.0,False,1024.0,0.0,49927328.0,386.0,67.0,49301280.0,376.0,56.0
39,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_39.txt,21.0,21.0,21.0,-106.0,67.0,67.0,67.0,18.0,0.0,-28.0,0.0,-148.0,0.0,-38.0,0.0,-160.0,67.0,67.0,88.0,-396.0,False,1024.0,0.0,58777488.0,362.0,76.0,46833024.0,347.0,56.0
40,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_40.txt,48.0,48.0,48.0,-106.0,0.0,-88.0,0.0,-391.0,55.0,55.0,76.0,-52.0,55.0,55.0,55.0,-39.0,55.0,55.0,179.0,-588.0,False,1024.0,0.0,43949136.0,391.0,67.0,0.0,391.0,0.0
41,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_41.txt,0.0,-17.0,0.0,-71.0,0.0,-5.0,0.0,-120.0,0.0,-74.0,0.0,-270.0,0.0,-32.0,0.0,-238.0,0.0,-5.0,0.0,-699.0,True,1024.0,1.0,103881690.0,413.0,89.0,103881690.0,409.0,89.0
42,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_42.txt,24.0,24.0,24.0,-57.0,36.0,36.0,47.0,-14.0,0.0,-4.0,0.0,-38.0,0.0,-7.0,0.0,-82.0,36.0,36.0,71.0,-191.0,False,1024.0,0.0,44548608.0,356.0,61.0,26219264.0,290.0,61.0
43,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_43.txt,0.0,-47.0,0.0,-237.0,87.0,87.0,91.0,51.0,0.0,-18.0,0.0,-201.0,0.0,-53.0,0.0,-296.0,87.0,87.0,91.0,-683.0,False,1024.0,0.0,135858976.0,459.0,89.0,132612480.0,459.0,84.0
44,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_44.txt,0.0,-62.0,0.0,-295.0,22.0,22.0,22.0,-184.0,92.0,92.0,124.0,124.0,47.0,47.0,47.0,-84.0,92.0,92.0,193.0,-439.0,False,1024.0,1.0,58355640.0,378.0,70.0,9252425.0,356.0,7.0
45,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_45.txt,0.0,-64.0,0.0,-273.0,3.0,3.0,3.0,-64.0,0.0,-3.0,0.0,-95.0,0.0,-29.0,0.0,-195.0,3.0,3.0,3.0,-627.0,False,1024.0,0.0,66437602.0,375.0,76.0,66437602.0,375.0,67.0
46,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_46.txt,0.0,-56.0,0.0,-319.0,4.0,4.0,4.0,-162.0,58.0,58.0,68.0,35.0,33.0,33.0,33.0,-198.0,58.0,58.0,105.0,-644.0,False,1024.0,0.0,95720064.0,413.0,88.0,55883520.0,408.0,35.0
47,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_47.txt,0.0,-26.0,0.0,-235.0,26.0,26.0,50.0,-6.0,0.0,-24.0,0.0,-258.0,1.0,1.0,1.0,-180.0,26.0,26.0,51.0,-679.0,False,1024.0,1.0,122038884.0,435.0,89.0,111085722.0,435.0,69.0
48,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_48.txt,55.0,55.0,55.0,-144.0,78.0,78.0,124.0,64.0,0.0,-82.0,0.0,-391.0,2.0,2.0,2.0,-236.0,78.0,78.0,181.0,-707.0,False,1024.0,0.0,53320500.0,391.0,69.0,0.0,391.0,0.0
49,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_49.txt,0.0,-9.0,0.0,-194.0,0.0,-23.0,0.0,-205.0,96.0,96.0,97.0,86.0,0.0,-72.0,0.0,-314.0,96.0,96.0,97.0,-627.0,False,1024.0,0.0,57671460.0,374.0,73.0,28727325.0,356.0,25.0
50,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_50.txt,0.0,-9.0,0.0,-142.0,0.0,-30.0,0.0,-191.0,0.0,-45.0,0.0,-217.0,0.0,-11.0,0.0,-144.0,0.0,-9.0,0.0,-694.0,True,1024.0,3.0,94079524.0,413.0,77.0,94079524.0,402.0,77.0
51,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_51.txt,0.0,-43.0,0.0,-221.0,0.0,-5.0,0.0,-37.0,0.0,-21.0,0.0,-188.0,0.0,-54.0,0.0,-224.0,0.0,-5.0,0.0,-670.0,True,1024.0,4.0,75924456.0,382.0,79.0,75924456.0,382.0,76.0
52,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_52.txt,74.0,74.0,95.0,88.0,18.0,18.0,18.0,-64.0,0.0,-7.0,0.0,-90.0,0.0,0.0,0.0,-62.0,74.0,74.0,113.0,-128.0,False,1024.0,0.0,55039914.0,382.0,71.0,26885925.0,296.0,51.0
53,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_53.txt,22.0,22.0,22.0,-163.0,0.0,-50.0,0.0,-408.0,106.0,106.0,106.0,-28.0,27.0,27.0,27.0,-198.0,106.0,106.0,155.0,-797.0,False,1024.0,1.0,68635200.0,437.0,78.0,0.0,408.0,0.0
54,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_54.txt,0.0,-7.0,0.0,-176.0,0.0,-26.0,0.0,-159.0,0.0,-5.0,0.0,-29.0,0.0,-35.0,0.0,-235.0,0.0,-5.0,0.0,-599.0,True,1024.0,1.0,79394112.0,431.0,70.0,79394112.0,397.0,58.0
55,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_55.txt,18.0,18.0,18.0,-83.0,24.0,24.0,24.0,-154.0,0.0,-51.0,0.0,-202.0,21.0,21.0,34.0,7.0,24.0,24.0,76.0,-432.0,False,1024.0,0.0,65921856.0,383.0,80.0,64928136.0,375.0,62.0
56,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_56.txt,0.0,-15.0,0.0,-223.0,11.0,11.0,11.0,-131.0,7.0,7.0,13.0,-49.0,0.0,-30.0,0.0,-124.0,11.0,11.0,24.0,-527.0,False,1024.0,0.0,29859888.0,346.0,62.0,26209512.0,318.0,42.0
57,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_57.txt,79.0,79.0,125.0,81.0,56.0,56.0,62.0,-93.0,23.0,23.0,23.0,-125.0,0.0,-13.0,0.0,-147.0,79.0,79.0,210.0,-284.0,False,1024.0,0.0,131319279.0,446.0,90.0,27046656.0,354.0,27.0
58,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_58.txt,0.0,-22.0,0.0,-180.0,0.0,-25.0,0.0,-172.0,17.0,17.0,17.0,-127.0,0.0,-28.0,0.0,-134.0,17.0,17.0,17.0,-613.0,False,1024.0,0.0,57168960.0,361.0,68.0,56297472.0,350.0,68.0
59,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_59.txt,27.0,27.0,39.0,15.0,0.0,-9.0,0.0,-203.0,0.0,-49.0,0.0,-238.0,0.0,-32.0,0.0,-176.0,27.0,27.0,39.0,-602.0,False,1024.0,0.0,77176056.0,396.0,76.0,77176056.0,396.0,68.0
60,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_60.txt,73.0,73.0,83.0,1.0,0.0,-23.0,0.0,-220.0,0.0,-29.0,0.0,-250.0,0.0,-1.0,0.0,-225.0,73.0,73.0,83.0,-694.0,False,1024.0,0.0,103463892.0,431.0,81.0,95554998.0,431.0,67.0
61,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_61.txt,0.0,-37.0,0.0,-228.0,15.0,15.0,15.0,-129.0,0.0,-20.0,0.0,-196.0,0.0,-21.0,0.0,-210.0,15.0,15.0,15.0,-763.0,False,1024.0,0.0,148091328.0,452.0,98.0,148091328.0,452.0,96.0
62,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_62.txt,0.0,-18.0,0.0,-187.0,0.0,-32.0,0.0,-216.0,0.0,-4.0,0.0,-90.0,0.0,-29.0,0.0,-253.0,0.0,-4.0,0.0,-746.0,True,1024.0,1.0,85857408.0,422.0,78.0,85857408.0,422.0,64.0
63,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_63.txt,25.0,25.0,25.0,-16.0,0.0,-15.0,0.0,-222.0,0.0,-55.0,0.0,-248.0,0.0,-33.0,0.0,-236.0,25.0,25.0,25.0,-722.0,False,1024.0,0.0,92004822.0,411.0,79.0,92004822.0,411.0,79.0
64,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_64.txt,23.0,23.0,30.0,-37.0,81.0,81.0,130.0,93.0,41.0,41.0,41.0,-73.0,1.0,1.0,1.0,-61.0,81.0,81.0,202.0,-78.0,False,1024.0,0.0,31928040.0,403.0,54.0,2724480.0,243.0,6.0
65,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_65.txt,46.0,46.0,68.0,-36.0,153.0,153.0,204.0,126.0,31.0,31.0,31.0,-273.0,0.0,-27.0,0.0,-370.0,153.0,153.0,303.0,-553.0,False,1024.0,0.0,59409369.0,382.0,81.0,0.0,370.0,0.0
66,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_66.txt,0.0,-6.0,0.0,-73.0,12.0,12.0,12.0,-34.0,0.0,-17.0,0.0,-125.0,0.0,-24.0,0.0,-128.0,12.0,12.0,12.0,-360.0,False,1024.0,0.0,30171600.0,303.0,58.0,30171600.0,303.0,58.0
67,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_67.txt,95.0,95.0,185.0,185.0,96.0,96.0,149.0,72.0,14.0,14.0,14.0,-285.0,0.0,-56.0,0.0,-381.0,96.0,96.0,348.0,-409.0,False,1024.0,0.0,54377568.0,384.0,70.0,0.0,381.0,0.0
68,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_68.txt,56.0,56.0,56.0,-130.0,0.0,-70.0,0.0,-332.0,54.0,54.0,54.0,4.0,66.0,66.0,66.0,-6.0,66.0,66.0,176.0,-464.0,False,1024.0,0.0,22220800.0,332.0,62.0,0.0,332.0,0.0
69,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_69.txt,65.0,65.0,65.0,-57.0,42.0,42.0,42.0,-171.0,0.0,-60.0,0.0,-345.0,83.0,83.0,153.0,100.0,83.0,83.0,260.0,-473.0,False,1024.0,0.0,30105405.0,345.0,47.0,0.0,345.0,0.0
70,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_70.txt,94.0,94.0,137.0,94.0,3.0,3.0,3.0,-181.0,0.0,-54.0,0.0,-295.0,0.0,-26.0,0.0,-242.0,94.0,94.0,140.0,-624.0,False,1024.0,0.0,130952716.0,452.0,86.0,120483936.0,445.0,81.0
71,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_71.txt,0.0,0.0,0.0,-411.0,73.0,73.0,137.0,9.0,164.0,164.0,250.0,127.0,0.0,0.0,0.0,-411.0,164.0,164.0,387.0,-686.0,False,1024.0,0.0,47944656.0,411.0,56.0,0.0,411.0,0.0
72,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_72.txt,55.0,55.0,55.0,-48.0,52.0,52.0,98.0,56.0,0.0,-2.0,0.0,-183.0,0.0,-3.0,0.0,-215.0,55.0,55.0,153.0,-390.0,False,1024.0,0.0,62899200.0,381.0,80.0,24738000.0,327.0,35.0
73,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_73.txt,67.0,67.0,67.0,4.0,18.0,18.0,18.0,-68.0,0.0,-2.0,0.0,-39.0,34.0,34.0,56.0,4.0,67.0,67.0,141.0,-99.0,False,1024.0,0.0,38633436.0,356.0,61.0,7674898.0,243.0,19.0
74,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_74.txt,0.0,-11.0,0.0,-234.0,43.0,43.0,85.0,47.0,0.0,-39.0,0.0,-280.0,0.0,-45.0,0.0,-258.0,43.0,43.0,85.0,-725.0,False,1024.0,0.0,105707700.0,442.0,81.0,97902000.0,430.0,72.0
75,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_75.txt,58.0,58.0,58.0,-156.0,93.0,93.0,150.0,137.0,0.0,-31.0,0.0,-330.0,113.0,113.0,198.0,100.0,113.0,113.0,406.0,-249.0,False,1024.0,0.0,59229600.0,380.0,74.0,0.0,330.0,0.0
76,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_76.txt,82.0,82.0,118.0,27.0,33.0,33.0,33.0,-250.0,78.0,78.0,154.0,10.0,0.0,-48.0,0.0,-397.0,82.0,82.0,305.0,-610.0,False,1024.0,0.0,60106050.0,408.0,81.0,0.0,397.0,0.0
77,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_77.txt,64.0,64.0,64.0,-202.0,52.0,52.0,76.0,60.0,0.0,-73.0,0.0,-360.0,23.0,23.0,23.0,-164.0,64.0,64.0,163.0,-666.0,False,1024.0,0.0,45239040.0,360.0,68.0,0.0,360.0,0.0
78,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_78.txt,53.0,53.0,105.0,97.0,16.0,16.0,16.0,-160.0,0.0,-37.0,0.0,-225.0,0.0,-15.0,0.0,-174.0,53.0,53.0,121.0,-462.0,False,1024.0,0.0,37784616.0,393.0,61.0,31783200.0,338.0,38.0
79,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_79.txt,0.0,-37.0,0.0,-247.0,22.0,22.0,22.0,-130.0,0.0,-18.0,0.0,-217.0,26.0,26.0,32.0,10.0,26.0,26.0,54.0,-584.0,False,1024.0,0.0,32471880.0,384.0,58.0,32471880.0,365.0,35.0
80,uniform,outputs/agents_4/items_5/gpt4o/zero_shot1/output_80.txt,60.0,60.0,60.0,-136.0,98.0,98.0,105.0,10.0,73.0,73.0,78.0,16.0,0.0,-91.0,0.0,-405.0,98.0,98.0,243.0,-515.0,False,1024.0,0.0,73972899.0,405.0,79.0,0.0,405.0,0.0
