Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
11,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_11.txt,76.0,76.0,76.0,-146.0,29.0,29.0,38.0,-80.0,54.0,54.0,54.0,-119.0,22.0,22.0,22.0,-88.0,0.0,-44.0,0.0,-347.0,76.0,76.0,190.0,-780.0,False,1953125.0,1.0,34588159200.0,700.0,92.0,20985569280.0,592.0,87.0
12,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_12.txt,37.0,37.0,61.0,-61.0,1.0,1.0,1.0,-96.0,0.0,-3.0,0.0,-190.0,0.0,-36.0,0.0,-275.0,0.0,-70.0,0.0,-430.0,37.0,37.0,62.0,-1052.0,False,1953125.0,9.0,55638538956.0,725.0,99.0,37418379840.0,659.0,96.0
13,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_13.txt,64.0,64.0,76.0,21.0,82.0,82.0,82.0,-138.0,0.0,-18.0,0.0,-376.0,24.0,24.0,24.0,-172.0,36.0,36.0,36.0,-152.0,82.0,82.0,218.0,-817.0,False,1953125.0,0.0,80222120994.0,804.0,99.0,27320470500.0,643.0,85.0
14,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_14.txt,59.0,59.0,76.0,76.0,24.0,24.0,24.0,-69.0,7.0,7.0,9.0,-107.0,0.0,-57.0,0.0,-398.0,0.0,-9.0,0.0,-149.0,59.0,59.0,109.0,-647.0,False,1953125.0,7.0,51437320704.0,737.0,97.0,15910156350.0,576.0,75.0
15,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_15.txt,121.0,121.0,250.0,124.0,81.0,81.0,81.0,-325.0,4.0,4.0,4.0,-464.0,75.0,75.0,88.0,-18.0,0.0,-80.0,0.0,-737.0,121.0,121.0,423.0,-1420.0,False,1953125.0,1.0,48635303808.0,758.0,99.0,0.0,737.0,0.0
16,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_16.txt,80.0,80.0,80.0,-195.0,113.0,113.0,113.0,-94.0,23.0,23.0,23.0,-236.0,0.0,-173.0,0.0,-765.0,32.0,32.0,32.0,-93.0,113.0,113.0,248.0,-1383.0,False,1953125.0,0.0,61715294784.0,765.0,95.0,0.0,765.0,0.0
17,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_17.txt,49.0,49.0,52.0,-139.0,35.0,35.0,35.0,-133.0,0.0,-63.0,0.0,-519.0,0.0,-47.0,0.0,-336.0,32.0,32.0,60.0,-88.0,49.0,49.0,147.0,-1215.0,False,1953125.0,0.0,74180924160.0,781.0,97.0,72634929312.0,770.0,96.0
18,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_18.txt,26.0,26.0,26.0,-172.0,0.0,-23.0,0.0,-422.0,0.0,-22.0,0.0,-229.0,87.0,87.0,142.0,45.0,0.0,-76.0,0.0,-430.0,87.0,87.0,168.0,-1208.0,False,1953125.0,10.0,74792197920.0,777.0,98.0,26044028010.0,660.0,83.0
19,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_19.txt,0.0,-7.0,0.0,-188.0,12.0,12.0,12.0,-271.0,0.0,-8.0,0.0,-156.0,0.0,-39.0,0.0,-249.0,82.0,82.0,139.0,95.0,82.0,82.0,151.0,-769.0,False,1953125.0,3.0,55555073343.0,716.0,99.0,11809314000.0,550.0,60.0
20,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_20.txt,0.0,-6.0,0.0,-169.0,83.0,83.0,83.0,-20.0,39.0,39.0,61.0,-70.0,0.0,-23.0,0.0,-211.0,0.0,-42.0,0.0,-303.0,83.0,83.0,144.0,-773.0,False,1953125.0,11.0,74134510800.0,789.0,98.0,24360378240.0,602.0,97.0
21,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_21.txt,124.0,124.0,124.0,-210.0,68.0,68.0,68.0,-168.0,137.0,137.0,137.0,-147.0,0.0,-137.0,0.0,-723.0,153.0,153.0,164.0,105.0,153.0,153.0,493.0,-1143.0,False,1953125.0,3.0,60334272000.0,743.0,97.0,0.0,723.0,0.0
22,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_22.txt,38.0,38.0,38.0,-202.0,0.0,-75.0,0.0,-458.0,0.0,-3.0,0.0,-201.0,0.0,-32.0,0.0,-189.0,0.0,-37.0,0.0,-253.0,38.0,38.0,38.0,-1303.0,False,1953125.0,1.0,44074548000.0,719.0,97.0,36996161202.0,668.0,79.0
23,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_23.txt,28.0,28.0,55.0,-45.0,66.0,66.0,108.0,37.0,30.0,30.0,30.0,-249.0,22.0,22.0,35.0,-178.0,45.0,45.0,52.0,-91.0,66.0,66.0,280.0,-526.0,False,1953125.0,3.0,32346778464.0,674.0,96.0,5112348696.0,499.0,54.0
24,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_24.txt,0.0,-78.0,0.0,-480.0,21.0,21.0,21.0,-177.0,15.0,15.0,23.0,-174.0,0.0,-37.0,0.0,-419.0,65.0,65.0,112.0,84.0,65.0,65.0,156.0,-1166.0,False,1953125.0,0.0,51667630560.0,747.0,97.0,28426349952.0,674.0,77.0
25,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_25.txt,0.0,-4.0,0.0,-266.0,41.0,41.0,76.0,-29.0,0.0,-15.0,0.0,-351.0,50.0,50.0,97.0,71.0,0.0,-32.0,0.0,-418.0,50.0,50.0,173.0,-993.0,False,1953125.0,2.0,34343412000.0,671.0,95.0,23210312670.0,646.0,81.0
26,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_26.txt,18.0,18.0,18.0,-190.0,0.0,-47.0,0.0,-425.0,20.0,20.0,33.0,-143.0,34.0,34.0,34.0,-127.0,0.0,-13.0,0.0,-325.0,34.0,34.0,85.0,-1210.0,False,1953125.0,3.0,40278254016.0,732.0,97.0,25083221670.0,670.0,54.0
27,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_27.txt,87.0,87.0,95.0,-51.0,0.0,-10.0,0.0,-485.0,0.0,-46.0,0.0,-467.0,98.0,98.0,149.0,78.0,0.0,-24.0,0.0,-501.0,98.0,98.0,244.0,-1426.0,False,1953125.0,2.0,75393097710.0,786.0,99.0,52179754752.0,786.0,87.0
28,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_28.txt,60.0,60.0,89.0,7.0,0.0,-13.0,0.0,-376.0,1.0,1.0,1.0,-303.0,41.0,41.0,41.0,-107.0,0.0,-23.0,0.0,-360.0,60.0,60.0,131.0,-1139.0,False,1953125.0,2.0,25176839184.0,636.0,94.0,17413136896.0,625.0,64.0
29,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_29.txt,152.0,152.0,213.0,159.0,0.0,-41.0,0.0,-594.0,43.0,43.0,84.0,-145.0,7.0,7.0,7.0,-512.0,78.0,78.0,138.0,-12.0,152.0,152.0,442.0,-1104.0,False,1953125.0,4.0,71020404000.0,765.0,95.0,18298018816.0,736.0,28.0
30,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_30.txt,1.0,1.0,1.0,-107.0,0.0,-98.0,0.0,-446.0,0.0,-21.0,0.0,-216.0,0.0,-45.0,0.0,-223.0,0.0,-52.0,0.0,-296.0,1.0,1.0,1.0,-1288.0,False,1953125.0,14.0,49697239680.0,743.0,92.0,35383030144.0,673.0,74.0
31,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_31.txt,115.0,115.0,213.0,80.0,99.0,99.0,130.0,-222.0,0.0,-9.0,0.0,-503.0,14.0,14.0,14.0,-435.0,98.0,98.0,159.0,-212.0,115.0,115.0,516.0,-1292.0,False,1953125.0,7.0,58172678577.0,771.0,97.0,6390090000.0,668.0,20.0
32,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_32.txt,114.0,114.0,118.0,-65.0,28.0,28.0,56.0,-105.0,0.0,-9.0,0.0,-393.0,0.0,-21.0,0.0,-404.0,0.0,-1.0,0.0,-466.0,114.0,114.0,174.0,-1433.0,False,1953125.0,5.0,50697584784.0,721.0,98.0,32857577984.0,716.0,73.0
33,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_33.txt,48.0,48.0,48.0,-103.0,9.0,9.0,9.0,-158.0,9.0,9.0,9.0,-237.0,0.0,-71.0,0.0,-474.0,0.0,-84.0,0.0,-433.0,48.0,48.0,66.0,-1405.0,False,1953125.0,22.0,39953824320.0,676.0,98.0,26482515000.0,643.0,75.0
34,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_34.txt,0.0,-44.0,0.0,-347.0,13.0,13.0,13.0,-85.0,37.0,37.0,37.0,-225.0,74.0,74.0,74.0,-158.0,30.0,30.0,30.0,-191.0,74.0,74.0,154.0,-1006.0,False,1953125.0,5.0,80939828169.0,784.0,99.0,43854380640.0,684.0,96.0
35,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_35.txt,19.0,19.0,19.0,-204.0,0.0,-76.0,0.0,-442.0,0.0,-14.0,0.0,-370.0,0.0,-29.0,0.0,-294.0,32.0,32.0,32.0,-135.0,32.0,32.0,51.0,-1445.0,False,1953125.0,1.0,50025330432.0,727.0,99.0,47251165500.0,709.0,77.0
36,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_36.txt,6.0,6.0,6.0,-147.0,28.0,28.0,47.0,-219.0,0.0,-3.0,0.0,-414.0,0.0,-25.0,0.0,-359.0,38.0,38.0,54.0,-24.0,38.0,38.0,107.0,-1163.0,False,1953125.0,0.0,88294550400.0,796.0,96.0,55325926656.0,751.0,91.0
37,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_37.txt,41.0,41.0,44.0,-58.0,0.0,-23.0,0.0,-198.0,0.0,-34.0,0.0,-203.0,0.0,-95.0,0.0,-421.0,6.0,6.0,6.0,-78.0,41.0,41.0,50.0,-958.0,False,1953125.0,1.0,52562260800.0,745.0,96.0,34831386720.0,664.0,93.0
38,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_38.txt,49.0,49.0,49.0,-249.0,34.0,34.0,48.0,-198.0,76.0,76.0,76.0,-143.0,0.0,-108.0,0.0,-601.0,0.0,-5.0,0.0,-295.0,76.0,76.0,173.0,-1486.0,False,1953125.0,7.0,79920872640.0,792.0,98.0,49511508795.0,739.0,63.0
39,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_39.txt,109.0,109.0,250.0,242.0,0.0,-12.0,0.0,-340.0,0.0,-20.0,0.0,-361.0,0.0,-33.0,0.0,-425.0,35.0,35.0,36.0,-133.0,109.0,109.0,286.0,-1017.0,False,1953125.0,1.0,47542904640.0,765.0,99.0,19419872472.0,656.0,78.0
40,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_40.txt,68.0,68.0,87.0,-37.0,84.0,84.0,157.0,58.0,0.0,-41.0,0.0,-450.0,0.0,-10.0,0.0,-357.0,13.0,13.0,13.0,-351.0,84.0,84.0,257.0,-1137.0,False,1953125.0,3.0,51697336320.0,707.0,98.0,33029097192.0,694.0,78.0
41,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_41.txt,0.0,-37.0,0.0,-550.0,0.0,-61.0,0.0,-426.0,0.0,0.0,0.0,-248.0,49.0,49.0,49.0,-49.0,62.0,62.0,78.0,-222.0,62.0,62.0,127.0,-1495.0,False,1953125.0,0.0,62990101746.0,754.0,93.0,41039402976.0,735.0,68.0
42,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_42.txt,0.0,-38.0,0.0,-441.0,0.0,-4.0,0.0,-184.0,0.0,-84.0,0.0,-482.0,2.0,2.0,2.0,-259.0,33.0,33.0,33.0,-71.0,33.0,33.0,35.0,-1437.0,False,1953125.0,22.0,46619289550.0,719.0,97.0,31162648320.0,682.0,85.0
43,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_43.txt,106.0,106.0,106.0,19.0,50.0,50.0,93.0,-8.0,54.0,54.0,54.0,-250.0,39.0,39.0,39.0,-218.0,0.0,-50.0,0.0,-362.0,106.0,106.0,292.0,-819.0,False,1953125.0,5.0,47888375808.0,722.0,98.0,6049001196.0,559.0,19.0
44,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_44.txt,13.0,13.0,13.0,-185.0,0.0,-88.0,0.0,-413.0,41.0,41.0,41.0,-160.0,28.0,28.0,28.0,-186.0,0.0,-6.0,0.0,-193.0,41.0,41.0,82.0,-1137.0,False,1953125.0,14.0,37817980200.0,688.0,98.0,22136644068.0,606.0,77.0
45,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_45.txt,0.0,-2.0,0.0,-182.0,0.0,-48.0,0.0,-427.0,17.0,17.0,17.0,-262.0,3.0,3.0,3.0,-92.0,0.0,-21.0,0.0,-294.0,17.0,17.0,20.0,-1257.0,False,1953125.0,0.0,73465765560.0,779.0,93.0,52444493280.0,720.0,92.0
46,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_46.txt,26.0,26.0,44.0,-38.0,3.0,3.0,3.0,-210.0,42.0,42.0,42.0,-67.0,17.0,17.0,33.0,5.0,14.0,14.0,21.0,-147.0,42.0,42.0,143.0,-457.0,False,1953125.0,1.0,53292548064.0,724.0,97.0,14894609184.0,557.0,91.0
47,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_47.txt,7.0,7.0,7.0,-63.0,0.0,-30.0,0.0,-280.0,0.0,-27.0,0.0,-266.0,20.0,20.0,40.0,-48.0,92.0,92.0,119.0,85.0,92.0,92.0,166.0,-572.0,False,1953125.0,0.0,48600388800.0,717.0,96.0,19888119936.0,589.0,93.0
48,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_48.txt,0.0,-44.0,0.0,-493.0,15.0,15.0,15.0,-239.0,4.0,4.0,4.0,-153.0,79.0,79.0,79.0,-166.0,0.0,-20.0,0.0,-247.0,79.0,79.0,98.0,-1298.0,False,1953125.0,23.0,67559643756.0,768.0,99.0,29796433920.0,650.0,80.0
49,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_49.txt,54.0,54.0,54.0,-227.0,0.0,-7.0,0.0,-188.0,0.0,-83.0,0.0,-502.0,34.0,34.0,34.0,-158.0,3.0,3.0,3.0,-286.0,54.0,54.0,91.0,-1361.0,False,1953125.0,3.0,74916674280.0,793.0,98.0,41558936440.0,715.0,61.0
50,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_50.txt,169.0,169.0,254.0,126.0,62.0,62.0,115.0,-142.0,0.0,-12.0,0.0,-476.0,0.0,-22.0,0.0,-500.0,0.0,-67.0,0.0,-535.0,169.0,169.0,369.0,-1527.0,False,1953125.0,2.0,67494930048.0,780.0,99.0,36044748950.0,758.0,70.0
51,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_51.txt,56.0,56.0,56.0,-193.0,0.0,0.0,0.0,-186.0,13.0,13.0,13.0,-221.0,16.0,16.0,16.0,-256.0,0.0,-92.0,0.0,-478.0,56.0,56.0,85.0,-1334.0,False,1953125.0,0.0,76953369600.0,794.0,98.0,53570731500.0,743.0,65.0
52,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_52.txt,0.0,-25.0,0.0,-390.0,66.0,66.0,77.0,-7.0,0.0,-47.0,0.0,-494.0,50.0,50.0,61.0,-139.0,0.0,-10.0,0.0,-488.0,66.0,66.0,138.0,-1518.0,False,1953125.0,1.0,40050227520.0,724.0,96.0,29537507790.0,708.0,63.0
53,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_53.txt,64.0,64.0,64.0,-62.0,59.0,59.0,70.0,-18.0,0.0,-53.0,0.0,-376.0,8.0,8.0,8.0,-185.0,22.0,22.0,22.0,-234.0,64.0,64.0,164.0,-875.0,False,1953125.0,12.0,36328586112.0,712.0,93.0,8172964800.0,580.0,24.0
54,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_54.txt,110.0,110.0,129.0,-7.0,29.0,29.0,29.0,-109.0,0.0,-9.0,0.0,-329.0,42.0,42.0,42.0,-242.0,75.0,75.0,75.0,-83.0,110.0,110.0,275.0,-770.0,False,1953125.0,24.0,56591511840.0,740.0,98.0,2375659368.0,578.0,6.0
55,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_55.txt,0.0,-54.0,0.0,-346.0,41.0,41.0,78.0,35.0,0.0,-1.0,0.0,-152.0,35.0,35.0,63.0,-63.0,2.0,2.0,2.0,-269.0,41.0,41.0,143.0,-795.0,False,1953125.0,8.0,19747591000.0,625.0,90.0,6562088808.0,497.0,66.0
56,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_56.txt,0.0,-13.0,0.0,-144.0,19.0,19.0,19.0,-226.0,3.0,3.0,3.0,-119.0,0.0,-5.0,0.0,-264.0,0.0,-44.0,0.0,-404.0,19.0,19.0,22.0,-1157.0,False,1953125.0,0.0,58563751680.0,729.0,95.0,57713546520.0,726.0,95.0
57,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_57.txt,60.0,60.0,60.0,-169.0,62.0,62.0,62.0,-105.0,64.0,64.0,64.0,-128.0,0.0,-34.0,0.0,-281.0,0.0,-24.0,0.0,-203.0,64.0,64.0,186.0,-886.0,False,1953125.0,8.0,27812016540.0,725.0,97.0,13794709500.0,553.0,78.0
58,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_58.txt,5.0,5.0,5.0,-157.0,46.0,46.0,46.0,-132.0,0.0,-82.0,0.0,-434.0,84.0,84.0,98.0,-65.0,0.0,-88.0,0.0,-454.0,84.0,84.0,149.0,-1242.0,False,1953125.0,0.0,76109014800.0,786.0,99.0,38278172400.0,690.0,83.0
59,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_59.txt,102.0,102.0,102.0,-168.0,53.0,53.0,76.0,5.0,30.0,30.0,30.0,-140.0,52.0,52.0,52.0,-197.0,0.0,-64.0,0.0,-448.0,102.0,102.0,260.0,-948.0,False,1953125.0,2.0,78978382560.0,779.0,99.0,31849097244.0,674.0,57.0
60,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_60.txt,0.0,-1.0,0.0,-243.0,0.0,-48.0,0.0,-411.0,0.0,-22.0,0.0,-375.0,0.0,-31.0,0.0,-328.0,30.0,30.0,30.0,-115.0,30.0,30.0,30.0,-1472.0,False,1953125.0,4.0,52779825000.0,719.0,99.0,52011234000.0,715.0,94.0
61,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_61.txt,5.0,5.0,5.0,-158.0,27.0,27.0,27.0,-310.0,46.0,46.0,56.0,-84.0,0.0,-87.0,0.0,-493.0,21.0,21.0,21.0,-31.0,46.0,46.0,109.0,-1076.0,False,1953125.0,4.0,46265081850.0,765.0,98.0,28576969344.0,668.0,66.0
62,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_62.txt,52.0,52.0,84.0,-128.0,0.0,-7.0,0.0,-359.0,134.0,134.0,283.0,221.0,0.0,-21.0,0.0,-428.0,0.0,-70.0,0.0,-502.0,134.0,134.0,367.0,-1196.0,False,1953125.0,0.0,41774714268.0,696.0,99.0,26767385104.0,696.0,71.0
63,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_63.txt,81.0,81.0,186.0,64.0,35.0,35.0,35.0,-403.0,57.0,57.0,96.0,-21.0,0.0,-65.0,0.0,-655.0,24.0,24.0,24.0,-446.0,81.0,81.0,341.0,-1461.0,False,1953125.0,3.0,60289257963.0,790.0,99.0,27969043200.0,785.0,40.0
64,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_64.txt,77.0,77.0,138.0,43.0,28.0,28.0,28.0,-146.0,60.0,60.0,60.0,-150.0,0.0,0.0,0.0,-396.0,5.0,5.0,5.0,-271.0,77.0,77.0,231.0,-920.0,False,1953125.0,11.0,47880268800.0,714.0,98.0,11932727040.0,614.0,39.0
65,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_65.txt,17.0,17.0,33.0,-64.0,63.0,63.0,84.0,-26.0,0.0,-62.0,0.0,-370.0,24.0,24.0,24.0,-86.0,6.0,6.0,6.0,-103.0,63.0,63.0,147.0,-649.0,False,1953125.0,0.0,31546506240.0,666.0,96.0,15226168320.0,569.0,62.0
66,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_66.txt,99.0,99.0,244.0,223.0,57.0,57.0,121.0,121.0,39.0,39.0,50.0,-100.0,0.0,-55.0,0.0,-381.0,0.0,-61.0,0.0,-374.0,99.0,99.0,415.0,-511.0,False,1953125.0,0.0,36629411760.0,699.0,96.0,13996450728.0,550.0,78.0
67,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_67.txt,0.0,0.0,0.0,-163.0,24.0,24.0,47.0,-160.0,60.0,60.0,60.0,-80.0,0.0,-73.0,0.0,-440.0,0.0,-62.0,0.0,-455.0,60.0,60.0,107.0,-1298.0,False,1953125.0,0.0,59770653600.0,757.0,96.0,34154659200.0,679.0,80.0
68,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_68.txt,84.0,84.0,103.0,-119.0,94.0,94.0,106.0,21.0,26.0,26.0,26.0,-220.0,0.0,-72.0,0.0,-397.0,61.0,61.0,61.0,-289.0,94.0,94.0,296.0,-1004.0,False,1953125.0,0.0,82605156480.0,820.0,99.0,38900367360.0,700.0,74.0
69,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_69.txt,0.0,-5.0,0.0,-301.0,0.0,-3.0,0.0,-357.0,75.0,75.0,128.0,-46.0,0.0,-12.0,0.0,-325.0,120.0,120.0,237.0,203.0,120.0,120.0,365.0,-826.0,False,1953125.0,0.0,59546658128.0,752.0,97.0,32291208432.0,695.0,84.0
70,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_70.txt,208.0,208.0,410.0,410.0,16.0,16.0,23.0,-265.0,0.0,-3.0,0.0,-538.0,0.0,-4.0,0.0,-494.0,0.0,-13.0,0.0,-599.0,208.0,208.0,433.0,-1486.0,False,1953125.0,0.0,79913217384.0,816.0,99.0,43178318568.0,814.0,73.0
